etf_ticker,etf_name,date,sector,security,shares,value,total_value,total_overall_value,name_normalized,company_ticker
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Amcor Ltd./Australia,"14,615","1,78,985",,,AMCOR LTD./AUSTRALIA,AMCOR
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,AMP Ltd.,"34,523","1,48,556",,,AMP LTD.,AMP.F
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,APA Group,"69,836","4,80,596",,,APA GROUP,PJZ.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Aristocrat Leisure Ltd.,"7,900","1,27,716",,,ARISTOCRAT LEISURE LTD.,ARLUF
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Aurizon Holdings Ltd.,"15,326","61,422",,,AURIZON HOLDINGS LTD.,QRL.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Australia & New Zealand Banking Group Ltd.,"29,862","7,06,389",,,AUSTRALIA & NEW ZEALAND BANKING GROUP LTD.,AUSTR
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Brambles Ltd.,"23,779","1,75,412",,,BRAMBLES LTD.,R1H.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Caltex Australia Ltd.,"22,120","5,49,917",,,CALTEX AUSTRALIA LTD.,CALTE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Commonwealth Bank Australia,"17,550","11,73,145",,,COMMONWEALTH BANK AUSTRALIA,COMMO
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Crown Resorts Ltd.,"4,345","44,124",,,CROWN RESORTS LTD.,CROWN
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,CSL Ltd.,"4,187","4,21,179",,,CSL LTD.,CSLLY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Dexus,"19,908","1,49,082",,,DEXUS,0DPS.F
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Domino’s Pizza Enterprises Ltd.,948,"40,347",,,DOMINO’S PIZZA ENTERPRISES LTD.,HQX.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Fortescue Metals Group Ltd.,"67,545","3,09,527",,,FORTESCUE METALS GROUP LTD.,FVJ.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Goodman Group,"43,845","2,78,629",,,GOODMAN GROUP,MY4.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,GPT Group (The),"42,107","1,61,021",,,GPT GROUP (THE),GPTGR
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Insurance Australia Group Ltd.,"19,513","1,03,907",,,INSURANCE AUSTRALIA GROUP LTD.,IAUGY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,LendLease Group,"9,559","1,28,590",,,LENDLEASE GROUP,LLC.MU
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Macquarie Group Ltd.,"3,713","2,54,424",,,MACQUARIE GROUP LTD.,4M4.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Medibank Pvt Ltd.,"27,492","59,699",,,MEDIBANK PVT LTD.,MEDIB
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Mirvac Group,"88,006","1,52,463",,,MIRVAC GROUP,MRVGF
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,National Australia Bank Ltd.,"27,810","6,64,954",,,NATIONAL AUSTRALIA BANK LTD.,NAL.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Newcrest Mining Ltd.,"9,164","1,47,785",,,NEWCREST MINING LTD.,NEWCR
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,QBE Insurance Group Ltd.,"16,195","1,53,212",,,QBE INSURANCE GROUP LTD.,QBIEY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Scentre Group,"69,204","2,28,179",,,SCENTRE GROUP,SCG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Seek Ltd.,"4,740","64,709",,,SEEK LTD.,SLD.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Sonic Healthcare Ltd.,"4,029","71,697",,,SONIC HEALTHCARE LTD.,SAB.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Stockland,"48,585","1,62,909",,,STOCKLAND,STKAF
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Suncorp Group Ltd.,"12,482","1,42,400",,,SUNCORP GROUP LTD.,SU4.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Sydney Airport,"42,818","2,30,057",,,SYDNEY AIRPORT,SYDNE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Tatts Group Ltd.,"31,679","1,01,164",,,TATTS GROUP LTD.,TATTS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Telstra Corp. Ltd.,"59,408","1,94,456",,,TELSTRA CORP. LTD.,5KBA.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Transurban Group,"51,192","4,66,317",,,TRANSURBAN GROUP,TU9.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Treasury Wine Estates Ltd.,"13,430","1,30,592",,,TREASURY WINE ESTATES LTD.,TSRYY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Wesfarmers Ltd.,"10,507","3,41,654",,,WESFARMERS LTD.,WFAFY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Westfield Corp.,"28,835","1,76,797",,,WESTFIELD CORP.,WESTF
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Westpac Banking Corp.,"34,857","8,85,490",,,WESTPAC BANKING CORP.,WBC.F
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRALIA — 2.32%,Woolworths Ltd.,"9,954","2,12,179","1,00,79,681",,WOOLWORTHS LTD.,WOOLW
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRIA — 0.06%,Erste Group Bank AG,"4,345","1,79,886",,,ERSTE GROUP BANK AG,EBS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,AUSTRIA — 0.06%,Raiffeisen Bank International AG,"3,397","99,806","2,79,692",,RAIFFEISEN BANK INTERNATIONAL AG,RAW0.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,BELGIUM — 0.42%,Ageas,"3,318","1,48,907",,,AGEAS,AGS.BR
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,BELGIUM — 0.42%,Anheuser-Busch InBev SA/NV,"8,374","10,05,066",,,ANHEUSER-BUSCH INBEV SA/NV,ANB.MX
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/17,BELGIUM — 0.42%,Colruyt SA,"2,212","1,23,565",,,COLRUYT SA,COLRU
