etf_ticker,etf_name,date,sector,security,shares,value,total_value,total_overall_value,name_normalized,company_ticker,name_normalized_old
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Belgium — 0.2%,Groupe Bruxelles Lambert SA,"1,865","2,16,991",,,groupe bruxelles lambert,GBLB,GROUPE BRUXELLES LAMBERT SA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Belgium — 0.2%,KBC Group NV,"1,854","1,49,289",,,kbc,KBCB.XC,KBC GROUP NV
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Belgium — 0.2%,UCB SA,"1,339","1,44,823",,,ucb,UCB,UCB SA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Belgium — 0.2%,Umicore SA,"5,356","3,32,429","16,10,597",,umicore,UMICY,UMICORE SA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Brazil — 0.4%,Ambev SA,"79,105","2,52,735",,,ambev,ABEVN.MX,AMBEV SA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Brazil — 0.4%,"B3 SA Brasil, Bolsa, Balcao","1,08,150","3,16,668",,,b3 brasil bolsa balcao,B3SA3,"B3 SA BRASIL, BOLSA, BALCAO"
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Brazil — 0.4%,Banco Bradesco SA,"27,226","1,07,947",,,banco bradesco,BBDC3,BANCO BRADESCO SA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Brazil — 0.4%,Banco do Brasil SA,"20,600","1,25,105",,,banco do brasil,BBAS3,BANCO DO BRASIL SA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Brazil — 0.4%,CCR SA,"51,500","1,28,546",,,ccr,CCRSA,CCR SA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Brazil — 0.4%,Localiza Rent Car SA,"21,378","2,55,104",,,localiza rent car,LOCAL,LOCALIZA RENT CAR SA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Brazil — 0.4%,Lojas Renner SA,"20,646","1,63,717",,,lojas renner,LREN3.BA,LOJAS RENNER SA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Brazil — 0.4%,Magazine Luiza SA,"49,543","1,95,956",,,magazine luiza,MGLUY,MAGAZINE LUIZA SA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Brazil — 0.4%,Natura & Co. Holding SA,"20,600","2,12,595",,,natura and holding,NATU3.BA,NATURA & CO. HOLDING SA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Brazil — 0.4%,Notre Dame Intermedica Participacoes SA,"13,905","2,13,584",,,notre dame intermedica participacoes,NOTRE,NOTRE DAME INTERMEDICA PARTICIPACOES SA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Brazil — 0.4%,Suzano SA,"7,592","78,817",,,suzano,SPXB.DU,SUZANO SA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Brazil — 0.4%,Telefonica Brasil SA,"10,300","81,498",,,telefonica brasil,VIVT3,TELEFONICA BRASIL SA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Brazil — 0.4%,Ultrapar Participacoes SA,"22,682","76,997",,,ultrapar participacoes,UGP.BA,ULTRAPAR PARTICIPACOES SA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Brazil — 0.4%,Vale SA,"69,011","14,41,105",,,vale,CVLB.MU,VALE SA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Brazil — 0.4%,WEG SA,"20,600","1,41,243","37,91,617",,weg,WEGZY,WEG SA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Agnico Eagle Mines Ltd.,"4,841","3,13,175",,,agnico eagle mines,AEM,AGNICO EAGLE MINES LTD.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,"Alimentation Couche-Tard Inc., Class","12,875","5,18,983",,,alimentation couche tard class,ATD.TO,"ALIMENTATION COUCHE-TARD INC., CLASS"
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,AltaGas Ltd.,"41,303","8,74,329",,,altagas,ATGAF,ALTAGAS LTD.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Bank Montreal,"8,343","8,26,075",,,bank montreal,BANKM,BANK MONTREAL
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Bank Nova Scotia (The),"14,523","9,06,465",,,bank nova scotia the,BANKN,BANK NOVA SCOTIA (THE)
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Barrick Gold Corp.,"15,656","3,40,828",,,barrick gold,B-C.BA,BARRICK GOLD CORP.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Bausch Health Cos Inc.,"6,283","1,83,817",,,bausch health cos,BHC.NE,BAUSCH HEALTH COS INC.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,BCE Inc.,"3,914","1,95,355",,,bce,BCE,BCE INC.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,"Brookfield Asset Management Inc., Class","21,424","11,56,546",,,brookfield asset management class,BAM,"BROOKFIELD ASSET MANAGEMENT INC., CLASS"
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,"Brookfield Renewable Corp., Class","6,695","2,84,092",,,brookfield renewable class,BEPC,"BROOKFIELD RENEWABLE CORP., CLASS"
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,CAE Inc.,"23,254","7,09,586",,,cae,CAE,CAE INC.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Cameco Corp.,"19,982","3,55,403",,,cameco,CCO,CAMECO CORP.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Canadian Imperial Bank Commerce,"4,429","5,15,001",,,canadian imperial bank commerce,CANAD,CANADIAN IMPERIAL BANK COMMERCE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Canadian National Railway Co.,"7,725","8,39,372",,,canadian national railway,CNR,CANADIAN NATIONAL RAILWAY CO.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Canadian Pacific Railway Ltd.,"6,695","4,97,134",,,canadian pacific railway,CANAD2,CANADIAN PACIFIC RAILWAY LTD.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,"Canadian Tire Corp. Ltd., Class, NVS","1,648","2,53,541",,,canadian tire class,YAAA.F,"CANADIAN TIRE CORP. LTD., CLASS, NVS"
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Canopy Growth Corp.,"5,047","95,592",,,canopy growth,11L.SG,CANOPY GROWTH CORP.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,"CCL Industries Inc., Class, NVS","6,489","3,72,145",,,ccl industries class,1C9A.F,"CCL INDUSTRIES INC., CLASS, NVS"
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,CGI Inc.,"1,957","1,78,022",,,cgi,GIB.A,CGI INC.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Constellation Software Inc.,309,"4,94,962",,,constellation software,CSU,CONSTELLATION SOFTWARE INC.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Dollarama Inc.,"4,532","2,13,414",,,dollarama,DOL,DOLLARAMA INC.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Enbridge Inc.,"43,569","17,17,476",,,enbridge,ENB,ENBRIDGE INC.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Fairfax Financial Holdings Ltd.,412,"1,73,551",,,fairfax financial,FRFHF,FAIRFAX FINANCIAL HOLDINGS LTD.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,First Quantum Minerals Ltd.,"16,068","3,44,130",,,first quantum minerals,FQVLF,FIRST QUANTUM MINERALS LTD.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Franco-Nevada Corp.,"4,223","6,75,457",,,franco nevada,FNV,FRANCO-NEVADA CORP.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,George Weston Ltd.,"3,914","4,05,894",,,george weston,WN,GEORGE WESTON LTD.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Great-West Lifeco Inc.,"6,798","2,04,550",,,great west lifeco,GWO,GREAT-WEST LIFECO INC.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Hydro One Ltd.,"22,660","5,59,416",,,hydro one,H,HYDRO ONE LTD.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Imperial Oil Ltd.,"11,536","3,16,047",,,imperial oil,IMP.SG,IMPERIAL OIL LTD.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Intact Financial Corp.,"1,854","2,52,629",,,intact financial,IFC,INTACT FINANCIAL CORP.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Inter Pipeline Ltd.,"31,328","5,01,710",,,inter pipeline,INTER,INTER PIPELINE LTD.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,"Ivanhoe Mines Ltd., Class","39,140","2,90,507",,,ivanhoe mines class,IVN.TO,"IVANHOE MINES LTD., CLASS"
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Keyera Corp.,"13,802","3,69,499",,,keyera,KEY,KEYERA CORP.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Kirkland Lake Gold Ltd.,"5,150","2,20,225",,,kirkland lake gold,KIRKL,KIRKLAND LAKE GOLD LTD.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Loblaw Companies Ltd.,"3,090","2,09,038",,,loblaw companies,L,LOBLAW COMPANIES LTD.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Lundin Mining Corp.,"39,964","3,64,212",,,lundin mining,LUN,LUNDIN MINING CORP.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Magna International Inc.,"2,884","2,41,797",,,magna international,MGA,MAGNA INTERNATIONAL INC.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Manulife Financial Corp.,"18,437","3,56,445",,,manulife financial,MFC,MANULIFE FINANCIAL CORP.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Metro Inc.,"2,987","1,54,905",,,metro,MRU,METRO INC.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,National Bank Canada,"3,193","2,44,389",,,national bank canada,NATIO6,NATIONAL BANK CANADA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Open Text Corp.,"7,004","3,63,786",,,open text,OTEX,OPEN TEXT CORP.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Pan American Silver Corp.,"5,356","1,50,385",,,pan american silver,PAAS,PAN AMERICAN SILVER CORP.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Pembina Pipeline Corp.,"30,900","10,21,414",,,pembina pipeline,PBA,PEMBINA PIPELINE CORP.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Power Corp. Canada,"8,093","2,58,307",,,power canada,POWER2,POWER CORP. CANADA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Restaurant Brands International Inc.,"2,777","1,89,466",,,restaurant brands international,QSR,RESTAURANT BRANDS INTERNATIONAL INC.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,RioCan REIT,"11,639","2,10,745",,,riocan reit,RIOCA,RIOCAN REIT
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Ritchie Bros Auctioneers Inc.,"2,884","1,72,171",,,ritchie bros auctioneers,RITCH,RITCHIE BROS AUCTIONEERS INC.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,"Rogers Communications Inc., Class, NVS","5,047","2,57,609",,,rogers communications class,RCI-B.TO,"ROGERS COMMUNICATIONS INC., CLASS, NVS"
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Royal Bank Canada,"15,656","15,83,419",,,royal bank canada,ROYAL,ROYAL BANK CANADA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,"Shaw Communications Inc., Class, NVS","12,360","3,61,012",,,shaw communications class,SHAWC3,"SHAW COMMUNICATIONS INC., CLASS, NVS"
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,"Shopify Inc., Class","1,442","21,64,849",,,shopify class,SHOP,"SHOPIFY INC., CLASS"
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Sun Life Financial Inc.,"6,077","3,16,514",,,sun life financial,SLF,SUN LIFE FINANCIAL INC.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,TC Energy Corp.,"11,536","5,62,375",,,tc energy,TRP,TC ENERGY CORP.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,TELUS Corp.,"6,180","1,37,262",,,telus,T,TELUS CORP.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Thomson Reuters Corp.,"5,768","6,11,197",,,thomson reuters,TRI,THOMSON REUTERS CORP.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Toronto-Dominion Bank (The),"20,116","13,37,466",,,toronto dominion bank the,TD,TORONTO-DOMINION BANK (THE)
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Wheaton Precious Metals Corp.,"10,403","4,80,543",,,wheaton precious metals,WPM,WHEATON PRECIOUS METALS CORP.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,WSP Global Inc.,"2,472","2,93,426",,,wsp global,WSP,WSP GLOBAL INC.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Canada — 3.3%,Yamana Gold Inc.,"34,917","1,56,449","2,83,54,109",,yamana gold,YAMAN,YAMANA GOLD INC.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,Chile — 0.0%,Falabella SA,"47,380","1,84,179","1,84,179",,falabella,FALABELLA.SN,FALABELLA SA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,China — 4.1%,"Agricultural Bank China Ltd., Class H","8,24,000","2,74,782",,,agricultural bank china class h,AGRIC3,"AGRICULTURAL BANK CHINA LTD., CLASS H"
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,China — 4.1%,Alibaba Group Holding Ltd.,"2,07,568","50,69,381",,,alibaba holding,9988,ALIBABA GROUP HOLDING LTD.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,China — 4.1%,Alibaba Health Information Technology Ltd.,"42,000","65,462",,,alibaba health information technology,TWY.BE,ALIBABA HEALTH INFORMATION TECHNOLOGY LTD.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,China — 4.1%,ANTA Sports Products Ltd.,"9,000","1,95,942",,,anta sports products,2020,ANTA SPORTS PRODUCTS LTD.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,China — 4.1%,"Baidu Inc., ADR","3,605","5,91,256",,,baidu adr,BIDU,"BAIDU INC., ADR"
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,China — 4.1%,"Bank China Ltd., Class H","17,51,000","6,08,455",,,bank china class h,BANKC3,"BANK CHINA LTD., CLASS H"
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,China — 4.1%,"Bank Communications Co. Ltd., Class","3,60,500","2,38,774",,,bank communications class,BANKC4,"BANK COMMUNICATIONS CO. LTD., CLASS"
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,China — 4.1%,"Bank Nanjing Co. Ltd., Class","72,100","97,435",,,bank nanjing class,BANKN4,"BANK NANJING CO. LTD., CLASS"
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,China — 4.1%,"Bank Ningbo Co. Ltd., Class","10,300","51,688",,,bank ningbo class,BANKN5,"BANK NINGBO CO. LTD., CLASS"
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,China — 4.1%,"BeiGene Ltd., ADR",721,"2,28,261",,,beigene adr,BEIGF,"BEIGENE LTD., ADR"
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,China — 4.1%,"Bilibili Inc., ADR","3,090","2,64,442",,,bilibili adr,BILI,"BILIBILI INC., ADR"
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,China — 4.1%,"BYD Co. Ltd., Class H","7,000","2,16,359",,,byd class h,BYDDF,"BYD CO. LTD., CLASS H"
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/21,China — 4.1%,"CGN Power Co. Ltd., Class H","15,17,000","3,27,910",,,cgn power class h,003816.SZ,"CGN POWER CO. LTD., CLASS H"
