etf_ticker,etf_name,date,sector,security,shares,value,total_value,total_overall_value,name_normalized,company_ticker
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/23,Australia — 1.7%,Aristocrat Leisure Ltd.,"13,431","3,55,723",,,ARISTOCRAT LEISURE,ARLUF
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/23,Australia — 1.7%,ASX Ltd.,"3,441","1,43,760",,,ASX,ASXFY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/23,Australia — 1.7%,Australia & New Zealand Banking Group Ltd.,"34,766","6,03,161",,,AUSTRALIA NEW ZEALAND BANKING,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/23,Australia — 1.7%,Brambles Ltd.,"73,371","6,94,146",,,BRAMBLES,R1H.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/23,Australia — 1.7%,Cochlear Ltd.,"1,110","1,78,568",,,COCHLEAR,CHEOY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/23,Australia — 1.7%,Coles Group Ltd.,"6,771","82,800",,,COLES,CLEGF
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/23,Australia — 1.7%,Commonwealth Bank of Australia,"22,422","15,95,298",,,COMMONWEALTH BANK OF AUSTRALIA,CMWAY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/23,Australia — 1.7%,Computershare Ltd.,"26,307","4,43,674",,,COMPUTERSHARE,CMSQY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/23,Australia — 1.7%,CSL Ltd.,"7,326","13,19,531",,,CSL,CMXHF
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/23,Australia — 1.7%,Dexus,"74,370","4,11,622",,,DEXUS,0DPS.F
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/23,Australia — 1.7%,Endeavour Group Ltd./Australia,"16,983","69,415",,,ENDEAVOUR AUSTRALIA,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/23,Australia — 1.7%,Goodman Group,"32,967","4,55,840",,,GOODMAN,MY4.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/23,Australia — 1.7%,GPT Group (The),"43,068","1,25,882",,,GPT THE,
