timestamp,scenario_id,etf,stage,elapsed_s
2025-10-11T08:14:22.796965,Baseline_20251011T081422,,scenario_start,0.0
2025-10-11T08:14:22.800534,Baseline_20251011T081422,CRBN,etf_start,0.0,1076
2025-10-11T08:14:22.801461,Baseline_20251011T081422,CRBN,weights_ready,0.0009
2025-10-11T08:14:22.809487,Baseline_20251011T081422,CRBN,positions_done,0.009,0
2025-10-11T08:14:22.809975,Baseline_20251011T081422,DMXF,etf_start,0.0,472
2025-10-11T08:14:22.810639,Baseline_20251011T081422,DMXF,weights_ready,0.0007
2025-10-11T08:14:22.814690,Baseline_20251011T081422,DMXF,positions_done,0.0047,0
2025-10-11T08:14:22.815128,Baseline_20251011T081422,DSI,etf_start,0.0,426
2025-10-11T08:14:22.815743,Baseline_20251011T081422,DSI,weights_ready,0.0006
2025-10-11T08:14:22.819962,Baseline_20251011T081422,DSI,positions_done,0.0048,0
2025-10-11T08:14:22.820404,Baseline_20251011T081422,EMXF,etf_start,0.0,577
2025-10-11T08:14:22.821035,Baseline_20251011T081422,EMXF,weights_ready,0.0006
2025-10-11T08:14:22.825096,Baseline_20251011T081422,EMXF,positions_done,0.0047,0
2025-10-11T08:14:22.825512,Baseline_20251011T081422,ESGD,etf_start,0.0,438
2025-10-11T08:14:22.826124,Baseline_20251011T081422,ESGD,weights_ready,0.0006
2025-10-11T08:14:22.830216,Baseline_20251011T081422,ESGD,positions_done,0.0047,0
2025-10-11T08:14:22.830630,Baseline_20251011T081422,ESGE,etf_start,0.0,351
2025-10-11T08:14:22.831225,Baseline_20251011T081422,ESGE,weights_ready,0.0006
2025-10-11T08:14:22.834919,Baseline_20251011T081422,ESGE,positions_done,0.0043,0
2025-10-11T08:14:22.835339,Baseline_20251011T081422,ESGU,etf_start,0.0,312
2025-10-11T08:14:22.835924,Baseline_20251011T081422,ESGU,weights_ready,0.0006
2025-10-11T08:14:22.839861,Baseline_20251011T081422,ESGU,positions_done,0.0045,0
2025-10-11T08:14:22.840300,Baseline_20251011T081422,ESML,etf_start,0.0,927
2025-10-11T08:14:22.840959,Baseline_20251011T081422,ESML,weights_ready,0.0007
2025-10-11T08:14:22.845903,Baseline_20251011T081422,ESML,positions_done,0.0056,0
2025-10-11T08:14:22.846328,Baseline_20251011T081422,ICLN,etf_start,0.0,136
2025-10-11T08:14:22.846895,Baseline_20251011T081422,ICLN,weights_ready,0.0006
2025-10-11T08:14:22.853751,Baseline_20251011T081422,ICLN,positions_done,0.0074,0
2025-10-11T08:14:22.854703,Baseline_20251011T081422,LCTD,etf_start,0.0,399
2025-10-11T08:14:22.856416,Baseline_20251011T081422,LCTD,weights_ready,0.0017
2025-10-11T08:14:22.865856,Baseline_20251011T081422,LCTD,positions_done,0.0112,0
2025-10-11T08:14:22.866872,Baseline_20251011T081422,LCTU,etf_start,0.0,318
2025-10-11T08:14:22.871701,Baseline_20251011T081422,LCTU,weights_ready,0.0048
2025-10-11T08:14:22.876122,Baseline_20251011T081422,LCTU,positions_done,0.0093,0
2025-10-11T08:14:22.876578,Baseline_20251011T081422,PABD,etf_start,0.0,500
2025-10-11T08:14:22.877214,Baseline_20251011T081422,PABD,weights_ready,0.0006
2025-10-11T08:14:22.881512,Baseline_20251011T081422,PABD,positions_done,0.0049,0
2025-10-11T08:14:22.881953,Baseline_20251011T081422,PABU,etf_start,0.0,184
2025-10-11T08:14:22.882532,Baseline_20251011T081422,PABU,weights_ready,0.0006
2025-10-11T08:14:22.889904,Baseline_20251011T081422,PABU,positions_done,0.008,0
2025-10-11T08:14:22.890821,Baseline_20251011T081422,SDG,etf_start,0.0,158
2025-10-11T08:14:22.891890,Baseline_20251011T081422,SDG,weights_ready,0.0011
2025-10-11T08:14:22.896507,Baseline_20251011T081422,SDG,positions_done,0.0057,0
2025-10-11T08:14:22.896978,Baseline_20251011T081422,SUSA,etf_start,0.0,201
2025-10-11T08:14:22.897578,Baseline_20251011T081422,SUSA,weights_ready,0.0006
2025-10-11T08:14:22.901178,Baseline_20251011T081422,SUSA,positions_done,0.0042,0
2025-10-11T08:14:22.901606,Baseline_20251011T081422,SUSL,etf_start,0.0,296
2025-10-11T08:14:22.902205,Baseline_20251011T081422,SUSL,weights_ready,0.0006
2025-10-11T08:14:22.909454,Baseline_20251011T081422,SUSL,positions_done,0.0079,0
2025-10-11T08:14:22.910449,Baseline_20251011T081422,USCL,etf_start,0.0,295
2025-10-11T08:14:22.911635,Baseline_20251011T081422,USCL,weights_ready,0.0012
2025-10-11T08:14:22.916761,Baseline_20251011T081422,USCL,positions_done,0.0063,0
2025-10-11T08:14:22.917186,Baseline_20251011T081422,USXF,etf_start,0.0,329
2025-10-11T08:14:22.917818,Baseline_20251011T081422,USXF,weights_ready,0.0006
2025-10-11T08:14:22.921608,Baseline_20251011T081422,USXF,positions_done,0.0044,0
2025-10-11T08:14:22.922027,Baseline_20251011T081422,XJH,etf_start,0.0,383
2025-10-11T08:14:22.922609,Baseline_20251011T081422,XJH,weights_ready,0.0006
2025-10-11T08:14:22.929609,Baseline_20251011T081422,XJH,positions_done,0.0076,0
2025-10-11T08:14:22.930512,Baseline_20251011T081422,XVV,etf_start,0.0,471
2025-10-11T08:14:22.931169,Baseline_20251011T081422,XVV,weights_ready,0.0007
2025-10-11T08:14:22.935587,Baseline_20251011T081422,XVV,positions_done,0.0051,0
2025-10-11T08:14:22.936022,Baseline_20251011T081422,,scenario_complete,0.1391
2025-10-11T08:14:22.936406,PragmaticTilt_20251011T081422,,scenario_start,0.0
2025-10-11T08:14:22.938096,PragmaticTilt_20251011T081422,CRBN,etf_start,0.0,1076
2025-10-11T17:23:19.396079,Baseline_20251011T172319,,scenario_start,0.0
2025-10-11T17:23:19.401937,Baseline_20251011T172319,CRBN,etf_start,0.0,1076
2025-10-11T17:23:19.402770,Baseline_20251011T172319,CRBN,weights_ready,0.0008
2025-10-11T17:23:19.413362,Baseline_20251011T172319,CRBN,positions_done,0.0114,0
2025-10-11T17:23:19.413889,Baseline_20251011T172319,DMXF,etf_start,0.0,472
2025-10-11T17:23:19.414564,Baseline_20251011T172319,DMXF,weights_ready,0.0007
2025-10-11T17:23:19.418722,Baseline_20251011T172319,DMXF,positions_done,0.0048,0
2025-10-11T17:23:19.419176,Baseline_20251011T172319,DSI,etf_start,0.0,426
2025-10-11T17:23:19.419798,Baseline_20251011T172319,DSI,weights_ready,0.0006
2025-10-11T17:23:19.424045,Baseline_20251011T172319,DSI,positions_done,0.0049,0
2025-10-11T17:23:19.424471,Baseline_20251011T172319,EMXF,etf_start,0.0,577
2025-10-11T17:23:19.425102,Baseline_20251011T172319,EMXF,weights_ready,0.0006
2025-10-11T17:23:19.430452,Baseline_20251011T172319,EMXF,positions_done,0.006,0
2025-10-11T17:23:19.431380,Baseline_20251011T172319,ESGD,etf_start,0.0,438
2025-10-11T17:23:19.432863,Baseline_20251011T172319,ESGD,weights_ready,0.0015
2025-10-11T17:23:19.440309,Baseline_20251011T172319,ESGD,positions_done,0.0089,0
2025-10-11T17:23:19.440748,Baseline_20251011T172319,ESGE,etf_start,0.0,351
2025-10-11T17:23:19.441368,Baseline_20251011T172319,ESGE,weights_ready,0.0006
2025-10-11T17:23:19.445077,Baseline_20251011T172319,ESGE,positions_done,0.0043,0
2025-10-11T17:23:19.445502,Baseline_20251011T172319,ESGU,etf_start,0.0,312
2025-10-11T17:23:19.446083,Baseline_20251011T172319,ESGU,weights_ready,0.0006
2025-10-11T17:23:19.450057,Baseline_20251011T172319,ESGU,positions_done,0.0046,0
2025-10-11T17:23:19.450505,Baseline_20251011T172319,ESML,etf_start,0.0,927
2025-10-11T17:23:19.451188,Baseline_20251011T172319,ESML,weights_ready,0.0007
2025-10-11T17:23:19.461306,Baseline_20251011T172319,ESML,positions_done,0.0108,0
2025-10-11T17:23:19.461718,Baseline_20251011T172319,ICLN,etf_start,0.0,136
2025-10-11T17:23:19.462272,Baseline_20251011T172319,ICLN,weights_ready,0.0006
2025-10-11T17:23:19.465653,Baseline_20251011T172319,ICLN,positions_done,0.0039,0
2025-10-11T17:23:19.466096,Baseline_20251011T172319,LCTD,etf_start,0.0,399
2025-10-11T17:23:19.466678,Baseline_20251011T172319,LCTD,weights_ready,0.0006
2025-10-11T17:23:19.470666,Baseline_20251011T172319,LCTD,positions_done,0.0046,0
2025-10-11T17:23:19.471080,Baseline_20251011T172319,LCTU,etf_start,0.0,318
2025-10-11T17:23:19.472207,Baseline_20251011T172319,LCTU,weights_ready,0.0011
2025-10-11T17:23:19.480833,Baseline_20251011T172319,LCTU,positions_done,0.0098,0
2025-10-11T17:23:19.481694,Baseline_20251011T172319,PABD,etf_start,0.0,500
2025-10-11T17:23:19.482597,Baseline_20251011T172319,PABD,weights_ready,0.0009
2025-10-11T17:23:19.486865,Baseline_20251011T172319,PABD,positions_done,0.0052,0
2025-10-11T17:23:19.488107,Baseline_20251011T172319,PABU,etf_start,0.0,184
2025-10-11T17:23:19.489546,Baseline_20251011T172319,PABU,weights_ready,0.0015
2025-10-11T17:23:19.499774,Baseline_20251011T172319,PABU,positions_done,0.0117,0
2025-10-11T17:23:19.500673,Baseline_20251011T172319,SDG,etf_start,0.0,158
2025-10-11T17:23:19.501842,Baseline_20251011T172319,SDG,weights_ready,0.0012
2025-10-11T17:23:19.509264,Baseline_20251011T172319,SDG,positions_done,0.0086,0
2025-10-11T17:23:19.509759,Baseline_20251011T172319,SUSA,etf_start,0.0,201
2025-10-11T17:23:19.510724,Baseline_20251011T172319,SUSA,weights_ready,0.001
2025-10-11T17:23:19.519439,Baseline_20251011T172319,SUSA,positions_done,0.0097,0
2025-10-11T17:23:19.519888,Baseline_20251011T172319,SUSL,etf_start,0.0,296
2025-10-11T17:23:19.520492,Baseline_20251011T172319,SUSL,weights_ready,0.0006
2025-10-11T17:23:19.527055,Baseline_20251011T172319,SUSL,positions_done,0.0072,0
2025-10-11T17:23:19.527991,Baseline_20251011T172319,USCL,etf_start,0.0,295
2025-10-11T17:23:19.529455,Baseline_20251011T172319,USCL,weights_ready,0.0015
2025-10-11T17:23:19.536413,Baseline_20251011T172319,USCL,positions_done,0.0084,0
2025-10-11T17:23:19.536924,Baseline_20251011T172319,USXF,etf_start,0.0,329
2025-10-11T17:23:19.537589,Baseline_20251011T172319,USXF,weights_ready,0.0007
2025-10-11T17:23:19.541537,Baseline_20251011T172319,USXF,positions_done,0.0046,0
2025-10-11T17:23:19.541987,Baseline_20251011T172319,XJH,etf_start,0.0,383
2025-10-11T17:23:19.542623,Baseline_20251011T172319,XJH,weights_ready,0.0006
2025-10-11T17:23:19.548822,Baseline_20251011T172319,XJH,positions_done,0.0068,0
2025-10-11T17:23:19.549743,Baseline_20251011T172319,XVV,etf_start,0.0,471
2025-10-11T17:23:19.550875,Baseline_20251011T172319,XVV,weights_ready,0.0011
2025-10-11T17:23:19.563787,Baseline_20251011T172319,XVV,positions_done,0.0141,0
2025-10-11T17:23:19.565187,Baseline_20251011T172319,,scenario_complete,0.1692
2025-10-11T17:23:19.565934,PragmaticTilt_20251011T172319,,scenario_start,0.0
2025-10-11T17:23:19.568977,PragmaticTilt_20251011T172319,CRBN,etf_start,0.0,1076
2025-10-11T17:23:40.440042,Baseline_20251011T172340,,scenario_start,0.0
2025-10-11T17:23:40.445468,Baseline_20251011T172340,CRBN,etf_start,0.0,1076
2025-10-11T17:23:40.446337,Baseline_20251011T172340,CRBN,weights_ready,0.0009
2025-10-11T17:23:40.473279,Baseline_20251011T172340,CRBN,positions_done,0.0278,0
2025-10-11T17:23:40.474438,Baseline_20251011T172340,DMXF,etf_start,0.0,472
2025-10-11T17:23:40.475748,Baseline_20251011T172340,DMXF,weights_ready,0.0013
2025-10-11T17:23:40.483975,Baseline_20251011T172340,DMXF,positions_done,0.0096,0
2025-10-11T17:23:40.484673,Baseline_20251011T172340,DSI,etf_start,0.0,426
2025-10-11T17:23:40.486544,Baseline_20251011T172340,DSI,weights_ready,0.0019
2025-10-11T17:23:40.495656,Baseline_20251011T172340,DSI,positions_done,0.011,0
2025-10-11T17:23:40.496250,Baseline_20251011T172340,EMXF,etf_start,0.0,577
2025-10-11T17:23:40.496983,Baseline_20251011T172340,EMXF,weights_ready,0.0007
2025-10-11T17:23:40.505566,Baseline_20251011T172340,EMXF,positions_done,0.0093,0
2025-10-11T17:23:40.506190,Baseline_20251011T172340,ESGD,etf_start,0.0,438
2025-10-11T17:23:40.506842,Baseline_20251011T172340,ESGD,weights_ready,0.0007
2025-10-11T17:23:40.511118,Baseline_20251011T172340,ESGD,positions_done,0.0049,0
2025-10-11T17:23:40.511558,Baseline_20251011T172340,ESGE,etf_start,0.0,351
2025-10-11T17:23:40.512162,Baseline_20251011T172340,ESGE,weights_ready,0.0006
2025-10-11T17:23:40.515985,Baseline_20251011T172340,ESGE,positions_done,0.0044,0
2025-10-11T17:23:40.517098,Baseline_20251011T172340,ESGU,etf_start,0.0,312
2025-10-11T17:23:40.518405,Baseline_20251011T172340,ESGU,weights_ready,0.0013
2025-10-11T17:23:40.526906,Baseline_20251011T172340,ESGU,positions_done,0.0098,0
2025-10-11T17:23:40.527383,Baseline_20251011T172340,ESML,etf_start,0.0,927
2025-10-11T17:23:40.528077,Baseline_20251011T172340,ESML,weights_ready,0.0007
2025-10-11T17:23:40.533933,Baseline_20251011T172340,ESML,positions_done,0.0066,0
2025-10-11T17:23:40.534368,Baseline_20251011T172340,ICLN,etf_start,0.0,136
2025-10-11T17:23:40.535177,Baseline_20251011T172340,ICLN,weights_ready,0.0008
2025-10-11T17:23:40.540382,Baseline_20251011T172340,ICLN,positions_done,0.006,0
2025-10-11T17:23:40.541310,Baseline_20251011T172340,LCTD,etf_start,0.0,399
2025-10-11T17:23:40.542418,Baseline_20251011T172340,LCTD,weights_ready,0.0011
2025-10-11T17:23:40.549413,Baseline_20251011T172340,LCTD,positions_done,0.0081,0
2025-10-11T17:23:40.549958,Baseline_20251011T172340,LCTU,etf_start,0.0,318
2025-10-11T17:23:40.550603,Baseline_20251011T172340,LCTU,weights_ready,0.0007
2025-10-11T17:23:40.554771,Baseline_20251011T172340,LCTU,positions_done,0.0048,0
2025-10-11T17:23:40.555233,Baseline_20251011T172340,PABD,etf_start,0.0,500
2025-10-11T17:23:40.555900,Baseline_20251011T172340,PABD,weights_ready,0.0007
2025-10-11T17:23:40.563093,Baseline_20251011T172340,PABD,positions_done,0.0079,0
2025-10-11T17:23:40.564053,Baseline_20251011T172340,PABU,etf_start,0.0,184
2025-10-11T17:23:40.565218,Baseline_20251011T172340,PABU,weights_ready,0.0012
2025-10-11T17:23:40.572278,Baseline_20251011T172340,PABU,positions_done,0.0082,0
2025-10-11T17:23:40.572823,Baseline_20251011T172340,SDG,etf_start,0.0,158
2025-10-11T17:23:40.573448,Baseline_20251011T172340,SDG,weights_ready,0.0006
2025-10-11T17:23:40.577044,Baseline_20251011T172340,SDG,positions_done,0.0042,0
2025-10-11T17:23:40.577498,Baseline_20251011T172340,SUSA,etf_start,0.0,201
2025-10-11T17:23:40.578086,Baseline_20251011T172340,SUSA,weights_ready,0.0006
2025-10-11T17:23:40.583549,Baseline_20251011T172340,SUSA,positions_done,0.0061,0
2025-10-11T17:23:40.583960,Baseline_20251011T172340,SUSL,etf_start,0.0,296
2025-10-11T17:23:40.593451,Baseline_20251011T172340,SUSL,weights_ready,0.0095
2025-10-11T17:23:40.601675,Baseline_20251011T172340,SUSL,positions_done,0.0177,0
2025-10-11T17:23:40.603018,Baseline_20251011T172340,USCL,etf_start,0.0,295
2025-10-11T17:23:40.603645,Baseline_20251011T172340,USCL,weights_ready,0.0006
2025-10-11T17:23:40.611782,Baseline_20251011T172340,USCL,positions_done,0.0088,0
2025-10-11T17:23:40.612684,Baseline_20251011T172340,USXF,etf_start,0.0,329
2025-10-11T17:23:40.613760,Baseline_20251011T172340,USXF,weights_ready,0.0011
2025-10-11T17:23:40.620781,Baseline_20251011T172340,USXF,positions_done,0.0081,0
2025-10-11T17:23:40.621257,Baseline_20251011T172340,XJH,etf_start,0.0,383
2025-10-11T17:23:40.621890,Baseline_20251011T172340,XJH,weights_ready,0.0006
2025-10-11T17:23:40.626051,Baseline_20251011T172340,XJH,positions_done,0.0048,0
2025-10-11T17:23:40.626522,Baseline_20251011T172340,XVV,etf_start,0.0,471
2025-10-11T17:23:40.627899,Baseline_20251011T172340,XVV,weights_ready,0.0014
2025-10-11T17:23:40.636720,Baseline_20251011T172340,XVV,positions_done,0.0102,0
2025-10-11T17:23:40.637678,Baseline_20251011T172340,,scenario_complete,0.1977
2025-10-11T17:23:40.638313,PragmaticTilt_20251011T172340,,scenario_start,0.0
2025-10-11T17:23:40.640300,PragmaticTilt_20251011T172340,CRBN,etf_start,0.0,1076
2025-10-11T17:56:01.445505,Baseline_20251011T175601,,scenario_start,0.0
2025-10-11T17:56:01.451972,Baseline_20251011T175601,CRBN,etf_start,0.0,1076
2025-10-11T17:56:01.452838,Baseline_20251011T175601,CRBN,weights_ready,0.0009
2025-10-11T17:56:01.463372,Baseline_20251011T175601,CRBN,positions_done,0.0114,0
2025-10-11T17:56:01.463903,Baseline_20251011T175601,DMXF,etf_start,0.0,472
2025-10-11T17:56:01.464605,Baseline_20251011T175601,DMXF,weights_ready,0.0007
2025-10-11T17:56:01.468901,Baseline_20251011T175601,DMXF,positions_done,0.005,0
2025-10-11T17:56:01.469376,Baseline_20251011T175601,DSI,etf_start,0.0,426
2025-10-11T17:56:01.470014,Baseline_20251011T175601,DSI,weights_ready,0.0006
2025-10-11T17:56:01.474266,Baseline_20251011T175601,DSI,positions_done,0.0049,0
2025-10-11T17:56:01.474722,Baseline_20251011T175601,EMXF,etf_start,0.0,577
2025-10-11T17:56:01.475376,Baseline_20251011T175601,EMXF,weights_ready,0.0007
2025-10-11T17:56:01.480888,Baseline_20251011T175601,EMXF,positions_done,0.0062,0
2025-10-11T17:56:01.481860,Baseline_20251011T175601,ESGD,etf_start,0.0,438
2025-10-11T17:56:01.488760,Baseline_20251011T175601,ESGD,weights_ready,0.0069
2025-10-11T17:56:01.493354,Baseline_20251011T175601,ESGD,positions_done,0.0115,0
2025-10-11T17:56:01.493821,Baseline_20251011T175601,ESGE,etf_start,0.0,351
2025-10-11T17:56:01.494448,Baseline_20251011T175601,ESGE,weights_ready,0.0006
2025-10-11T17:56:01.498330,Baseline_20251011T175601,ESGE,positions_done,0.0045,0
2025-10-11T17:56:01.498856,Baseline_20251011T175601,ESGU,etf_start,0.0,312
2025-10-11T17:56:01.499467,Baseline_20251011T175601,ESGU,weights_ready,0.0006
2025-10-11T17:56:01.503495,Baseline_20251011T175601,ESGU,positions_done,0.0046,0
2025-10-11T17:56:01.503923,Baseline_20251011T175601,ESML,etf_start,0.0,927
2025-10-11T17:56:01.504613,Baseline_20251011T175601,ESML,weights_ready,0.0007
2025-10-11T17:56:01.509601,Baseline_20251011T175601,ESML,positions_done,0.0057,0
2025-10-11T17:56:01.510036,Baseline_20251011T175601,ICLN,etf_start,0.0,136
2025-10-11T17:56:01.510603,Baseline_20251011T175601,ICLN,weights_ready,0.0006
2025-10-11T17:56:01.513972,Baseline_20251011T175601,ICLN,positions_done,0.0039,0
2025-10-11T17:56:01.514395,Baseline_20251011T175601,LCTD,etf_start,0.0,399
2025-10-11T17:56:01.514977,Baseline_20251011T175601,LCTD,weights_ready,0.0006
2025-10-11T17:56:01.518922,Baseline_20251011T175601,LCTD,positions_done,0.0045,0
2025-10-11T17:56:01.519346,Baseline_20251011T175601,LCTU,etf_start,0.0,318
2025-10-11T17:56:01.519923,Baseline_20251011T175601,LCTU,weights_ready,0.0006
2025-10-11T17:56:01.523887,Baseline_20251011T175601,LCTU,positions_done,0.0045,0
2025-10-11T17:56:01.524297,Baseline_20251011T175601,PABD,etf_start,0.0,500
2025-10-11T17:56:01.524892,Baseline_20251011T175601,PABD,weights_ready,0.0006
2025-10-11T17:56:01.529096,Baseline_20251011T175601,PABD,positions_done,0.0048,0
2025-10-11T17:56:01.529502,Baseline_20251011T175601,PABU,etf_start,0.0,184
2025-10-11T17:56:01.532068,Baseline_20251011T175601,PABU,weights_ready,0.0026
2025-10-11T17:56:01.539551,Baseline_20251011T175601,PABU,positions_done,0.0101,0
2025-10-11T17:56:01.540431,Baseline_20251011T175601,SDG,etf_start,0.0,158
2025-10-11T17:56:01.541700,Baseline_20251011T175601,SDG,weights_ready,0.0013
2025-10-11T17:56:01.546355,Baseline_20251011T175601,SDG,positions_done,0.0059,0
2025-10-11T17:56:01.546780,Baseline_20251011T175601,SUSA,etf_start,0.0,201
2025-10-11T17:56:01.547351,Baseline_20251011T175601,SUSA,weights_ready,0.0006
2025-10-11T17:56:01.550935,Baseline_20251011T175601,SUSA,positions_done,0.0042,0
2025-10-11T17:56:01.551342,Baseline_20251011T175601,SUSL,etf_start,0.0,296
2025-10-11T17:56:01.551924,Baseline_20251011T175601,SUSL,weights_ready,0.0006
2025-10-11T17:56:01.555739,Baseline_20251011T175601,SUSL,positions_done,0.0044,0
2025-10-11T17:56:01.556148,Baseline_20251011T175601,USCL,etf_start,0.0,295
2025-10-11T17:56:01.556735,Baseline_20251011T175601,USCL,weights_ready,0.0006
2025-10-11T17:56:01.560633,Baseline_20251011T175601,USCL,positions_done,0.0045,0
2025-10-11T17:56:01.561037,Baseline_20251011T175601,USXF,etf_start,0.0,329
2025-10-11T17:56:01.561623,Baseline_20251011T175601,USXF,weights_ready,0.0006
2025-10-11T17:56:01.565426,Baseline_20251011T175601,USXF,positions_done,0.0044,0
2025-10-11T17:56:01.565858,Baseline_20251011T175601,XJH,etf_start,0.0,383
2025-10-11T17:56:01.566443,Baseline_20251011T175601,XJH,weights_ready,0.0006
2025-10-11T17:56:01.570227,Baseline_20251011T175601,XJH,positions_done,0.0044,0
2025-10-11T17:56:01.570647,Baseline_20251011T175601,XVV,etf_start,0.0,471
2025-10-11T17:56:01.571249,Baseline_20251011T175601,XVV,weights_ready,0.0006
2025-10-11T17:56:01.575569,Baseline_20251011T175601,XVV,positions_done,0.0049,0
2025-10-11T17:56:01.575965,Baseline_20251011T175601,,scenario_complete,0.1305
2025-10-11T17:56:01.576354,PragmaticTilt_20251011T175601,,scenario_start,0.0
2025-10-11T17:56:01.578266,PragmaticTilt_20251011T175601,CRBN,etf_start,0.0,1076
2025-10-11T17:57:01.605177,PragmaticTilt_20251011T175601,CRBN,tilt_timeout,60.0295,860,860,7283,26.3,21.62
2025-10-11T17:57:01.615486,PragmaticTilt_20251011T175601,CRBN,weights_ready,60.0397,860,860,7283
2025-10-11T17:57:01.642389,PragmaticTilt_20251011T175601,CRBN,positions_done,60.0666,13
2025-10-11T17:57:01.643538,PragmaticTilt_20251011T175601,DMXF,etf_start,0.0,472
2025-10-11T17:57:06.934956,PragmaticTilt_20251011T175601,DMXF,tilt_converged,5.2915,279,278,278
2025-10-11T17:57:06.936338,PragmaticTilt_20251011T175601,DMXF,weights_ready,5.2929,279,278,278
2025-10-11T17:57:06.944306,PragmaticTilt_20251011T175601,DMXF,positions_done,5.3009,69
2025-10-11T17:57:06.944997,PragmaticTilt_20251011T175601,DSI,etf_start,0.0,426
2025-10-11T17:58:06.983262,PragmaticTilt_20251011T175601,DSI,tilt_timeout,60.0393,1660,1660,35692,30.34,22.41
2025-10-11T17:58:06.987773,PragmaticTilt_20251011T175601,DSI,weights_ready,60.0437,1660,1660,35692
2025-10-11T17:58:06.996965,PragmaticTilt_20251011T175601,DSI,positions_done,60.0529,11
2025-10-11T17:58:06.997838,PragmaticTilt_20251011T175601,EMXF,etf_start,0.0,577
2025-10-11T17:58:08.584821,PragmaticTilt_20251011T175601,EMXF,tilt_converged,1.587,82,81,132
2025-10-11T17:58:08.586092,PragmaticTilt_20251011T175601,EMXF,weights_ready,1.5883,82,81,132
2025-10-11T17:58:08.593321,PragmaticTilt_20251011T175601,EMXF,positions_done,1.5955,24
2025-10-11T17:58:08.594079,PragmaticTilt_20251011T175601,ESGD,etf_start,0.0,438
2025-10-11T17:58:13.150823,PragmaticTilt_20251011T175601,ESGD,tilt_converged,4.5568,268,267,267
2025-10-11T17:58:13.152218,PragmaticTilt_20251011T175601,ESGD,weights_ready,4.5582,268,267,267
2025-10-11T17:58:13.158789,PragmaticTilt_20251011T175601,ESGD,positions_done,4.5648,81
2025-10-11T17:58:13.159585,PragmaticTilt_20251011T175601,ESGE,etf_start,0.0,351
2025-10-11T17:58:15.887760,PragmaticTilt_20251011T175601,ESGE,tilt_converged,2.7282,115,114,114
2025-10-11T17:58:15.889698,PragmaticTilt_20251011T175601,ESGE,weights_ready,2.7302,115,114,114
2025-10-11T17:58:15.896457,PragmaticTilt_20251011T175601,ESGE,positions_done,2.7369,25
2025-10-11T17:58:15.897328,PragmaticTilt_20251011T175601,ESGU,etf_start,0.0,312
2025-10-11T17:59:15.919527,PragmaticTilt_20251011T175601,ESGU,tilt_timeout,60.0232,2121,2121,44141,28.95,28.61
2025-10-11T17:59:15.922519,PragmaticTilt_20251011T175601,ESGU,weights_ready,60.0261,2121,2121,44141
2025-10-11T17:59:15.929322,PragmaticTilt_20251011T175601,ESGU,positions_done,60.0329,11
2025-10-11T17:59:15.929912,PragmaticTilt_20251011T175601,ESML,etf_start,0.0,927
2025-10-11T17:59:18.241092,PragmaticTilt_20251011T175601,ESML,tilt_converged,2.3112,41,40,40
2025-10-11T17:59:18.242049,PragmaticTilt_20251011T175601,ESML,weights_ready,2.3122,41,40,40
2025-10-11T17:59:18.248401,PragmaticTilt_20251011T175601,ESML,positions_done,2.3185,13
2025-10-11T17:59:18.248875,PragmaticTilt_20251011T175601,ICLN,etf_start,0.0,136
2025-10-11T18:00:18.305561,PragmaticTilt_20251011T175601,ICLN,tilt_timeout,60.0576,1030,1030,31788,38.42,8.57
2025-10-11T18:00:18.308379,PragmaticTilt_20251011T175601,ICLN,weights_ready,60.0604,1030,1030,31788
2025-10-11T18:00:18.313375,PragmaticTilt_20251011T175601,ICLN,positions_done,60.0654,34
2025-10-11T18:00:18.313884,PragmaticTilt_20251011T175601,LCTD,etf_start,0.0,399
2025-10-11T18:00:27.135913,PragmaticTilt_20251011T175601,LCTD,tilt_converged,8.8222,460,459,459
2025-10-11T18:00:27.136828,PragmaticTilt_20251011T175601,LCTD,weights_ready,8.8231,460,459,459
2025-10-11T18:00:27.142141,PragmaticTilt_20251011T175601,LCTD,positions_done,8.8284,103
2025-10-11T18:00:27.142629,PragmaticTilt_20251011T175601,LCTU,etf_start,0.0,318
2025-10-11T18:01:27.147427,PragmaticTilt_20251011T175601,LCTU,tilt_timeout,60.0058,1782,1782,47272,28.42,31.11
2025-10-11T18:01:27.150945,PragmaticTilt_20251011T175601,LCTU,weights_ready,60.0092,1782,1782,47272
2025-10-11T18:01:27.157965,PragmaticTilt_20251011T175601,LCTU,positions_done,60.0163,8
2025-10-11T18:01:27.158547,PragmaticTilt_20251011T175601,PABD,etf_start,0.0,500
2025-10-11T18:01:33.079776,PragmaticTilt_20251011T175601,PABD,tilt_converged,5.9213,380,379,379
2025-10-11T18:01:33.080819,PragmaticTilt_20251011T175601,PABD,weights_ready,5.9224,380,379,379
2025-10-11T18:01:33.086500,PragmaticTilt_20251011T175601,PABD,positions_done,5.9281,72
2025-10-11T18:01:33.086958,PragmaticTilt_20251011T175601,PABU,etf_start,0.0,184
2025-10-11T18:02:22.920065,PragmaticTilt_20251011T175601,PABU,tilt_heartbeat,49.8339,5000,5000,52321,34.59,19.01
2025-10-11T18:02:33.091722,PragmaticTilt_20251011T175601,PABU,tilt_timeout,60.0057,5972,5972,63013,34.59,19.01
2025-10-11T18:02:33.092970,PragmaticTilt_20251011T175601,PABU,weights_ready,60.0069,5972,5972,63013
