timestamp,scenario_id,etf,stage,elapsed_s
2025-10-11T18:33:51.053591,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,0.631,2400,2400,2488,36.45,28.78,1.993
2025-10-11T18:33:51.103633,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,0.681,2600,2600,2688,36.45,28.78,1.993
2025-10-11T18:33:51.140778,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,0.7182,2800,2800,2888,36.45,28.78,1.993
2025-10-11T18:33:51.176304,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,0.7537,3000,3000,3088,36.45,28.78,1.993
2025-10-11T18:33:51.213108,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,0.7905,3200,3200,3288,36.45,28.78,1.993
2025-10-11T18:33:51.248898,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,0.8263,3400,3400,3488,36.45,28.78,1.993
2025-10-11T18:33:51.281139,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,0.8585,3600,3600,3688,36.45,28.78,1.993
2025-10-11T18:33:51.312543,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,0.8899,3800,3800,3888,36.45,28.78,1.993
2025-10-11T18:33:51.344020,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,0.9214,4000,4000,4088,36.45,28.78,1.993
2025-10-11T18:33:51.375174,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,0.9526,4200,4200,4288,36.45,28.78,1.993
2025-10-11T18:33:51.406180,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,0.9836,4400,4400,4488,36.45,28.78,1.993
2025-10-11T18:33:51.437149,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.0145,4600,4600,4688,36.45,28.78,1.993
2025-10-11T18:33:51.469594,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.047,4800,4800,4888,36.45,28.78,1.993
2025-10-11T18:33:51.501311,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.0787,5000,5000,5088,36.45,28.78,1.993
2025-10-11T18:33:51.533171,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.1106,5200,5200,5288,36.45,28.78,1.993
2025-10-11T18:33:51.564123,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.1415,5400,5400,5488,36.45,28.78,1.993
2025-10-11T18:33:51.595619,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.173,5600,5600,5688,36.45,28.78,1.993
2025-10-11T18:33:51.626975,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.2044,5800,5800,5888,36.45,28.78,1.993
2025-10-11T18:33:51.657755,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.2351,6000,6000,6088,36.45,28.78,1.993
2025-10-11T18:33:51.688524,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.2659,6200,6200,6288,36.45,28.78,1.993
2025-10-11T18:33:51.734867,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.3123,6400,6400,6488,36.45,28.78,1.993
2025-10-11T18:33:51.767099,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.3445,6600,6600,6688,36.45,28.78,1.993
2025-10-11T18:33:51.798340,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.3757,6800,6800,6888,36.45,28.78,1.993
2025-10-11T18:33:51.829879,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.4073,7000,7000,7088,36.45,28.78,1.993
2025-10-11T18:33:51.860896,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.4383,7200,7200,7288,36.45,28.78,1.993
2025-10-11T18:33:51.913760,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.4912,7400,7400,7488,36.45,28.78,1.993
2025-10-11T18:33:51.944577,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.522,7600,7600,7688,36.45,28.78,1.993
2025-10-11T18:33:51.979727,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.5571,7800,7800,7888,36.45,28.78,1.993
2025-10-11T18:33:52.012199,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.5896,8000,8000,8088,36.45,28.78,1.993
2025-10-11T18:33:52.043544,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.6209,8200,8200,8288,36.45,28.78,1.993
2025-10-11T18:33:52.075111,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.6525,8400,8400,8488,36.45,28.78,1.993
2025-10-11T18:33:52.106100,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.6835,8600,8600,8688,36.45,28.78,1.993
2025-10-11T18:33:52.137124,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.7145,8800,8800,8888,36.45,28.78,1.993
2025-10-11T18:33:52.267392,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.8448,9000,9000,9088,36.45,28.78,1.993
2025-10-11T18:33:52.313186,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.8906,9200,9200,9288,36.45,28.78,1.993
2025-10-11T18:33:52.346729,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.9241,9400,9400,9488,36.45,28.78,1.993
2025-10-11T18:33:52.378185,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.9556,9600,9600,9688,36.45,28.78,1.993
2025-10-11T18:33:52.409963,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,1.9874,9800,9800,9888,36.45,28.78,1.993
2025-10-11T18:33:52.441503,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.0189,10000,10000,10088,36.45,28.78,1.993
2025-10-11T18:33:52.475929,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.0533,10200,10200,10288,36.45,28.78,1.993
2025-10-11T18:33:52.513925,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.0913,10400,10400,10488,36.45,28.78,1.993
2025-10-11T18:33:52.551401,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.1288,10600,10600,10688,36.45,28.78,1.993
2025-10-11T18:33:52.596099,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.1735,10800,10800,10888,36.45,28.78,1.993
2025-10-11T18:33:52.633056,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.2105,11000,11000,11088,36.45,28.78,1.993
2025-10-11T18:33:52.666372,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.2438,11200,11200,11288,36.45,28.78,1.993
2025-10-11T18:33:52.698595,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.276,11400,11400,11488,36.45,28.78,1.993
2025-10-11T18:33:52.730952,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.3084,11600,11600,11688,36.45,28.78,1.993
2025-10-11T18:33:52.766179,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.3436,11800,11800,11888,36.45,28.78,1.993
2025-10-11T18:33:52.799996,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.3774,12000,12000,12088,36.45,28.78,1.993
2025-10-11T18:33:52.832443,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.4099,12200,12200,12288,36.45,28.78,1.993
2025-10-11T18:33:52.864396,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.4418,12400,12400,12488,36.45,28.78,1.993
2025-10-11T18:33:52.895026,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.4724,12600,12600,12688,36.45,28.78,1.993
2025-10-11T18:33:52.925465,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.5029,12800,12800,12888,36.45,28.78,1.993
2025-10-11T18:33:52.956171,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.5336,13000,13000,13088,36.45,28.78,1.993
2025-10-11T18:33:52.988135,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.5656,13200,13200,13288,36.45,28.78,1.993
2025-10-11T18:33:53.020756,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.5982,13400,13400,13488,36.45,28.78,1.993
2025-10-11T18:33:53.055742,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.6332,13600,13600,13688,36.45,28.78,1.993
2025-10-11T18:33:53.088517,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.6659,13800,13800,13888,36.45,28.78,1.993
2025-10-11T18:33:53.120275,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.6977,14000,14000,14088,36.45,28.78,1.993
2025-10-11T18:33:53.151991,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.7294,14200,14200,14288,36.45,28.78,1.993
2025-10-11T18:33:53.184054,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.7615,14400,14400,14488,36.45,28.78,1.993
2025-10-11T18:33:53.215644,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.7931,14600,14600,14688,36.45,28.78,1.993
2025-10-11T18:33:53.247282,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.8247,14800,14800,14888,36.45,28.78,1.993
2025-10-11T18:33:53.281490,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.8589,15000,15000,15088,36.45,28.78,1.993
2025-10-11T18:33:53.316872,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.8943,15200,15200,15288,36.45,28.78,1.993
2025-10-11T18:33:53.348883,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.9263,15400,15400,15488,36.45,28.78,1.993
2025-10-11T18:33:53.380126,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.9575,15600,15600,15688,36.45,28.78,1.993
2025-10-11T18:33:53.411089,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,2.9885,15800,15800,15888,36.45,28.78,1.993
2025-10-11T18:33:53.443297,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.0207,16000,16000,16088,36.45,28.78,1.993
2025-10-11T18:33:53.474811,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.0522,16200,16200,16288,36.45,28.78,1.993
2025-10-11T18:33:53.506333,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.0838,16400,16400,16488,36.45,28.78,1.993
2025-10-11T18:33:53.538625,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.1161,16600,16600,16688,36.45,28.78,1.993
2025-10-11T18:33:53.571574,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.149,16800,16800,16888,36.45,28.78,1.993
2025-10-11T18:33:53.602923,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.1803,17000,17000,17088,36.45,28.78,1.993
2025-10-11T18:33:53.634015,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.2114,17200,17200,17288,36.45,28.78,1.993
2025-10-11T18:33:53.664771,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.2422,17400,17400,17488,36.45,28.78,1.993
2025-10-11T18:33:53.695813,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.2732,17600,17600,17688,36.45,28.78,1.993
2025-10-11T18:33:53.726814,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.3042,17800,17800,17888,36.45,28.78,1.993
2025-10-11T18:33:53.758873,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.3363,18000,18000,18088,36.45,28.78,1.993
2025-10-11T18:33:53.790553,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.368,18200,18200,18288,36.45,28.78,1.993
2025-10-11T18:33:53.822639,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.4001,18400,18400,18488,36.45,28.78,1.993
2025-10-11T18:33:53.854248,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.4317,18600,18600,18688,36.45,28.78,1.993
2025-10-11T18:33:53.884989,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.4624,18800,18800,18888,36.45,28.78,1.993
2025-10-11T18:33:53.916266,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.4937,19000,19000,19088,36.45,28.78,1.993
2025-10-11T18:33:53.947101,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.5245,19200,19200,19288,36.45,28.78,1.993
2025-10-11T18:33:53.978054,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.5555,19400,19400,19488,36.45,28.78,1.993
2025-10-11T18:33:54.010398,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.5878,19600,19600,19688,36.45,28.78,1.993
2025-10-11T18:33:54.042716,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.6202,19800,19800,19888,36.45,28.78,1.993
2025-10-11T18:33:54.169208,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.7467,20000,20000,20088,36.45,28.78,1.993
2025-10-11T18:33:54.202694,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.7801,20200,20200,20288,36.45,28.78,1.993
2025-10-11T18:33:54.233879,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.8113,20400,20400,20488,36.45,28.78,1.993
2025-10-11T18:33:54.266375,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.8438,20600,20600,20688,36.45,28.78,1.993
2025-10-11T18:33:54.298098,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.8755,20800,20800,20888,36.45,28.78,1.993
2025-10-11T18:33:54.329780,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.9072,21000,21000,21088,36.45,28.78,1.993
2025-10-11T18:33:54.360760,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.9382,21200,21200,21288,36.45,28.78,1.993
2025-10-11T18:33:54.392478,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,3.9699,21400,21400,21488,36.45,28.78,1.993
2025-10-11T18:33:54.423165,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.0006,21600,21600,21688,36.45,28.78,1.993
2025-10-11T18:33:54.454093,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.0315,21800,21800,21888,36.45,28.78,1.993
2025-10-11T18:33:54.485652,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.0631,22000,22000,22088,36.45,28.78,1.993
2025-10-11T18:33:54.517708,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.0951,22200,22200,22288,36.45,28.78,1.993
2025-10-11T18:33:54.549820,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.1273,22400,22400,22488,36.45,28.78,1.993
2025-10-11T18:33:54.581185,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.1586,22600,22600,22688,36.45,28.78,1.993
2025-10-11T18:33:54.612366,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.1898,22800,22800,22888,36.45,28.78,1.993
2025-10-11T18:33:54.644014,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.2215,23000,23000,23088,36.45,28.78,1.993
2025-10-11T18:33:54.674535,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.252,23200,23200,23288,36.45,28.78,1.993
2025-10-11T18:33:54.705400,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.2828,23400,23400,23488,36.45,28.78,1.993
2025-10-11T18:33:54.737689,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.3151,23600,23600,23688,36.45,28.78,1.993
2025-10-11T18:33:54.769665,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.3471,23800,23800,23888,36.45,28.78,1.993
2025-10-11T18:33:54.800954,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.3784,24000,24000,24088,36.45,28.78,1.993
2025-10-11T18:33:54.833013,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.4105,24200,24200,24288,36.45,28.78,1.993
2025-10-11T18:33:54.863770,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.4412,24400,24400,24488,36.45,28.78,1.993
2025-10-11T18:33:54.909164,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.4866,24600,24600,24688,36.45,28.78,1.993
2025-10-11T18:33:54.940859,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.5183,24800,24800,24888,36.45,28.78,1.993
2025-10-11T18:33:54.974385,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.5518,25000,25000,25088,36.45,28.78,1.993
2025-10-11T18:33:55.006092,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.5835,25200,25200,25288,36.45,28.78,1.993
2025-10-11T18:33:55.038106,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.6156,25400,25400,25488,36.45,28.78,1.993
2025-10-11T18:33:55.069842,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.6473,25600,25600,25688,36.45,28.78,1.993
2025-10-11T18:33:55.144612,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.7221,25800,25800,25888,36.45,28.78,1.993
2025-10-11T18:33:55.181162,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.7586,26000,26000,26088,36.45,28.78,1.993
2025-10-11T18:33:55.213322,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.7908,26200,26200,26288,36.45,28.78,1.993
2025-10-11T18:33:55.249722,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.8272,26400,26400,26488,36.45,28.78,1.993
2025-10-11T18:33:55.284778,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.8622,26600,26600,26688,36.45,28.78,1.993
2025-10-11T18:33:55.317338,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.8948,26800,26800,26888,36.45,28.78,1.993
2025-10-11T18:33:55.366659,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.9441,27000,27000,27088,36.45,28.78,1.993
2025-10-11T18:33:55.399310,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,4.9768,27200,27200,27288,36.45,28.78,1.993
2025-10-11T18:33:55.431050,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.0085,27400,27400,27488,36.45,28.78,1.993
2025-10-11T18:33:55.464040,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.0415,27600,27600,27688,36.45,28.78,1.993
2025-10-11T18:33:55.496529,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.074,27800,27800,27888,36.45,28.78,1.993
2025-10-11T18:33:55.528601,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.1061,28000,28000,28088,36.45,28.78,1.993
2025-10-11T18:33:55.560526,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.138,28200,28200,28288,36.45,28.78,1.993
2025-10-11T18:33:55.607012,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.1845,28400,28400,28488,36.45,28.78,1.993
2025-10-11T18:33:55.645694,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.2232,28600,28600,28688,36.45,28.78,1.993
2025-10-11T18:33:55.679475,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.2569,28800,28800,28888,36.45,28.78,1.993
2025-10-11T18:33:55.717036,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.2945,29000,29000,29088,36.45,28.78,1.993
2025-10-11T18:33:55.750290,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.3277,29200,29200,29288,36.45,28.78,1.993
2025-10-11T18:33:55.782533,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.36,29400,29400,29488,36.45,28.78,1.993
2025-10-11T18:33:55.814212,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.3917,29600,29600,29688,36.45,28.78,1.993
2025-10-11T18:33:55.845675,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.4231,29800,29800,29888,36.45,28.78,1.993
2025-10-11T18:33:55.877749,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.4552,30000,30000,30088,36.45,28.78,1.993
2025-10-11T18:33:55.909365,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.4868,30200,30200,30288,36.45,28.78,1.993
2025-10-11T18:33:55.941914,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.5194,30400,30400,30488,36.45,28.78,1.993
2025-10-11T18:33:55.975477,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.5529,30600,30600,30688,36.45,28.78,1.993
2025-10-11T18:33:56.008061,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.5855,30800,30800,30888,36.45,28.78,1.993
2025-10-11T18:33:56.040604,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.6181,31000,31000,31088,36.45,28.78,1.993
2025-10-11T18:33:56.072344,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.6498,31200,31200,31288,36.45,28.78,1.993
2025-10-11T18:33:56.103613,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.6811,31400,31400,31488,36.45,28.78,1.993
2025-10-11T18:33:56.134530,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.712,31600,31600,31688,36.45,28.78,1.993
2025-10-11T18:33:56.165493,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.743,31800,31800,31888,36.45,28.78,1.993
2025-10-11T18:33:56.198891,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.7764,32000,32000,32088,36.45,28.78,1.993
2025-10-11T18:33:56.232079,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.8095,32200,32200,32288,36.45,28.78,1.993
2025-10-11T18:33:56.265609,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.8431,32400,32400,32488,36.45,28.78,1.993
2025-10-11T18:33:56.297331,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.8748,32600,32600,32688,36.45,28.78,1.993
2025-10-11T18:33:56.329505,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.907,32800,32800,32888,36.45,28.78,1.993
2025-10-11T18:33:56.375269,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.9527,33000,33000,33088,36.45,28.78,1.993
2025-10-11T18:33:56.405954,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,5.9834,33200,33200,33288,36.45,28.78,1.993
2025-10-11T18:33:56.436777,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.0142,33400,33400,33488,36.45,28.78,1.993
2025-10-11T18:33:56.469695,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.0472,33600,33600,33688,36.45,28.78,1.993
2025-10-11T18:33:56.503414,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.0809,33800,33800,33888,36.45,28.78,1.993
2025-10-11T18:33:56.536373,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.1138,34000,34000,34088,36.45,28.78,1.993
2025-10-11T18:33:56.567608,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.1451,34200,34200,34288,36.45,28.78,1.993
2025-10-11T18:33:56.599528,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.177,34400,34400,34488,36.45,28.78,1.993
2025-10-11T18:33:56.630929,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.2084,34600,34600,34688,36.45,28.78,1.993
2025-10-11T18:33:56.662482,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.24,34800,34800,34888,36.45,28.78,1.993
2025-10-11T18:33:56.696084,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.2736,35000,35000,35088,36.45,28.78,1.993
2025-10-11T18:33:56.728343,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.3058,35200,35200,35288,36.45,28.78,1.993
2025-10-11T18:33:56.760508,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.338,35400,35400,35488,36.45,28.78,1.993
2025-10-11T18:33:56.792118,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.3696,35600,35600,35688,36.45,28.78,1.993
2025-10-11T18:33:56.823665,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.4011,35800,35800,35888,36.45,28.78,1.993
2025-10-11T18:33:56.855049,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.4325,36000,36000,36088,36.45,28.78,1.993
2025-10-11T18:33:56.886279,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.4638,36200,36200,36288,36.45,28.78,1.993
2025-10-11T18:33:56.917937,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.4954,36400,36400,36488,36.45,28.78,1.993
2025-10-11T18:33:56.951685,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.5292,36600,36600,36688,36.45,28.78,1.993
2025-10-11T18:33:56.984929,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.5624,36800,36800,36888,36.45,28.78,1.993
2025-10-11T18:33:57.040859,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.6183,37000,37000,37088,36.45,28.78,1.993
2025-10-11T18:33:57.072424,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.6499,37200,37200,37288,36.45,28.78,1.993
2025-10-11T18:33:57.103944,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.6814,37400,37400,37488,36.45,28.78,1.993
2025-10-11T18:33:57.136167,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.7136,37600,37600,37688,36.45,28.78,1.993
2025-10-11T18:33:57.168358,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.7458,37800,37800,37888,36.45,28.78,1.993
2025-10-11T18:33:57.217519,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.795,38000,38000,38088,36.45,28.78,1.993
2025-10-11T18:33:57.251020,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.8285,38200,38200,38288,36.45,28.78,1.993
2025-10-11T18:33:57.282622,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.8601,38400,38400,38488,36.45,28.78,1.993
2025-10-11T18:33:57.314523,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.892,38600,38600,38688,36.45,28.78,1.993
2025-10-11T18:33:57.347412,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.9249,38800,38800,38888,36.45,28.78,1.993
2025-10-11T18:33:57.379050,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.9565,39000,39000,39088,36.45,28.78,1.993
2025-10-11T18:33:57.410760,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,6.9882,39200,39200,39288,36.45,28.78,1.993
2025-10-11T18:33:57.442492,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,7.02,39400,39400,39488,36.45,28.78,1.993
2025-10-11T18:33:57.475430,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,7.0529,39600,39600,39688,36.45,28.78,1.993
2025-10-11T18:33:57.507408,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,7.0849,39800,39800,39888,36.45,28.78,1.993
2025-10-11T18:33:57.645054,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,7.2226,40000,40000,40088,36.45,28.78,1.993
2025-10-11T18:33:57.693603,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,7.2711,40200,40200,40288,36.45,28.78,1.993
2025-10-11T18:33:57.728159,PragmaticTilt_20251011T183059,LCTU,tilt_heartbeat,7.3056,40400,40400,40488,36.45,28.78,1.993
