etf_ticker,etf_name,date,sector,security,shares,value,total_value,total_overall_value
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Aerospace & Defense — 0.1%,Howmet Aerospace Inc.,"65,802","11,52,851",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Aerospace & Defense — 0.1%,Teledyne Technologies Inc.,"6,069","19,03,299","30,56,150",
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Air Freight & Logistics — 0.9%,CH Robinson Worldwide Inc.,"22,416","22,03,493",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Air Freight & Logistics — 0.9%,Expeditors International of Washington Inc.,"28,210","24,93,482",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Air Freight & Logistics — 0.9%,"United Parcel Service Inc., Class B","1,17,097","1,91,59,411","2,38,56,386",
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Airlines — 0.0%,Delta Air Lines Inc.,"26,527","8,18,358","8,18,358",
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Auto Components — 0.2%,Aptiv PLC,"44,496","38,31,996",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Auto Components — 0.2%,BorgWarner Inc.,"34,216","13,88,827","52,20,823",
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Automobiles — 2.4%,Tesla Inc.,"1,23,381","6,14,83,220","6,14,83,220",
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Banks — 1.8%,Citizens Financial Group Inc.,"71,044","18,37,908",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Banks — 1.8%,Comerica Inc.,"23,371","9,23,856",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Banks — 1.8%,East West Bancorp. Inc.,"24,079","8,85,626",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Banks — 1.8%,Fifth Third Bancorp.,"1,17,797","24,33,686",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Banks — 1.8%,First Republic Bank/CA,"28,307","31,96,143",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Banks — 1.8%,Huntington Bancshares Inc./OH,"1,69,381","15,93,875",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Banks — 1.8%,KeyCorp.,"1,61,187","19,85,824",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Banks — 1.8%,M&T Bank Corp.,"21,611","22,31,552",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Banks — 1.8%,People’s United Financial Inc.,"73,434","7,76,932",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Banks — 1.8%,PNC Financial Services Group Inc. (The),"70,556","78,45,827",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Banks — 1.8%,Regions Financial Corp.,"1,59,087","18,39,046",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Banks — 1.8%,SVB Financial Group,"8,563","21,86,819",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Banks — 1.8%,Truist Financial Corp.,"2,22,372","86,30,257",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Banks — 1.8%,U.S. Bancorp,"2,27,024","82,63,673",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Banks — 1.8%,Zions Bancorp. N.A.,"27,418","8,81,763","4,55,12,787",
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Beverages — 2.6%,Coca-Cola Co. (The),"6,78,543","3,36,08,235",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Beverages — 2.6%,PepsiCo Inc.,"2,30,746","3,23,18,285","6,59,26,520",
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Biotechnology — 3.5%,AbbVie Inc.,"2,93,725","2,81,30,043",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Biotechnology — 3.5%,Amgen Inc.,"97,720","2,47,54,430",,
SUSL,iShares MSCI USA ESG Leaders ETF,31/08/20,Biotechnology — 3.5%,Biogen Inc.,"27,139","78,06,262",,
