etf_ticker,etf_name,date,sector,security,shares,value,total_value,total_oerall_value
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,ANZ Group Holdings Ltd.,"16,696","2,94,591",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Aristocrat Leisure Ltd.,"56,714","16,35,099",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,BlueScope Steel Ltd.,"16,151","2,46,598",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Brambles Ltd.,"42,985","4,09,852",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Cochlear Ltd.,"3,026","6,00,506",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Commonwealth Bank of Australia,"7,040","5,36,831",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,CSL Ltd.,"10,109","19,85,180",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Fortescue Ltd.,"88,890","17,17,955",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,GPT Group (The),"1,90,479","5,75,699",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,IDP Education Ltd.,"2,645","33,871",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,IGO Ltd.,"79,249","3,85,246",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Insurance Australia Group Ltd.,"15,146","59,455",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Lottery Corp. Ltd. (The),"1,24,591","4,08,955",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Macquarie Group Ltd.,"35,033","43,22,701",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Medibank Pvt Ltd.,"1,55,181","3,88,517",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Mineral Resources Ltd.,"6,155","2,37,391",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Mirvac Group,"80,833","1,13,603",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,National Australia Bank Ltd.,"1,25,416","26,45,073",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Pilbara Minerals Ltd.,"64,778","1,47,543",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Qantas Airways Ltd.,"2,19,588","7,91,694",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,QBE Insurance Group Ltd.,"43,613","4,49,065",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,REA Group Ltd.,"4,497","5,36,342",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Rio Tinto Ltd.,"3,182","2,73,803",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Stockland,"3,08,911","9,12,248",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Suncorp Group Ltd.,"74,774","6,88,260",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Transurban Group,"60,146","5,28,397",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Vicinity Ltd.,"2,43,440","3,23,144",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Westpac Banking Corp.,"1,02,111","16,01,879",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Australia — 6.9%,Woodside Energy Group Ltd.,"46,789","9,78,649","2,38,28,147",
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Austria — 0.3%,Erste Group Bank AG,"11,862","5,10,996",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Austria — 0.3%,Verbund AG,"7,576","6,16,068","11,27,064",
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Belgium — 1.1%,Ageas SA/NV,"10,096","4,33,846",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Belgium — 1.1%,Anheuser-Busch InBev SA/NV,"25,397","15,70,997",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Belgium — 1.1%,Umicore SA,"78,200","17,78,773",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Belgium — 1.1%,Warehouses De Pauw CVA,"3,450","1,00,937","38,84,553",
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Agnico Eagle Mines Ltd.,"2,053","1,00,905",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Algonquin Power & Utilities Corp.,"35,481","2,10,334",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,ARC Resources Ltd.,"24,797","3,85,110",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Bank of Nova Scotia (The),"94,923","44,38,848",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,BCE Inc.,"25,621","10,33,835",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Brookfield Asset Management Ltd.,"5,344","2,14,881",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,"Brookfield Corp., Class A","30,143","11,96,348",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Canadian Imperial Bank of Commerce,"3,917","1,77,022",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Canadian National Railway Co.,"5,011","6,21,618",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,"CCL Industries Inc., Class B, NVS","3,964","1,69,652",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,CGI Inc.,"16,470","18,44,415",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Constellation Software Inc./Canada,40,"1,10,554",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,"Empire Co. Ltd., Class A, NVS","21,729","5,63,084",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Enbridge Inc.,"87,616","31,11,152",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,First Quantum Minerals Ltd.,"9,849","89,373",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Fortis Inc./Canada,"8,734","3,50,412",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Franco-Nevada Corp.,"26,172","28,31,626",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,iA Financial Corp. Inc.,"1,001","68,051",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,IGM Financial Inc.,"2,153","58,243",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Intact Financial Corp.,817,"1,27,765",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Loblaw Companies Ltd.,"4,338","4,33,494",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Manulife Financial Corp.,"59,842","13,22,849",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Northland Power Inc.,"41,530","7,64,218",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Nutrien Ltd.,"6,735","3,35,836",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Parkland Corp.,"19,449","6,63,706",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Pembina Pipeline Corp.,"2,756","94,931",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Restaurant Brands International Inc.,"36,102","28,18,182",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,"Shopify Inc., Class A","26,754","21,41,793",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Stantec Inc.,509,"40,899",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Sun Life Financial Inc.,"58,343","30,24,228",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,TELUS Corp.,"33,029","5,91,572",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Toronto-Dominion Bank (The),"73,775","44,81,538",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Canada — 10.0%,Wheaton Precious Metals Corp.,766,"35,900","3,44,52,374",
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Denmark — 3.1%,"AP Moller - Maersk A/S, Class B, NVS",37,"68,221",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Denmark — 3.1%,Danske Bank A/S,"73,498","19,73,528",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Denmark — 3.1%,DSV A/S,"4,995","8,93,654",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Denmark — 3.1%,Genmab A/S,182,"50,327",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Denmark — 3.1%,Novo Nordisk A/S,"56,863","64,99,690",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Denmark — 3.1%,"Novozymes A/S, Class B","4,157","2,13,008",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Denmark — 3.1%,Vestas Wind Systems A/S,"35,999","10,14,992","1,07,13,420",
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Finland — 0.9%,Fortum OYJ,"19,246","2,63,096",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Finland — 0.9%,Neste OYJ,"24,646","8,49,659",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Finland — 0.9%,Nordea Bank Abp,"11,115","1,36,963",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Finland — 0.9%,"Stora Enso OYJ, Class R","10,975","1,39,654",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Finland — 0.9%,Wartsila OYJ Abp,"1,22,176","18,02,286","31,91,658",
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Airbus SE,"9,774","15,56,860",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Amundi SA,"13,154","8,89,705",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Arkema SA,"1,557","1,69,453",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,BioMerieux,"5,997","6,45,447",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Bollore SE,"43,730","2,88,838",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Bouygues SA,"8,510","3,11,743",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Capgemini SE,"5,442","12,09,873",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Carrefour SA,"46,998","8,02,364",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Cie. de Saint-Gobain,"9,287","6,56,652",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Dassault Systemes SE,"12,235","6,34,241",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Engie SA,"40,207","6,42,205",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,EssilorLuxottica SA,"6,706","13,14,195",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Gecina SA,670,"73,892",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Hermes International SCA,322,"6,79,310",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Ipsen SA,"3,094","3,56,736",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Kering SA,"1,641","6,74,079",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Klepierre SA,"12,030","3,11,465",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,La Francaise des Jeux SAEM,"2,005","81,270",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Legrand SA,"25,652","24,86,079",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,L’Oreal SA,"6,433","30,78,538",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,LVMH Moet Hennessy Louis Vuitton SE,"7,323","60,93,165",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Publicis Groupe SA,"2,005","2,00,888",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Remy Cointreau SA,423,"42,860",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Renault SA,"7,734","2,91,260",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Safran SA,"5,727","10,69,282",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Sanofi SA,"24,542","24,57,772",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Sartorius Stedim Biotech,572,"1,54,118",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Schneider Electric SE,"28,137","55,27,513",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,SEB SA,"1,164","1,42,136",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Sodexo SA,"8,011","9,03,712",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,TotalEnergies SE,"52,418","34,00,648",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Vinci SA,"1,225","1,54,745",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Vivendi SE,"55,277","6,22,947",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,France — 11.0%,Worldline SA/France (a)(b),"14,207","1,92,057","3,81,16,048",
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,adidas AG,630,"1,18,936",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,"Allianz SE, Registered","9,924","26,51,454",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,BASF SE,"18,204","8,70,224",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,Commerzbank AG,"7,115","81,706",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,Covestro AG (a)(b),"9,853","5,20,292",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,"Deutsche Post AG, Registered","10,012","4,79,516",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,"Deutsche Telekom AG, Registered","1,34,616","33,04,528",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,E.ON SE,"73,504","9,94,456",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,Heidelberg Materials AG,"3,184","2,94,025",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,Henkel AG & Co. KGaA,"1,107","75,708",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,Mercedes-Benz Group AG,"15,179","10,24,776",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,Merck KGaA,"5,085","8,34,324",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,"Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen, Registered","3,636","15,47,914",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,Rational AG,106,"81,428",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,SAP SE,"23,143","40,09,445",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,"Siemens AG, Registered","24,439","43,75,164",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,Siemens Healthineers AG,"21,096","11,74,018",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,"Symrise AG, Class A",377,"38,897",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,Vonovia SE,"5,343","1,66,447",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Germany — 6.6%,Zalando SE (a)(b),"8,157","1,62,868","2,28,06,126",
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Hong Kong — 1.4%,AIA Group Ltd.,"2,29,000","17,95,913",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Hong Kong — 1.4%,BOC Hong Kong Holdings Ltd.,"17,000","40,746",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Hong Kong — 1.4%,Budweiser Brewing Co. APAC Ltd. (b)(c),"3,70,500","5,83,960",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Hong Kong — 1.4%,Hang Lung Properties Ltd.,"1,72,000","1,99,685",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Hong Kong — 1.4%,Hang Seng Bank Ltd.,"40,300","4,19,530",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Hong Kong — 1.4%,Hong Kong Exchanges & Clearing Ltd.,"19,100","5,79,089",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Hong Kong — 1.4%,MTR Corp. Ltd.,"1,81,000","5,88,849",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Hong Kong — 1.4%,Sands China Ltd.,"28,400","74,543",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Hong Kong — 1.4%,Sun Hung Kai Properties Ltd.,"9,000","84,001",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Hong Kong — 1.4%,"Swire Pacific Ltd., Class A","72,500","5,60,935","49,27,251",
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Ireland — 0.7%,Bank of Ireland Group PLC,"28,865","2,65,442",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Ireland — 0.7%,CRH PLC,"25,474","18,07,167",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Ireland — 0.7%,Flutter Entertainment PLC,914,"1,87,604",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Ireland — 0.7%,Smurfit Kappa Group PLC,"7,048","2,62,642","25,22,855",
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Israel — 0.3%,Bank Leumi Le-Israel BM,"26,650","2,02,411",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Israel — 0.3%,CyberArk Software Ltd.,"2,233","5,21,361",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Israel — 0.3%,Nice Ltd.,712,"1,47,727","8,71,499",
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Italy — 1.8%,Enel SpA,"3,72,409","25,41,087",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Italy — 1.8%,FinecoBank Banca Fineco SpA,"48,531","6,99,737",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Italy — 1.8%,Intesa Sanpaolo SpA,"4,91,917","15,15,741",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Italy — 1.8%,Telecom Italia SpA/Milano,"2,76,121","83,225",,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Italy — 1.8%,UniCredit SpA,"45,265","13,25,905","61,65,695",
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,31/01/24,Japan — 20.1%,Advantest Corp.,"48,000","19,10,295",,
