etf_ticker,etf_name,date,sector,security,shares,value,total_value,total+overall_value
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Russia — 3.1%,LUKOIL PJSC,"33,124","23,11,666",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Russia — 3.1%,"LUKOIL PJSC, ADR, NVS","3,732","2,57,508",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Russia — 3.1%,"Novatek PJSC, GDR, NVS","12,936","21,60,312",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Russia — 3.1%,Novolipetsk Steel PJSC,"2,47,940","6,09,821",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Russia — 3.1%,Rosneft Oil Co. PJSC,"2,040","13,196",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Russia — 3.1%,"Rosneft Oil Co. PJSC, GDR, NVS","33,319","2,12,309",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Russia — 3.1%,RusHydro PJSC,"4,67,46,000","4,42,032",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Russia — 3.1%,Sberbank of Russia PJSC,"73,710","1,99,176",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Russia — 3.1%,"Sberbank of Russia PJSC, ADR","1,67,384","18,16,953",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Russia — 3.1%,Tatneft PJSC,"55,860","6,49,466","1,03,38,323",
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,Absa Group Ltd.,"38,220","4,24,036",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,Clicks Group Ltd.,"23,912","3,31,312",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,Exxaro Resources Ltd.,"51,646","5,24,700",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,FirstRand Ltd.,"2,18,834","10,55,989",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,Foschini Group Ltd. (The),"27,538","3,28,154",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,Growthpoint Properties Ltd.,"6,29,944","10,93,816",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,Imperial Holdings Ltd.,"59,486","8,37,118",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,Investec Ltd.,"2,70,676","17,76,702",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,Kumba Iron Ore Ltd.,"43,022","7,78,411",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,Mondi Ltd.,"31,476","8,81,253",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,Mr. Price Group Ltd.,"20,972","3,22,555",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,"Naspers Ltd., Class N","28,028","62,47,453",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,Nedbank Group Ltd.,"16,268","3,08,655",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,NEPI Rockcastle PLC,"70,560","6,74,236",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,Netcare Ltd.,"3,72,204","7,45,615",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,Old Mutual Ltd.,"8,96,504","18,60,164",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,Sanlam Ltd.,"63,210","3,42,297",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,Sasol Ltd.,"9,078","3,56,893",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,Standard Bank Group Ltd.,"1,05,350","13,39,880",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,Vodacom Group Ltd.,"2,18,540","18,85,250",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Africa — 6.8%,Woolworths Holdings Ltd./South Africa,"1,22,402","4,52,974","2,25,67,463",
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,Amorepacific Corp.,"2,156","5,09,390",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,AMOREPACIFIC Group,"6,370","5,51,649",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,BNK Financial Group Inc.,"1,86,629","13,98,271",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,Celltrion Inc.,"3,528","8,55,734",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,CJ CheilJedang Corp.,"2,058","6,33,217",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,DGB Financial Group Inc.,"1,03,096","9,49,319",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,GS Engineering & Construction Corp.,"8,364","3,59,912",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,GS Holdings Corp.,"19,600","9,34,968",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,Hana Financial Group Inc.,"8,526","3,27,054",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,Hankook Tire Co. Ltd.,"19,110","8,00,864",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,Hanwha Chemical Corp.,"22,148","4,02,908",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,Hyundai Marine & Fire Insurance Co. Ltd.,"11,956","3,99,554",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,Hyundai Motor Co.,"3,136","3,52,154",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,Kangwon Land Inc.,"13,622","3,54,271",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,KB Financial Group Inc.,"44,688","20,75,524",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,LG Chem Ltd.,"5,684","18,68,880",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,LG Corp.,"10,290","6,60,949",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,LG Display Co. Ltd.,"58,996","11,26,232",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,LG Electronics Inc.,"19,012","13,11,702",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,LG Household & Health Care Ltd.,"1,078","12,25,055",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,LG Innotek Co. Ltd.,"2,744","3,53,738",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,NAVER Corp.,"1,568","10,59,279",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,NCSoft Corp.,"1,078","3,75,264",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,POSCO,"10,976","32,19,390",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,Samsung Electro-Mechanics Co. Ltd.,"4,802","6,94,535",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,Samsung Electronics Co. Ltd.,"3,06,348","1,33,33,837",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,Samsung Fire & Marine Insurance Co. Ltd.,"2,352","5,59,924",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,Samsung SDI Co. Ltd.,"3,920","8,31,083",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,Shinhan Financial Group Co. Ltd.,"76,636","30,01,688",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,SK Holdings Co. Ltd.,"4,435","10,47,842",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,SK Hynix Inc.,"26,068","19,43,713",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,SK Innovation Co. Ltd.,"4,998","8,66,562",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,SK Telecom Co. Ltd.,"4,606","10,86,174",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,S-Oil Corp.,"4,704","5,04,989",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,South Korea — 0.7%,ViroMed Co. Ltd.,"1,666","3,54,857","4,63,30,482",
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,Acer Inc.,"10,78,000","9,01,989",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,ASE Technology Holding Co. Ltd.,"4,20,186","10,30,116",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,Cathay Financial Holding Co. Ltd.,"9,80,000","16,78,268",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,China Steel Corp.,"5,88,000","4,81,465",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,Chunghwa Telecom Co. Ltd.,"13,72,000","48,46,557",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,Delta Electronics Inc.,"1,20,000","4,80,547",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,E.Sun Financial Holding Co. Ltd.,"40,80,514","30,02,429",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,Eva Airways Corp.,"25,48,441","12,94,341",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,Far Eastern New Century Corp.,"15,68,000","18,25,037",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,Far EasTone Telecommunications Co. Ltd.,"1,96,000","4,67,107",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,Fubon Financial Holding Co. Ltd.,"14,28,000","23,66,440",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,Hiwin Technologies Corp.,"18,496","1,66,804",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,Hotai Motor Co. Ltd.,"1,03,000","8,92,007",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,Inventec Corp.,"12,74,000","11,42,722",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,Lite-On Technology Corp.,"4,88,039","5,87,108",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,Macronix International,"2,99,721","3,22,018",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,MediaTek Inc.,"1,04,000","8,51,571",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,President Chain Store Corp.,"1,96,000","21,37,718",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,Taiwan Semiconductor Manufacturing Co. Ltd.,"20,58,000","1,71,52,792",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,Win Semiconductors Corp.,"98,000","5,31,239",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Taiwan — 13.2%,Wistron Corp.,"18,86,768","13,36,064","4,34,94,339",
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Thailand — 3.5%,"BTS Group Holdings PCL, NVDR","75,06,800","21,21,537",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Thailand — 3.5%,"Central Pattana PCL, NVDR","5,09,600","12,84,510",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Thailand — 3.5%,"Kasikornbank PCL, NVDR","2,64,600","17,05,793",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Thailand — 3.5%,"Minor International PCL, NVDR","14,50,400","17,50,406",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Thailand — 3.5%,"PTT Exploration & Production PCL, NVDR","1,76,400","7,68,011",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Thailand — 3.5%,"PTT PCL, NVDR","7,09,500","11,38,062",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Thailand — 3.5%,"Siam Cement PCL (The),NVDR","1,47,000","20,30,064",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Thailand — 3.5%,"Siam Commercial Bank PCL (The), NVDR","1,56,800","7,09,025","1,15,07,408",
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Turkey — 0.4%,Anadolu Efes Biracilik Ve Malt Sanayii AS,"88,788","2,80,218",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Turkey — 0.4%,Arcelik AS,"3,00,762","6,02,682",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,Turkey — 0.4%,Coca-Cola Icecek AS,"95,452","4,11,659","12,94,559",
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,United Arab Emirates — 0.6%,Abu Dhabi Commercial Bank PJSC,"5,95,350","11,50,779",,
ESGE,iShares MSCI Emerging Markets ESG Optimized ETF,31/08/18,United Arab Emirates — 0.6%,First Abu Dhabi Bank PJSC,"1,79,340","7,22,604","18,73,383",317933179
