etf_ticker,etf_name,date,sector,security,shares,value,total_value,
ICLN,iShares Global Clean Energy ETF,30/04/21,China — 5.7%,"Daqo New Energy Corp., ADR","8,04,749","6,47,74,247",,
ICLN,iShares Global Clean Energy ETF,30/04/21,China — 5.7%,Flat Glass Group Co. Ltd.,"52,78,000","1,63,09,315",,
ICLN,iShares Global Clean Energy ETF,30/04/21,China — 5.7%,GCL New Energy Holdings Ltd.,"9,05,14,000","26,68,740",,
ICLN,iShares Global Clean Energy ETF,30/04/21,China — 5.7%,"JinkoSolar Holding Co. Ltd., ADR","6,22,389","2,30,03,497",,
ICLN,iShares Global Clean Energy ETF,30/04/21,China — 5.7%,"Xinjiang Goldwind Science & Technology Co. Ltd., Class H","1,27,66,400","2,10,39,407",,
ICLN,iShares Global Clean Energy ETF,30/04/21,China — 5.7%,Xinyi Energy Holdings Ltd.,"3,06,12,000","1,49,37,778",,
ICLN,iShares Global Clean Energy ETF,30/04/21,China — 5.7%,Xinyi Solar Holdings Ltd.,"6,99,64,000","11,71,04,360","33,49,63,966",
ICLN,iShares Global Clean Energy ETF,30/04/21,Denmark — 14.7%,Orsted A/S,"24,51,341","35,80,00,186",,
ICLN,iShares Global Clean Energy ETF,30/04/21,Denmark — 14.7%,Vestas Wind Systems A/S,"1,19,81,436","50,07,74,045","85,87,74,231",
ICLN,iShares Global Clean Energy ETF,30/04/21,France — 1.0%,Albioma SA,"3,18,996","1,44,38,674",,
ICLN,iShares Global Clean Energy ETF,30/04/21,France — 1.0%,McPhy Energy SA,"3,73,694","1,35,67,558",,
ICLN,iShares Global Clean Energy ETF,30/04/21,France — 1.0%,Neoen SA,"7,07,365","3,24,09,070","6,04,15,302",
ICLN,iShares Global Clean Energy ETF,30/04/21,Germany — 1.7%,Encavis AG,"14,98,268","2,88,75,868",,
ICLN,iShares Global Clean Energy ETF,30/04/21,Germany — 1.7%,Nordex SE,"13,02,239","3,77,17,295",,
ICLN,iShares Global Clean Energy ETF,30/04/21,Germany — 1.7%,SMA Solar Technology AG,"2,75,701","1,57,64,717",,
ICLN,iShares Global Clean Energy ETF,30/04/21,Germany — 1.7%,VERBIO Vereinigte BioEnergie AG,"2,90,755","1,46,72,452","9,70,30,332",
ICLN,iShares Global Clean Energy ETF,30/04/21,India — 0.1%,Azure Power Global Ltd.,"2,71,885","63,32,202","63,32,202",
ICLN,iShares Global Clean Energy ETF,30/04/21,Israel — 0.5%,Energix-Renewable Energies Ltd.,"36,76,841","1,44,99,451",,
ICLN,iShares Global Clean Energy ETF,30/04/21,Israel — 0.5%,Enlight Renewable Energy Ltd.,"84,15,990","1,76,44,945","3,21,44,396",
ICLN,iShares Global Clean Energy ETF,30/04/21,Italy — 4.8%,Enel SpA,"2,47,47,385","24,62,81,320",,
ICLN,iShares Global Clean Energy ETF,30/04/21,Italy — 4.8%,ERG SpA,"6,88,678","2,06,09,695",,
ICLN,iShares Global Clean Energy ETF,30/04/21,Italy — 4.8%,Falck Renewables SpA,"19,33,217","1,41,49,412","28,10,40,427",
ICLN,iShares Global Clean Energy ETF,30/04/21,Japan — 0.3%,RENOVA Inc.,"6,15,200","1,93,89,452","1,93,89,452",
ICLN,iShares Global Clean Energy ETF,30/04/21,New Zealand — 1.4%,Contact Energy Ltd.,"73,20,662","3,96,04,422",,
ICLN,iShares Global Clean Energy ETF,30/04/21,New Zealand — 1.4%,Meridian Energy Ltd.,"1,04,93,835","4,01,31,317","7,97,35,739",
ICLN,iShares Global Clean Energy ETF,30/04/21,Norway — 1.5%,NEL ASA,"1,30,57,924","3,80,03,491",,
ICLN,iShares Global Clean Energy ETF,30/04/21,Norway — 1.5%,Scatec ASA,"19,45,426","5,25,68,322","9,05,71,813",
ICLN,iShares Global Clean Energy ETF,30/04/21,Portugal — 4.2%,EDP - Energias de Portugal SA,"2,91,29,250","16,20,74,043",,
ICLN,iShares Global Clean Energy ETF,30/04/21,Portugal — 4.2%,EDP Renovaveis SA,"35,69,340","8,51,61,988","24,72,36,031",
ICLN,iShares Global Clean Energy ETF,30/04/21,Singapore — 0.1%,Maxeon Solar Technologies Ltd.,"2,07,447","37,34,046","37,34,046",
ICLN,iShares Global Clean Energy ETF,30/04/21,South Korea — 2.0%,CS Wind Corp.,"2,31,165","1,60,01,892",,
ICLN,iShares Global Clean Energy ETF,30/04/21,South Korea — 2.0%,Doosan Fuel Cell Co. Ltd.,"12,29,101","4,98,33,645",,
ICLN,iShares Global Clean Energy ETF,30/04/21,South Korea — 2.0%,Hanwha Solutions Corp.,"9,97,833","4,13,09,129",,
ICLN,iShares Global Clean Energy ETF,30/04/21,South Korea — 2.0%,Hyundai Energy Solutions Co. Ltd.,"69,305","21,12,141",,
ICLN,iShares Global Clean Energy ETF,30/04/21,South Korea — 2.0%,Unison Co. Ltd.,"17,27,733","63,60,468","11,56,17,275",
ICLN,iShares Global Clean Energy ETF,30/04/21,Spain — 7.1%,Audax Renovables SA,"8,09,399","19,13,632",,
ICLN,iShares Global Clean Energy ETF,30/04/21,Spain — 7.1%,Iberdrola SA,"1,91,33,330","25,87,72,344",,
ICLN,iShares Global Clean Energy ETF,30/04/21,Spain — 7.1%,Siemens Gamesa Renewable Energy SA,"37,18,889","13,47,51,601",,
ICLN,iShares Global Clean Energy ETF,30/04/21,Spain — 7.1%,Solaria Energia y Medio Ambiente SA,"11,36,480","2,33,32,847","41,87,70,424",
ICLN,iShares Global Clean Energy ETF,30/04/21,Sweden — 0.5%,"Eolus Vind AB, Class B","3,36,120","84,62,874",,
ICLN,iShares Global Clean Energy ETF,30/04/21,Sweden — 0.5%,PowerCell Sweden AB,"6,94,917","1,80,80,211","2,65,43,085",
ICLN,iShares Global Clean Energy ETF,30/04/21,Switzerland — 2.2%,Meyer Burger Technology AG,"3,65,88,268","1,70,81,612",,
ICLN,iShares Global Clean Energy ETF,30/04/21,Switzerland — 2.2%,Siemens Energy AG,"33,06,091","11,06,40,421","12,77,22,033",
ICLN,iShares Global Clean Energy ETF,30/04/21,United Kingdom — 3.9%,Atlantica Sustainable Infrastructure PLC,"9,86,922","3,80,45,843",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United Kingdom — 3.9%,Drax Group PLC,"29,56,008","1,67,22,947",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United Kingdom — 3.9%,SSE PLC,"86,71,603","17,62,52,093","23,10,20,883",
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,ALLETE Inc.,"4,29,888","3,02,46,920",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,Avista Corp.,"4,66,077","2,14,48,864",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,"Bloom Energy Corp., Class A","19,98,914","5,19,11,797",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,Enphase Energy Inc.,"21,34,614","29,72,45,000",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,First Solar Inc.,"14,02,740","10,73,51,692",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,FuelCell Energy Inc.,"53,36,396","5,18,16,405",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,Hawaiian Electric Industries Inc.,"9,01,896","3,88,35,642",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,IDACORP Inc.,"6,26,385","6,41,91,935",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,NextEra Energy Inc.,"32,67,083","25,32,31,603",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,Ormat Technologies Inc.,"7,41,286","5,36,69,106",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,PG&E Corp.,"1,23,13,556","13,93,89,454",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,Plug Power Inc.,"83,14,030","23,70,32,995",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,Renewable Energy Group Inc.,"7,34,210","4,07,63,339",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,"Shoals Technologies Group Inc., Class A","13,16,348","4,22,15,280",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,SolarEdge Technologies Inc.,"8,53,412","22,49,08,199",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,Sunnova Energy International Inc.,"10,38,101","3,66,65,727",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,SunPower Corp.,"13,24,393","3,40,23,656",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,Sunrun Inc.,"26,47,853","12,97,44,797",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,TPI Composites Inc.,"5,38,214","2,86,06,074",,
ICLN,iShares Global Clean Energy ETF,30/04/21,United States — 36.7%,Xcel Energy Inc.,"37,14,090","26,48,14,617","2,14,81,13,102","5,75,05,60,514"
ICLN,iShares Global Clean Energy ETF,30/04/21,BRAZIL — 0.7%,"Cia. Energetica de Minas Gerais, Preference Shares, ADR, NVS(a)","1,67,43,349","4,16,90,939","4,16,90,939","4,16,90,939"
ICLN,iShares Global Clean Energy ETF,30/04/21,MONEY MARKET FUNDS — 8.2%,"BlackRock Cash Funds: Institutional, SL Agency Shares, 0.08%(c)(e)(f)","43,65,31,626","43,67,49,892",,
ICLN,iShares Global Clean Energy ETF,30/04/21,MONEY MARKET FUNDS — 8.2%,"BlackRock Cash Funds: Treasury, SL Agency Shares, 0.00%(c)(e)","4,38,10,000","4,38,10,000","48,05,59,892","48,05,59,892"
