ETF Ticker,ETF Name,Holding Name,Screen Category,company_ticker,name_normalized,clean200,deforestation,fossil fuel,prison,tobacco,weapons
ESGD,iShares ESG Aware MSCI EAFE ETF,ASICS Corp,Deforestation,7936,ASICS CORP,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Air Liquide SA,Clean200,AI.VI,AIR LIQUIDE SA,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Airbus SE,Prison; Weapons,AIR.PA,AIRBUS SE,0,0,0,1,0,1
ESGD,iShares ESG Aware MSCI EAFE ETF,Alstom SA,Clean200,ALO,ALSTOM SA,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Anglo American PLC,Fossil Fuel,AAL,ANGLO AMERICAN PLC,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Astellas Pharma Inc,Clean200,4503,ASTELLAS PHARMA INC,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,AstraZeneca PLC,Clean200,AZN,ASTRAZENECA PLC,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,BAE Systems PLC,Weapons,BA.,BAE SYSTEMS PLC,0,0,0,0,0,1
ESGD,iShares ESG Aware MSCI EAFE ETF,BHP Group Ltd,Fossil Fuel,BHP,BHP GROUP LTD,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,BNP Paribas,Deforestation,BNP.PA,BNP PARIBAS,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,BP PLC,Fossil Fuel,BP.,BP PLC,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Banco Bilbao Vizcaya (BBVA),Deforestation,BANCO10,BANCO BILBAO VIZCAYA (BBVA),0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Barclays PLC,Deforestation,BARC,BARCLAYS PLC,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Basf SE,Deforestation,BASFY,BASF SE,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Bayerische Motoren Werke AG,Clean200,BAMXF,BAYERISCHE MOTOREN WERKE AG,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Bayerische Motoren Werke AG Participating Preferred,Clean200,BAYER2,BAYERISCHE MOTOREN WERKE AG PARTICIPATING PREFERRED,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Brambles Ltd,Clean200,BXB,BRAMBLES LTD,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Bridgestone Corp,Clean200,5108,BRIDGESTONE CORP,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,CapitaLand Investment Ltd,Clean200,9CI,CAPITALAND INVESTMENT LTD,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Commerzbank AG,Deforestation,CBK,COMMERZBANK AG,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Commonwealth Bank of Australia,Deforestation,CBA,COMMONWEALTH BANK OF AUSTRALIA,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Compagnie de Saint-Gobain SA,Deforestation,GOB.SG,COMPAGNIE DE SAINT-GOBAIN SA,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Compass Group PLC,Deforestation,CPG,COMPASS GROUP PLC,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,DBS Group Holdings Ltd,Deforestation,D05,DBS GROUP HOLDINGS LTD,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,DCC PLC,Fossil Fuel,DCC,DCC PLC,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Daikin Industries Ltd,Weapons,6367,DAIKIN INDUSTRIES LTD,0,0,0,0,0,1
ESGD,iShares ESG Aware MSCI EAFE ETF,Daiwa House Industry Co Ltd,Deforestation,1925.T,DAIWA HOUSE INDUSTRY CO LTD,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Danone SA,Deforestation,BN,DANONE SA,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Dassault Systemes SE,Clean200,DSYP.XD,DASSAULT SYSTEMES SE,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Deutsche Bank AG,Deforestation,DBK,DEUTSCHE BANK AG,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Deutsche Telekom AG,Clean200,DTEGY,DEUTSCHE TELEKOM AG,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,E.ON SE,Fossil Fuel,EONGY,E.ON SE,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,EDP - Energias De Portugal SA,Fossil Fuel,EDP.SG,EDP - ENERGIAS DE PORTUGAL SA,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,ENEOS Holdings Inc,Fossil Fuel,5020,ENEOS HOLDINGS INC,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,EQT AB,Fossil Fuel,EQT.ST,EQT AB,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Eisai Co Ltd,Clean200,4523.T,EISAI CO LTD,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Elbit Systems Ltd,Prison; Weapons,ESLT,ELBIT SYSTEMS LTD,0,0,0,1,0,1
ESGD,iShares ESG Aware MSCI EAFE ETF,Endesa SA,Fossil Fuel,ELE,ENDESA SA,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Enel SpA,Fossil Fuel,ENLD.XD,ENEL SPA,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Engie SA,Fossil Fuel,ENGI,ENGIE SA,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Equinor ASA,Fossil Fuel,EQNR,EQUINOR ASA,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Essity AB Class B,Clean200; Deforestation,ESSIT2,ESSITY AB CLASS B,1,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Fast Retailing Co Ltd,Deforestation,9983.T,FAST RETAILING CO LTD,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Fortescue Ltd,Fossil Fuel,FMG,FORTESCUE LTD,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Fujitsu Ltd,Weapons,6702,FUJITSU LTD,0,0,0,0,0,1
ESGD,iShares ESG Aware MSCI EAFE ETF,GSK PLC,Clean200,GSK,GSK PLC,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Galp Energia SGPS SA,Fossil Fuel,GALPU.XD,GALP ENERGIA SGPS SA,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,HSBC Holdings PLC,Deforestation; Prison,HSBA,HSBC HOLDINGS PLC,0,1,0,1,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Henkel AG & Co KGaA,Clean200; Deforestation,HENOY,HENKEL AG & CO KGAA,1,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Honda Motor Co Ltd,Prison,HMC,HONDA MOTOR CO LTD,0,0,0,1,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Hong Kong and China Gas Co Ltd,Fossil Fuel,HCG.MU,HONG KONG AND CHINA GAS CO LTD,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,IHI Corp,Weapons,7013,IHI CORP,0,0,0,0,0,1
ESGD,iShares ESG Aware MSCI EAFE ETF,ING Groep NV,Deforestation,INGA,ING GROEP NV,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,ITOCHU Corp,Deforestation; Fossil Fuel,8001,ITOCHU CORP,0,1,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Iberdrola SA,Clean200,IBE,IBERDROLA SA,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Idemitsu Kosan Co Ltd,Fossil Fuel,I7B.SG,IDEMITSU KOSAN CO LTD,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Industria De Diseno Textil SA Share From Split,Clean200,INDUS9,INDUSTRIA DE DISENO TEXTIL SA SHARE FROM SPLIT,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Inpex Corp,Fossil Fuel,1605,INPEX CORP,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Kao Corp,Deforestation,4452,KAO CORP,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Keppel Ltd,Fossil Fuel,BN4,KEPPEL LTD,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Kering SA,Clean200; Deforestation,KER,KERING SA,1,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Kingfisher PLC,Deforestation,KGF,KINGFISHER PLC,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Komatsu Ltd,Weapons,6301,KOMATSU LTD,0,0,0,0,0,1
ESGD,iShares ESG Aware MSCI EAFE ETF,Kongsberg Gruppen ASA,Weapons,KOGO.XD,KONGSBERG GRUPPEN ASA,0,0,0,0,0,1
ESGD,iShares ESG Aware MSCI EAFE ETF,Koninklijke Ahold Delhaize NV,Deforestation,AD,KONINKLIJKE AHOLD DELHAIZE NV,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,LVMH,Deforestation,MC,LVMH,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Leonardo SpA,Weapons,FINMF,LEONARDO SPA,0,0,0,0,0,1
ESGD,iShares ESG Aware MSCI EAFE ETF,L’Oreal SA,Deforestation,ORP.XC,L’OREAL SA,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,MTU Aero Engines AG,Weapons,MTUAY,MTU AERO ENGINES AG,0,0,0,0,0,1
ESGD,iShares ESG Aware MSCI EAFE ETF,Macquarie Group Ltd,Fossil Fuel,4M4.SG,MACQUARIE GROUP LTD,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Marks & Spencer Group PLC,Deforestation,MAKSY,MARKS & SPENCER GROUP PLC,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Marubeni Corp,Deforestation; Fossil Fuel,8002,MARUBENI CORP,0,1,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Mercedes-Benz Group AG,Clean200,MBG.SG,MERCEDES-BENZ GROUP AG,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Mitsubishi Corp,Deforestation; Fossil Fuel,8058,MITSUBISHI CORP,0,1,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Mitsubishi Electric Corp,Weapons,6503,MITSUBISHI ELECTRIC CORP,0,0,0,0,0,1
ESGD,iShares ESG Aware MSCI EAFE ETF,Mitsubishi Heavy Industries Ltd,Fossil Fuel; Weapons,7011,MITSUBISHI HEAVY INDUSTRIES LTD,0,0,1,0,0,1
ESGD,iShares ESG Aware MSCI EAFE ETF,Mitsubishi UFJ Financial Group,Deforestation,MUFG,MITSUBISHI UFJ FINANCIAL GROUP,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Mizuho FG,Deforestation,MIZUH,MIZUHO FG,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Mondi PLC,Deforestation,MNDI,MONDI PLC,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,NEC Corp,Prison; Weapons,6701,NEC CORP,0,0,0,1,0,1
ESGD,iShares ESG Aware MSCI EAFE ETF,NICE Ltd,Prison,NICE,NICE LTD,0,0,0,1,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,NatWest Group PLC,Deforestation,NWG,NATWEST GROUP PLC,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,National Australia Bank Ltd,Deforestation,NAB,NATIONAL AUSTRALIA BANK LTD,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,National Grid PLC,Fossil Fuel,NG.,NATIONAL GRID PLC,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Neste OYJ,Deforestation; Fossil Fuel,NTOIY,NESTE OYJ,0,1,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Nestlé SA,Deforestation,NESNN.MX,NESTLÉ SA,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Nokia Oyj,Clean200,0K8D.L,NOKIA OYJ,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,OCBC,Deforestation,O39.SI,OCBC,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,OMV AG,Fossil Fuel,OMV,OMV AG,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Orkla ASA,Deforestation,ORKLY,ORKLA ASA,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Orsted AS,Clean200,ORSTED.CO,ORSTED AS,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Panasonic Holdings Corp,Clean200,6752,PANASONIC HOLDINGS CORP,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Pandora AS,Clean200,PNDORA.CO,PANDORA AS,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Pearson PLC,Deforestation,PSON,PEARSON PLC,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Prysmian SpA,Clean200,PRYM.XD,PRYSMIAN SPA,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,RELX PLC,Deforestation; Prison,REL,RELX PLC,0,1,0,1,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Reckitt Benckiser Group PLC,Deforestation,RKT,RECKITT BENCKISER GROUP PLC,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Repsol SA,Fossil Fuel,REP,REPSOL SA,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Rheinmetall AG,Weapons,RHM,RHEINMETALL AG,0,0,0,0,0,1
ESGD,iShares ESG Aware MSCI EAFE ETF,Ricoh Co Ltd,Clean200,RIC1.SG,RICOH CO LTD,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Rio Tinto PLC Ordinary Shares,Clean200,RIOTI,RIO TINTO PLC ORDINARY SHARES,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Rolls-Royce Holdings PLC,Weapons,RR.,ROLLS-ROYCE HOLDINGS PLC,0,0,0,0,0,1
ESGD,iShares ESG Aware MSCI EAFE ETF,SAP SE,Clean200,SAP,SAP SE,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,SSE PLC,Fossil Fuel,SSE,SSE PLC,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Saab AB Class B,Weapons,SAABA,SAAB AB CLASS B,0,0,0,0,0,1
ESGD,iShares ESG Aware MSCI EAFE ETF,Safran SA,Weapons,SAF,SAFRAN SA,0,0,0,0,0,1
ESGD,iShares ESG Aware MSCI EAFE ETF,Sainsbury PLC,Deforestation,JSNSF,SAINSBURY PLC,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Sanofi SA,Clean200,SAN,SANOFI SA,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Schneider Electric SE,Clean200,SU.PA,SCHNEIDER ELECTRIC SE,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Sekisui House Ltd,Deforestation,1928,SEKISUI HOUSE LTD,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Seven & i Holdings Co Ltd,Deforestation,3382.T,SEVEN & I HOLDINGS CO LTD,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Shell PLC,Deforestation; Fossil Fuel,SHEL,SHELL PLC,0,1,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Siemens AG,Fossil Fuel,SIEGY,SIEMENS AG,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Siemens Energy AG,Fossil Fuel,SMNEY,SIEMENS ENERGY AG,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Smiths Group PLC,Prison; Weapons,SMIN,SMITHS GROUP PLC,0,0,0,1,0,1
ESGD,iShares ESG Aware MSCI EAFE ETF,SoftBank Group Corp,Clean200,9984,SOFTBANK GROUP CORP,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Sony Group Corp,Tobacco,6758,SONY GROUP CORP,0,0,0,0,1,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Standard Chartered PLC,Deforestation,STAN,STANDARD CHARTERED PLC,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Stora Enso Oyj Class R,Deforestation,STORA,STORA ENSO OYJ CLASS R,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Sumitomo Mitsui FG,Deforestation,SUMIT2,SUMITOMO MITSUI FG,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Tesco PLC,Deforestation,TSCO,TESCO PLC,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Tokyo Gas Co Ltd,Fossil Fuel,TKGSF,TOKYO GAS CO LTD,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,TotalEnergies SE,Fossil Fuel,TTE,TOTALENERGIES SE,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,UOB,Deforestation,U11.SI,UOB,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,UPM-Kymmene Oyj,Deforestation,UPMH.XD,UPM-KYMMENE OYJ,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Unilever PLC,Deforestation,ULVR,UNILEVER PLC,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Verbund AG Class A,Clean200,VERBU,VERBUND AG CLASS A,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Vestas Wind Systems AS,Clean200,VWS.CO,VESTAS WIND SYSTEMS AS,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Vinci SA,Clean200,DG,VINCI SA,1,0,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Wartsila Corp,Weapons,WRTBY,WARTSILA CORP,0,0,0,0,0,1
ESGD,iShares ESG Aware MSCI EAFE ETF,Westpac Banking Corp,Deforestation,WBC.F,WESTPAC BANKING CORP,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Wilmar International Ltd,Deforestation,F34,WILMAR INTERNATIONAL LTD,0,1,0,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Woodside Energy Group Ltd,Fossil Fuel,WDS,WOODSIDE ENERGY GROUP LTD,0,0,1,0,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,Yamaha Motor Co Ltd,Prison,7272.T,YAMAHA MOTOR CO LTD,0,0,0,1,0,0
ESGD,iShares ESG Aware MSCI EAFE ETF,adidas AG,Clean200; Deforestation,ADID.BD,ADIDAS AG,1,1,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,ACWA Power Co,Fossil Fuel,2082,ACWA POWER CO,0,0,1,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Acer Inc,Clean200,2353.TW,ACER INC,1,0,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Aselsan Elektronik Sanayi Ve Ticaret AS,Weapons,ASELS,ASELSAN ELEKTRONIK SANAYI VE TICARET AS,0,0,0,0,0,1
ESGE,iShares ESG Aware MSCI EM ETF,Asustek Computer Inc,Clean200,2357,ASUSTEK COMPUTER INC,1,0,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Bank Of China Ltd Class A,Deforestation,BANKO6,BANK OF CHINA LTD CLASS A,0,1,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Bank Of China Ltd Class H,Deforestation,BANKO5,BANK OF CHINA LTD CLASS H,0,1,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Bharti Airtel Ltd,Clean200,BHARTIARTL,BHARTI AIRTEL LTD,1,0,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,CIMB Group Holdings Bhd,Deforestation,CIMBG,CIMB GROUP HOLDINGS BHD,0,1,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,CJ CheilJedang Corp,Deforestation,97950,CJ CHEILJEDANG CORP,0,1,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,China Mengniu Dairy Co Ltd,Deforestation,EZQ.SG,CHINA MENGNIU DAIRY CO LTD,0,1,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,China Resources Gas Group Ltd,Fossil Fuel,1193,CHINA RESOURCES GAS GROUP LTD,0,0,1,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Contemporary Amperex Technology Co Ltd Class A,Clean200,CONTE,CONTEMPORARY AMPEREX TECHNOLOGY CO LTD CLASS A,1,0,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Delta Electronics (Thailand) PCL NVDR,Clean200,DELTA2,DELTA ELECTRONICS (THAILAND) PCL NVDR,1,0,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Doosan Enerbility Co Ltd,Fossil Fuel; Weapons,034020.KS,DOOSAN ENERBILITY CO LTD,0,0,1,0,0,1
ESGE,iShares ESG Aware MSCI EM ETF,ENGIE Brasil Energia SA,Clean200,EGIE3,ENGIE BRASIL ENERGIA SA,1,0,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,ENN Energy Holdings Ltd,Fossil Fuel,2688,ENN ENERGY HOLDINGS LTD,0,0,1,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Embraer SA,Weapons,EMBR3,EMBRAER SA,0,0,0,0,0,1
ESGE,iShares ESG Aware MSCI EM ETF,Emirates Telecommunications Group Co PJSC,Clean200,EMIRA3,EMIRATES TELECOMMUNICATIONS GROUP CO PJSC,1,0,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Enel Americas SA,Clean200,ENELAM,ENEL AMERICAS SA,1,0,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Enel Chile SA,Fossil Fuel,ENELCHILE,ENEL CHILE SA,0,0,1,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Etihad Etisalat Co JSC,Clean200,ETIHA,ETIHAD ETISALAT CO JSC,1,0,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Geely Automobile Holdings Ltd,Clean200,175,GEELY AUTOMOBILE HOLDINGS LTD,1,0,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Grupo Bimbo SAB de CV Class A,Deforestation,GRUPO9,GRUPO BIMBO SAB DE CV CLASS A,0,1,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Hanwha Systems Co Ltd Ordinary Shares,Weapons,HANWH4,HANWHA SYSTEMS CO LTD ORDINARY SHARES,0,0,0,0,0,1
ESGE,iShares ESG Aware MSCI EM ETF,Hindalco Industries Ltd,Fossil Fuel,HINDALCO,HINDALCO INDUSTRIES LTD,0,0,1,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Hindustan Unilever Ltd,Deforestation,HINDUNILVR,HINDUSTAN UNILEVER LTD,0,1,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Hyundai Rotem Co,Weapons,064350.KS,HYUNDAI ROTEM CO,0,0,0,0,0,1
ESGE,iShares ESG Aware MSCI EM ETF,Indian Hotels Co Ltd,Weapons,INDHOTEL.NS,INDIAN HOTELS CO LTD,0,0,0,0,0,1
ESGE,iShares ESG Aware MSCI EM ETF,Industrial & Commercial Bank of China Ltd Class H,Deforestation,INDUS10,INDUSTRIAL & COMMERCIAL BANK OF CHINA LTD CLASS H,0,1,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Inner Mongolia Yili Industrial Group Co Ltd Class A,Deforestation,INNER2,INNER MONGOLIA YILI INDUSTRIAL GROUP CO LTD CLASS A,0,1,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Kuala Lumpur Kepong Bhd,Deforestation,KUALA,KUALA LUMPUR KEPONG BHD,0,1,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,LG Chem Ltd,Clean200,51910,LG CHEM LTD,1,0,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Lenovo Group Ltd,Clean200,992,LENOVO GROUP LTD,1,0,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Li Auto Inc Ordinary Shares - Class A,Clean200,LIAUT3,LI AUTO INC ORDINARY SHARES - CLASS A,1,0,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,MOL Hungarian Oil & Gas PLC,Fossil Fuel,MOLT.XD,MOL HUNGARIAN OIL & GAS PLC,0,0,1,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Malayan Banking Bhd,Deforestation,MALAY,MALAYAN BANKING BHD,0,1,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,NIO Inc Class A,Clean200,NIOIN4,NIO INC CLASS A,1,0,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Orlen SA,Fossil Fuel,PKN,ORLEN SA,0,0,1,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,POSCO Holdings Inc,Deforestation; Fossil Fuel,PKX,POSCO HOLDINGS INC,0,1,1,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,PT Bank Rakyat Indonesia (Persero) Tbk,Deforestation,BBRI.JK,PT BANK RAKYAT INDONESIA (PERSERO) TBK,0,1,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,PT Telkom Indonesia (Persero) Tbk,Clean200,PTI.DU,PT TELKOM INDONESIA (PERSERO) TBK,1,0,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,PTT PCL Depository Receipt,Fossil Fuel,PTTPC2,PTT PCL DEPOSITORY RECEIPT,0,0,1,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,PTT PCL Units Non-Voting Depository Receipt,Deforestation,PTTPC,PTT PCL UNITS NON-VOTING DEPOSITORY RECEIPT,0,1,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Petrobras (Petroleo Brasileiro SA),Fossil Fuel,PETRO4,PETROBRAS (PETROLEO BRASILEIRO SA),0,0,1,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Petronas Dagangan Bhd,Fossil Fuel,PETRO,PETRONAS DAGANGAN BHD,0,0,1,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Press Metal Aluminium Holdings Bhd,Fossil Fuel,PRESS,PRESS METAL ALUMINIUM HOLDINGS BHD,0,0,1,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Public Bank Bhd,Deforestation,PUBLI,PUBLIC BANK BHD,0,1,0,0,0,0
ESGE,iShares ESG Aware MSCI EM ETF,Reliance Industries Ltd,Fossil Fuel,RELIANCE,RELIANCE INDUSTRIES LTD,0,0,1,0,0,0
