etf_ticker,etf_name,date,sector,security,shares,value,total_value,total_overall_value,company_ticker,name_normalized
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Australia — 1.8%,Rio Tinto PLC,"13,516","8,15,954",,,RIO,RIO TINTO
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Australia — 1.8%,Scentre Group,"1,08,624","2,22,597",,,SCG,SCENTRE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Australia — 1.8%,Sonic Healthcare Ltd.,"10,416","2,50,833",,,SHL,SONIC HEALTHCARE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Australia — 1.8%,Stockland,"86,428","2,34,193",,,STKAF,STOCKLAND
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Australia — 1.8%,Suncorp Group Ltd.,"24,056","1,89,977",,,SUN,SUNCORP
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Australia — 1.8%,Telstra Corp. Ltd.,"1,09,368","2,98,904",,,TLS,TELSTRA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Australia — 1.8%,Transurban Group,"62,000","6,33,745",,,TU9.SG,TRANSURBAN
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Australia — 1.8%,Treasury Wine Estates Ltd.,"32,240","2,77,910",,,TSRYY,TREASURY WINE ESTATES
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Australia — 1.8%,Vicinity Centres,"98,580","1,44,242",,,VCX,VICINITY CENTRES
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Australia — 1.8%,Wesfarmers Ltd.,"19,468","6,37,879",,,WES,WESFARMERS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Australia — 1.8%,Westpac Banking Corp.,"55,676","8,43,109",,,WBC,WESTPAC BANKING
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Australia — 1.8%,Woolworths Group Ltd.,"15,996","4,20,840","1,66,51,323",,WOW,WOOLWORTHS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Austria — 0.0%,Erste Group Bank AG,"14,508","3,67,817","3,67,817",,EBS,ERSTE BANK
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Belgium — 0.2%,Anheuser-Busch InBev SA/NV,"15,624","8,36,943",,,ABI,ANHEUSER BUSCH INBEV
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Belgium — 0.2%,Elia Group SA/NV,"2,392","3,63,134",,,ELI,ELIA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Belgium — 0.2%,Proximus SADP,"12,896","1,78,700",,,PROXB.XC,PROXIMUS SADP
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Belgium — 0.2%,Umicore SA,"7,440","2,69,494","16,48,271",,UMI.BR,UMICORE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Brazil — 0.4%,Ambev SA,"99,216","2,86,290",,,ABEVN.MX,AMBEV
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Brazil — 0.4%,"B3 SA - Brasil, Bolsa, Balcao","1,30,200","2,79,067",,,B3SA3,B3 BRASIL BOLSA BALCAO
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Brazil — 0.4%,Banco Bradesco SA,"67,528","1,88,850",,,BBDC3,BANCO BRADESCO
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Brazil — 0.4%,Banco BTG Pactual SA,"48,856","2,12,738",,,BPA11.BA,BANCO BTG PACTUAL
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Brazil — 0.4%,Banco do Brasil SA,"32,612","2,26,716",,,BBAS3,BANCO DO BRASIL
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Brazil — 0.4%,Cia. Siderurgica Nacional SA,"71,176","2,02,354",,,ZZ_CSN,CIA SIDERURGICA NACIONAL
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Brazil — 0.4%,Hapvida Participacoes e Investimentos SA,"44,856","53,403",,,ZZ_HPEI,HAPVIDA PARTICIPACOES E INVESTIMENTOS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Brazil — 0.4%,Localiza Rent a Car SA,"25,296","2,81,653",,,RENT3,LOCALIZA RENT A CAR
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Brazil — 0.4%,Petro Rio SA,"44,392","2,07,799",,,ZZ_PE6A2,PETRO RIO
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Brazil — 0.4%,Telefonica Brasil SA,"19,344","1,66,743",,,VIVT3,TELEFONICA BRASIL
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Brazil — 0.4%,Vale SA,"93,992","12,67,069",,,CVLB.MU,VALE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Brazil — 0.4%,WEG SA,"15,872","86,015","34,58,697",,WEGZY,WEG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Agnico Eagle Mines Ltd.,"12,524","5,38,496",,,AEM,AGNICO EAGLE MINES
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Alimentation Couche-Tard Inc.,"15,624","6,98,020",,,ATD,ALIMENTATION COUCHE TARD
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,AltaGas Ltd.,"69,688","15,52,613",,,ALA.TO,ALTAGAS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Bank of Montreal,"9,300","9,27,131",,,BMO,BANK OF MONTREAL
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Bank of Nova Scotia (The),"20,212","12,31,298",,,BKN.F,BANK OF NOVA SCOTIA THE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,BCE Inc.,"7,936","4,00,968",,,BCE,BCE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,"Brookfield Asset Management Inc., Class A","23,188","11,50,572",,,BAM,BROOKFIELD ASSET MANAGEMENT
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,"Brookfield Renewable Corp., Class A","9,796","3,83,257",,,BEPC,BROOKFIELD RENEWABLE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Cameco Corp.,"25,420","6,54,681",,,CCO,CAMECO
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Canadian Imperial Bank of Commerce,"10,664","5,39,467",,,CM,CANADIAN IMPERIAL BANK OF COMMERCE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Canadian National Railway Co.,"8,804","11,15,359",,,CNR,CANADIAN NATIONAL RAILWAY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Canadian Pacific Railway Ltd.,"13,640","10,75,499",,,ZZ_CPR,CANADIAN PACIFIC RAILWAY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,"Canadian Tire Corp. Ltd., Class A, NVS","2,728","3,50,461",,,YAAA.F,CANADIAN TIRE NVS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,"Canadian Utilities Ltd., Class A, NVS","9,424","3,05,045",,,CU.TO,CANADIAN UTILITIES NVS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,"CCL Industries Inc., Class B, NVS","6,200","3,11,465",,,1C9.F,CCL INDUSTRIES NVS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,CGI Inc.,"2,356","2,02,014",,,GIB.A,CGI
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Constellation Software Inc.,372,"6,32,814",,,CSU.TO,CONSTELLATION SOFTWARE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Dollarama Inc.,"4,216","2,55,518",,,DOL,DOLLARAMA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Enbridge Inc.,"49,476","22,21,987",,,ENB,ENBRIDGE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Fairfax Financial Holdings Ltd.,744,"4,00,774",,,FFH.TO,FAIRFAX FINANCIAL
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,First Quantum Minerals Ltd.,"17,980","3,28,556",,,FM.TO,FIRST QUANTUM MINERALS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Franco-Nevada Corp.,"7,440","9,52,666",,,FNV,FRANCO NEVADA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,George Weston Ltd.,"2,480","2,96,000",,,WN,GEORGE WESTON
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Great-West Lifeco Inc.,"3,844","93,417",,,GWO,GREAT WEST LIFECO
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Hydro One Ltd.,"33,480","9,34,684",,,H,HYDRO ONE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Intact Financial Corp.,"2,728","4,06,042",,,IFC,INTACT FINANCIAL
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,"Ivanhoe Mines Ltd., Class A","30,628","1,90,386",,,IVN,IVANHOE MINES
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Keyera Corp.,"18,476","4,78,871",,,KEY,KEYERA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Loblaw Companies Ltd.,"5,456","4,96,666",,,L,LOBLAW COMPANIES
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Lundin Mining Corp.,"41,664","2,34,910",,,LUN,LUNDIN MINING
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Manulife Financial Corp.,"23,560","4,31,257",,,MFC,MANULIFE FINANCIAL
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Metro Inc.,"5,580","3,08,991",,,MRU,METRO
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,National Bank of Canada,"2,604","1,82,710",,,nan,NATIONAL BANK OF CANADA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Nutrien Ltd.,"7,936","6,79,352",,,NTR,NUTRIEN
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Open Text Corp.,"11,656","4,76,781",,,OTEX,OPEN TEXT
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Pan American Silver Corp.,"6,448","1,31,221",,,PAAS,PAN AMERICAN SILVER
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Parkland Corp.,"14,260","4,00,111",,,PKI.TO,PARKLAND
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Pembina Pipeline Corp.,"42,284","16,14,357",,,PBA,PEMBINA PIPELINE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Power Corp. of Canada,"3,472","94,354",,,POW,POWER OF CANADA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Restaurant Brands International Inc.,"3,596","1,92,781",,,QSR,RESTAURANT BRANDS INTERNATIONAL
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Ritchie Bros Auctioneers Inc.,"3,100","2,23,443",,,ZZ_RBA1,RITCHIE BROS AUCTIONEERS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,"Rogers Communications Inc., Class B, NVS","7,688","3,53,436",,,RCI,ROGERS COMMUNICATIONS NVS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Royal Bank of Canada,"20,336","19,82,861",,,RY,ROYAL BANK OF CANADA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,"Shaw Communications Inc., Class B, NVS","8,928","2,41,510",,,ZZ_SCN,SHAW COMMUNICATIONS NVS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,"Shopify Inc., Class A","17,360","6,04,763",,,SHOP,SHOPIFY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Sun Life Financial Inc.,"5,456","2,53,339",,,SLF,SUN LIFE FINANCIAL
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,TC Energy Corp.,"6,448","3,43,762",,,TRP,TC ENERGY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,TELUS Corp.,"9,176","2,11,244",,,T,TELUS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,TFI International Inc.,"2,976","2,97,240",,,TFII,TFI INTERNATIONAL
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Thomson Reuters Corp.,"3,720","4,17,710",,,TRI,THOMSON REUTERS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Toronto-Dominion Bank (The),"25,544","16,59,248",,,TD,TORONTO DOMINION BANK THE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,West Fraser Timber Co. Ltd.,"2,232","2,08,968",,,WFG,WEST FRASER TIMBER
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,Wheaton Precious Metals Corp.,"22,196","7,61,620",,,WPM,WHEATON PRECIOUS METALS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Canada — 3.5%,WSP Global Inc.,"2,852","3,44,098","3,17,74,794",,WSP,WSP GLOBAL
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,Chile — 0.0%,Falabella SA,"97,340","2,17,127","2,17,127",,FALABELLA.SN,FALABELLA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"Agricultural Bank of China Ltd., Class H","13,64,000","4,49,877",,,EK7.MU,AGRICULTURAL BANK OF CHINA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,Alibaba Group Holding Ltd.,"2,35,668","26,49,726",,,9988,ALIBABA HOLDING
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,Alibaba Health Information Technology Ltd.,"42,000","25,221",,,TWY.BE,ALIBABA HEALTH INFORMATION TECHNOLOGY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,ANTA Sports Products Ltd.,"24,800","2,73,069",,,2020,ANTA SPORTS PRODUCTS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,Baidu Inc.,"8,008","1,38,413",,,9888,BAIDU
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"Baidu Inc., ADR","4,004","5,46,826",,,9888,BAIDU
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"Bank of China Ltd., Class H","26,04,000","9,25,944",,,ZZ_BOC,BANK OF CHINA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"Bank of Communications Co. Ltd., Class A","8,30,800","5,68,920",,,601328.SS,BANK OF COMMUNICATIONS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"Bank of Jiangsu Co. Ltd., Class A","2,35,600","2,51,612",,,ZZ_BOJ,BANK OF JIANGSU
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"Bilibili Inc., ADR","4,247","1,03,797",,,9626,BILIBILI
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"Bilibili Inc., Class Z",43,"1,051",,,9626,BILIBILI
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"BYD Co. Ltd., Class H","7,000","2,56,102",,,ZZ_BY6E1,BYD
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"CGN Power Co. Ltd., Class H","17,36,000","4,00,293",,,ZZ_CGBA6,CGN POWER
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"China CITIC Bank Corp. Ltd., Class H","7,44,000","3,10,977",,,D7C.MU,CHINA CITIC BANK
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,China Conch Venture Holdings Ltd.,"1,24,000","2,40,397",,,586,CHINA CONCH VENTURE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"China Construction Bank Corp., Class H","21,08,000","13,46,190",,,ZZ_CCB,CHINA CONSTRUCTION BANK
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"China Everbright Bank Co. Ltd., Class A","2,23,200","95,968",,,C0V.F,CHINA EVERBRIGHT BANK
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"China Life Insurance Co. Ltd., Class H","2,48,000","3,69,376",,,ZZ_CLI,CHINA LIFE INSURANCE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,China Mengniu Dairy Co. Ltd.,"18,000","83,628",,,2319,CHINA MENGNIU DAIRY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"China Merchants Bank Co. Ltd., Class A","1,24,000","6,45,058",,,ZZ_CMB,CHINA MERCHANTS BANK
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,China Merchants Port Holdings Co. Ltd.,"2,48,000","3,99,986",,,144,CHINA MERCHANTS PORT
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"China Minsheng Banking Corp. Ltd., Class A","8,06,060","4,34,829",,,1988.HK,CHINA MINSHENG BANKING
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"China National Nuclear Power Co. Ltd., Class A","3,96,898","3,63,180",,,ZZ_CNNP,CHINA NATIONAL NUCLEAR POWER
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"China Northern Rare Earth Group High-Tech Co. Ltd., Class A","37,200","1,73,268",,,ZZ_CNREH,CHINA NORTHERN RARE EARTH HIGH TECH
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"China Oilfield Services Ltd., Class H","2,48,000","2,28,452",,,CO9.F,CHINA OILFIELD SERVICES
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,China Overseas Land & Investment Ltd.,"1,24,000","3,42,664",,,688,CHINA OVERSEAS LAND INVESTMENT
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"China Pacific Insurance Group Co. Ltd., Class H","1,73,600","3,70,814",,,75C.F,CHINA PACIFIC INSURANCE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,China Resources Beer Holdings Co. Ltd.,"14,000","96,568",,,291,CHINA RESOURCES BEER
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,China Resources Gas Group Ltd.,"24,900","1,04,491",,,1193,CHINA RESOURCES GAS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,China Resources Land Ltd.,"22,000","91,878",,,1109,CHINA RESOURCES LAND
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"China Suntien Green Energy Corp. Ltd., Class H","4,96,000","2,43,288",,,9C6.MU,CHINA SUNTIEN GREEN ENERGY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"China Tower Corp. Ltd., Class H","24,80,000","3,19,058",,,ZZ_CH1D8,CHINA TOWER
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"China Vanke Co. Ltd., Class H","62,000","1,17,929",,,ZZ_CH9C2,CHINA VANKE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"China Yangtze Power Co. Ltd., Class A","1,73,600","6,14,685",,,ZZ_CYP,CHINA YANGTZE POWER
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"CMOC Group Ltd., Class H","7,44,000","3,65,258",,,3993,CMOC
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"Contemporary Amperex Technology Co. Ltd., Class A","3,500","2,65,378",,,C7A0.DU,CONTEMPORARY AMPEREX TECHNOLOGY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,Country Garden Holdings Co. Ltd.,"2,48,000","95,906",,,DZJ.SG,COUNTRY GARDEN
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,Country Garden Services Holdings Co. Ltd.,"15,000","33,451",,,75H.DU,COUNTRY GARDEN SERVICES
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,ENN Energy Holdings Ltd.,"24,800","4,04,552",,,2688,ENN ENERGY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"Foshan Haitian Flavouring & Food Co. Ltd., Class A","12,485","1,53,088",,,ZZ_FHFF,FOSHAN HAITIAN FLAVOURING FOOD
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"Ganfeng Lithium Co. Ltd., Class H","35,680","3,22,628",,,GNENF,GANFENG LITHIUM
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,Geely Automobile Holdings Ltd.,"1,24,000","2,45,879",,,175,GEELY AUTOMOBILE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/22,China — 3.6%,"Industrial & Commercial Bank of China Ltd., Class H","13,64,000","7,21,130",,,ZZ_ICBOC,INDUSTRIAL COMMERCIAL BANK OF CHINA
