ETF_TICKER,year,screen,pct_weight
SUSA,2025,deforestation,8.740874087408741
SUSA,2025,fossil_fuel,4.42044204420442
SUSA,2025,prison,13.77137713771377
SUSA,2025,tobacco,0.37003700370037
SUSA,2025,weapons,1.94019401940194
SUSL,2019,deforestation,14.499081144990813
SUSL,2019,fossil_fuel,5.644895056448952
SUSL,2019,prison,16.99445316994453
SUSL,2019,tobacco,1.89560501895605
SUSL,2019,weapons,0.76201300762013
SUSL,2020,deforestation,13.900374807048722
SUSL,2020,fossil_fuel,3.8255224973179245
SUSL,2020,prison,20.427696655600567
SUSL,2020,tobacco,1.548471201301256
SUSL,2020,weapons,1.1023591433066884
SUSL,2021,deforestation,11.732551765348964
SUSL,2021,fossil_fuel,2.135813957283721
SUSL,2021,prison,22.769512544609746
SUSL,2021,tobacco,1.6121349677573003
SUSL,2021,weapons,1.2320799753584004
SUSL,2022,deforestation,11.857007
SUSL,2022,fossil_fuel,3.5181080000000002
SUSL,2022,prison,23.543363
SUSL,2022,tobacco,1.178349
SUSL,2022,weapons,1.1799739999999999
SUSL,2023,deforestation,10.697686572092538
SUSL,2023,fossil_fuel,3.6677218532911264
SUSL,2023,prison,22.574166097033356
SUSL,2023,tobacco,1.7064009317439626
SUSL,2023,weapons,1.5819189367232427
SUSL,2024,deforestation,9.887990296639709
SUSL,2024,fossil_fuel,3.359178100775343
SUSL,2024,prison,23.117121693513653
SUSL,2024,tobacco,1.6387780491633417
SUSL,2024,weapons,1.4903460447103813
SUSL,2025,deforestation,8.36916308369163
