year_a,year_b,holding_name,ticker,classification_a,classification_b,delta_contrib_pct_agg,appear_in_n_funds_a,appear_in_n_funds_b
2017,2025,celltrion,68270,Other,Other,8.289381269984258e-05,1,3
2017,2025,ralph lauren,RL,Other,Other,7.912664466438977e-05,1,3
2017,2025,hologic,HOLX,Other,Other,7.490172389231936e-05,1,5
2017,2025,centene,CNC,Other,Other,7.385442024951437e-05,1,4
2017,2025,mondi,MNDI,Controversial,Controversial,7.293067695009482e-05,2,3
2017,2025,assurant,AIZ,Other,Other,7.227199091198288e-05,1,2
2017,2025,axis capital,AXS,Other,Other,7.181725355733776e-05,1,1
2017,2025,boston scientific,BSX,Other,Other,7.166832301033359e-05,1,3
2017,2025,microchip technology,MCHP,Other,Other,7.079818612894416e-05,1,4
2017,2025,akzo nobel,AKZA,Other,Other,6.988508706249759e-05,1,4
2017,2025,allegion,ALLE,Other,Other,6.982565233696114e-05,1,5
2017,2025,diamondback energy,FANG,Other,Controversial,6.811184300181564e-05,1,2
2017,2025,rollins,ROL,Other,Other,6.720555315883927e-05,1,4
2017,2025,fedex,FDX,Other,Other,6.474834846699828e-05,1,2
2017,2025,repsol,REP,Controversial,Controversial,6.307566412080284e-05,1,1
2017,2025,yuanta financial holding,2885,Other,Other,6.208480363836554e-05,1,3
2017,2025,sekisui house,1928,Controversial,Controversial,6.015177543282303e-05,3,3
2017,2025,heineken,HEIA,Other,Other,5.9551756337450704e-05,2,2
2017,2025,aspen pharmacare,APN,Other,Other,5.8879035531271e-05,1,3
2017,2025,lite on technology,2301,Other,Other,5.739484990540647e-05,1,2
2017,2025,marks and spencer,MKS,Controversial,Controversial,5.455711706022798e-05,2,1
2017,2025,unum,UNM,Other,Other,5.307991235714048e-05,1,2
2017,2025,intertek,ITRK,Other,Other,5.21974442167954e-05,2,4
2017,2025,autozone,AZO,Other,Other,5.105038981141319e-05,1,3
2017,2025,illumina,ILMN,Other,Other,5.054373787797363e-05,1,7
2017,2025,acer,2353,Clean,Clean,4.762006619359239e-05,2,1
2017,2025,monster beverage,MNST,Other,Other,4.643189262436002e-05,1,5
2017,2025,bid,BID,Other,Other,4.1604286477061796e-05,1,2
2017,2025,schroders,SDR,Other,Other,4.003597965404051e-05,2,4
