ETF ticker,year,pct_controversial,pct_other,pct_clean,market_total_value_usd,Clean,Controversial,Other
SDG,2021,12.556271779295454,82.74667737942592,8.110880774125732,565145405.0,45838270.0,70961193.0,467639045.0
SDG,2022,12.349138472327693,82.3304116683009,6.755440765095225,415790649.0,28088491.0,51346563.0,342322153.0
SDG,2023,10.960550118651373,80.74523984861578,9.875880629967549,374082063.0,36943898.0,41001452.0,302053459.0
SDG,2024,11.45126337334505,81.54415559906198,8.723012924427376,301162124.0,26270411.0,34486868.0,245580111.0
SDG,2025,10.951282646052737,67.68007446330687,22.153475068161413,167008602.29,36998209.07,18289584.080000002,113031546.39
SUSA,2017,17.924839373073194,69.41903116779248,13.533778690767152,528508524.0,71527174.0,94734304.0,366885497.0
SUSA,2018,18.16743251035759,70.48604098169278,15.447269116937882,681606886.0,105289650.0,123830471.0,480437709.0
SUSA,2019,16.00952831959907,69.43894793000824,14.868480562283786,1075898000.0,159969685.0,172246195.0,747092252.0
SUSA,2020,17.081123734143844,69.02030589949108,15.564781880636428,1289055430.0,200638666.0,220185153.0,889710001.0
SUSA,2021,12.78083627445353,76.8618396899927,11.200992658644909,3057930957.0,342518622.0,390829149.0,2350381990.0
SUSA,2022,19.93765751714083,65.75630128567757,14.739720236584477,3662646233.0,539863808.0,730245862.0,2408420692.0
SUSA,2023,18.37466658582155,66.29003060767738,15.875805063833338,3260027828.0,517555663.0,599019244.0,2161073445.0
SUSA,2024,19.36725537714562,65.0769565663936,16.018965847537558,3333157871.0,533937421.0,645541197.0,2169117700.0
SUSA,2025,24.741888139584102,59.52107113564769,15.737120264076784,3555990177.17,559610450.76,879819111.89,2116563442.93
SUSL,2019,25.7120650060596,68.0182174249814,6.095763056253983,1579065100.0,96256067.0,406010245.0,1074051933.0
SUSL,2020,28.66392610889746,62.99400561762994,8.33998265521392,2564227647.0,213856141.0,735008318.0,1615309708.0
SUSL,2021,25.522652145568923,67.10013817969471,7.585151071932247,4077962404.0,309319609.0,1040804159.0,2736318408.0
SUSL,2022,24.63991606773311,67.66973851932477,8.863853575500483,3116650243.0,276255314.0,767940004.0,2109029070.0
SUSL,2023,24.656356745856243,67.01240312396351,8.251105330284602,1139306520.0,94005381.0,280911480.0,763476678.0
SUSL,2024,25.46116955590885,67.582677214977,7.304977684966502,1123280187.0,82055367.0,286000273.0,759142823.0
SUSL,2025,31.982362775629273,60.037221134453354,7.980838920280156,969050560.38,77338364.28,309925265.7,581791027.84
USCL,2023,19.498556213779725,71.20136571065176,9.543753962587065,2299045699.0,219415265.0,448280718.0,1636951936.0
USCL,2024,24.903515328328034,67.29372881778161,7.838891235802935,1949740013.0,152837999.0,485553803.0,1312052757.0
USCL,2025,36.65619094867438,54.38426661434181,8.959162009963029,2487467893.45,222856278.52,911810980.81,1352791171.12
USXF,2020,2.980382581756175,94.60276058222901,2.4794306301305045,5807543.0,143994.0,173087.0,5494096.0
USXF,2021,2.8914874218456683,94.79019820142223,2.438811998227615,419105368.0,10221192.0,12118379.0,397270809.0
USXF,2022,4.082057274675254,92.63712897179023,4.762200951194702,589182424.0,28058051.0,24050764.0,545801682.0
USXF,2023,3.9017219298407793,92.30196059790481,5.635404010514935,722994091.0,40743638.0,28209219.0,667337721.0
USXF,2024,4.6265795398076826,86.96268204207175,9.067774975378352,936873745.0,84953603.0,43345209.0,814730536.0
USXF,2025,6.585415456871284,82.42824806503025,10.986198887723244,1263627631.62,138824644.81,83215129.37,1041586118.81
XJH,2020,4.0503271000046634,94.79798899202001,1.0392978525093015,5125191.0,53266.0,207587.0,4858578.0
XJH,2021,4.315219712044725,95.79995977763107,0.44239062773451765,39689358.0,175582.0,1712683.0,38022389.0
XJH,2022,7.055411745246393,93.79231762834111,1.5021097542433561,84725034.0,1272663.0,5977700.0,79465573.0
XJH,2023,6.85387001440415,95.90523057338567,1.9390207006201057,111598396.0,2163916.0,7648809.0,107028699.0
XJH,2024,6.271208781944452,96.47442859390372,1.6502070858736957,182811359.0,3016766.0,11464482.0,176366214.0
XJH,2025,8.132495643357554,89.64884974258825,1.533486974146782,290594113.62,4456222.88,23632553.63,260514280.28
XVV,2020,31.034940995821493,55.17810988949412,13.700308737817231,5139636.0,704146.0,1595083.0,2835954.0
XVV,2021,20.393989970717204,68.15395550213097,11.384725200903027,146941913.0,16728933.0,29967319.0,100146726.0
XVV,2022,32.89132645941112,50.86642943329537,16.241078876138083,201075983.0,32656909.0,66136558.0,102280173.0
XVV,2023,31.59602315830334,53.00771349934455,16.25602701843165,155683944.0,25308024.0,49189935.0,82524499.0
XVV,2024,32.12739108115673,53.63325454294034,14.21093597301062,253613830.0,36040899.0,81479507.0,136021351.0
XVV,2025,32.75426482034798,51.93338719022811,15.312199944208897,430814329.23,65967151.480000004,141110066.28,223736473.67
