year,ETF_Ticker,screen_category,exposure_pct,aum_usd
2025,PABU,Weapons,0.5112721998824391,2177420259.22
2017,SUSA,Weapons,1.172052808745238,528508524.0
2018,SUSA,Weapons,1.4950089574065717,681606886.0
2019,SUSA,Weapons,0.9598372708193528,1075898000.0
2020,SUSA,Weapons,0.6100704296323394,1289055430.0
2021,SUSA,Weapons,0.6621232553878096,3057930957.0
2022,SUSA,Weapons,0.9171851678529281,3662646233.0
2023,SUSA,Weapons,0.3955738318930693,3260027828.0
2024,SUSA,Weapons,0.519686035597322,3333157871.0
2025,SUSA,Weapons,0.9743315907462258,3555990177.17
2019,SUSL,Weapons,0.40019053046008046,1579065100.0
2020,SUSL,Weapons,0.8842680183457207,2564227647.0
2021,SUSL,Weapons,1.168891722818345,4077962404.0
2022,SUSL,Weapons,1.1764416967335658,3116650243.0
2023,SUSL,Weapons,1.4116275749918468,1139306520.0
2024,SUSL,Weapons,1.4860503366111628,1123280187.0
2025,SUSL,Weapons,1.377975778143474,969050560.38
2023,USCL,Weapons,0.6258846010002692,2299045699.0
2024,USCL,Weapons,0.5802329502687392,1949740013.0
2025,USCL,Weapons,1.1743907351295908,2487467893.45
2020,USXF,Weapons,1.029023805764331,5807543.0
2021,USXF,Weapons,1.1881563397202777,419105368.0
2022,USXF,Weapons,0.9729828600589756,589182424.0
2023,USXF,Weapons,1.3653312140278613,722994091.0
2024,USXF,Weapons,1.7170152420057412,936873745.0
2025,USXF,Weapons,2.52571911624656,1263627631.62
2020,XJH,Weapons,1.535591551612418,5125191.0
2021,XJH,Weapons,1.4608550735438957,39689358.0
2022,XJH,Weapons,2.1410602207607257,84725034.0
2023,XJH,Weapons,2.0708389034552073,111598396.0
2024,XJH,Weapons,1.9705597177908403,182811359.0
2025,XJH,Weapons,3.322631253510523,290594113.62
2020,XVV,Weapons,0.7975662089688842,5139636.0
2021,XVV,Weapons,0.819394531769843,146941913.0
2022,XVV,Weapons,0.9885909646404663,201075983.0
2023,XVV,Weapons,1.1617864716993551,155683944.0
2024,XVV,Weapons,1.2552671122075638,253613830.0
2025,XVV,Weapons,1.9501704794769272,430814329.23
2017,CRBN,Clean200,6.872237100993497,434815251.0
2018,CRBN,Clean200,6.9071648739602916,534024244.0
2019,CRBN,Clean200,7.385336079428056,468999117.0
2020,CRBN,Clean200,9.86089147620844,432095233.0
2021,CRBN,Clean200,9.514106655852942,861219103.0
2022,CRBN,Clean200,11.418825238240208,907313054.0
2023,CRBN,Clean200,12.870298032792798,897207980.0
2024,CRBN,Clean200,12.816086799441837,865372385.0
2025,CRBN,Clean200,12.461804535801331,1027534118.21
2020,DMXF,Clean200,6.544692705886402,11157682.0
2021,DMXF,Clean200,3.529168728461387,245845684.0
2022,DMXF,Clean200,5.860516772526797,354432464.0
2023,DMXF,Clean200,7.330800867064109,475875769.0
2024,DMXF,Clean200,7.903354228373901,612269849.0
2025,DMXF,Clean200,5.1612839425929256,804362959.91
2017,DSI,Clean200,8.773249762399502,822945453.0
2018,DSI,Clean200,9.841621793756005,1035422953.0
2019,DSI,Clean200,9.070781209840694,1640657277.0
2020,DSI,Clean200,10.175798810657135,1793823683.0
2021,DSI,Clean200,7.164296956094176,3109465386.0
2022,DSI,Clean200,12.224994748706488,3613714403.0
2023,DSI,Clean200,10.775233027280134,3536465235.0
2024,DSI,Clean200,10.352481873588909,4246772961.0
2025,DSI,Clean200,9.803169360597295,4790621472.66
2021,EMXF,Clean200,6.235932559236942,13549906.0
2022,EMXF,Clean200,5.371347525776943,35467841.0
2023,EMXF,Clean200,6.4968524844443545,55954926.0
2024,EMXF,Clean200,6.023000218652757,73705908.0
2025,EMXF,Clean200,7.25173293500409,106662263.48
2017,ESGD,Clean200,5.2824062116292065,122123323.0
2018,ESGD,Clean200,5.648610608594477,360308692.0
2019,ESGD,Clean200,6.026330046624258,917779537.0
2020,ESGD,Clean200,6.978743624991899,3025518508.0
2021,ESGD,Clean200,5.9727041272282175,6694668587.0
2022,ESGD,Clean200,7.382875168136292,6376261704.0
2023,ESGD,Clean200,8.18663492238621,7260643178.0
2024,ESGD,Clean200,8.685551624202489,7857945972.0
2025,ESGD,Clean200,5.805493001003857,9596812876.42
2017,ESGE,Clean200,6.959930714702027,96812458.0
2018,ESGE,Clean200,7.825233297029056,329752699.0
2019,ESGE,Clean200,7.0857899857617594,672543077.0
2020,ESGE,Clean200,8.694189517750475,3654480091.0
2021,ESGE,Clean200,9.666048902926011,7105443464.0
2022,ESGE,Clean200,9.71191614432668,4251524672.0
2023,ESGE,Clean200,10.657931322491708,4323754536.0
2024,ESGE,Clean200,11.893206501073209,4045464980.0
2025,ESGE,Clean200,13.621346791801997,5076162057.75
2017,ESGU,Clean200,10.172493364893986,10829518.0
2018,ESGU,Clean200,10.62538532839224,98974020.0
2019,ESGU,Clean200,9.870057200142806,295904506.0
2020,ESGU,Clean200,13.961899753311451,8991145354.0
2021,ESGU,Clean200,10.860646622755686,22262630403.0
2022,ESGU,Clean200,15.025471097963388,22194428203.0
2023,ESGU,Clean200,14.970656440346007,12824827132.0
2024,ESGU,Clean200,14.129792931509071,13485685666.0
2025,ESGU,Clean200,14.501449003983467,13989919390.35
2018,ESML,Clean200,0.5524024919385896,11505741.0
2019,ESML,Clean200,0.29855151633391863,57663750.0
2020,ESML,Clean200,0.9452410377243817,366339046.0
2021,ESML,Clean200,0.41299343365829955,1099038297.0
2022,ESML,Clean200,0.7739530226675031,1479097137.0
2023,ESML,Clean200,0.5338981403483174,1403577468.0
2024,ESML,Clean200,0.5920503071576378,1578937784.0
2025,ESML,Clean200,0.8412792646187308,1878348896.09
2017,ICLN,Clean200,5.051894168475557,112605427.0
2018,ICLN,Clean200,13.845053004931183,165729203.0
2019,ICLN,Clean200,8.452653234902542,360049255.0
2020,ICLN,Clean200,9.737590037650849,1541917450.0
2021,ICLN,Clean200,16.308093817810615,5855954348.0
2022,ICLN,Clean200,11.729516667776274,4983595510.0
2023,ICLN,Clean200,12.49184859469604,4573104098.0
2024,ICLN,Clean200,14.681612730027275,2165452705.0
2025,ICLN,Clean200,24.979655260257427,1457155418.31
2021,LCTD,Clean200,7.055886882541517,605599462.0
2022,LCTD,Clean200,8.36318513848141,442314960.0
2023,LCTD,Clean200,8.994059333084536,576261731.0
2024,LCTD,Clean200,9.363939167378273,344953405.0
2025,LCTD,Clean200,9.112935025942985,234070256.94
2021,LCTU,Clean200,9.36065664056594,1423888880.0
2022,LCTU,Clean200,15.553605648578998,1409350423.0
2023,LCTU,Clean200,15.52026413949125,1683978711.0
2024,LCTU,Clean200,13.49809232348664,1356576171.0
2025,LCTU,Clean200,17.046761544106477,1305135788.31
2024,PABD,Clean200,9.737713267125033,6204660.0
2025,PABD,Clean200,7.598897693024823,208173774.79
2022,PABU,Clean200,15.95710344979334,756881657.0
2023,PABU,Clean200,17.13347500920148,1489773825.0
2024,PABU,Clean200,16.361522177918005,1776067415.0
2025,PABU,Clean200,17.34615178400609,2177420259.22
2017,SDG,Clean200,4.443281939792141,25164057.0
2018,SDG,Clean200,8.496717016806983,37928461.0
2019,SDG,Clean200,8.364483774005615,54174461.0
2020,SDG,Clean200,8.806528544864234,175603848.0
2021,SDG,Clean200,8.110880774125732,565145405.0
2022,SDG,Clean200,6.755440765095225,415790649.0
2023,SDG,Clean200,9.875880629967549,374082063.0
2024,SDG,Clean200,8.723012924427376,301162124.0
2025,SDG,Clean200,22.153475068161413,167008602.29
2017,SUSA,Clean200,13.533778690767152,528508524.0
2018,SUSA,Clean200,15.447269116937882,681606886.0
2019,SUSA,Clean200,14.868480562283786,1075898000.0
2020,SUSA,Clean200,15.564781880636428,1289055430.0
2021,SUSA,Clean200,11.200992658644909,3057930957.0
2022,SUSA,Clean200,14.739720236584477,3662646233.0
2023,SUSA,Clean200,15.875805063833338,3260027828.0
2024,SUSA,Clean200,16.018965847537558,3333157871.0
2025,SUSA,Clean200,15.737120264076784,3555990177.17
2019,SUSL,Clean200,6.095763056253983,1579065100.0
2020,SUSL,Clean200,8.33998265521392,2564227647.0
2021,SUSL,Clean200,7.585151071932247,4077962404.0
2022,SUSL,Clean200,8.863853575500483,3116650243.0
2023,SUSL,Clean200,8.251105330284602,1139306520.0
2024,SUSL,Clean200,7.304977684966502,1123280187.0
2025,SUSL,Clean200,7.980838920280156,969050560.38
2023,USCL,Clean200,9.543753962587065,2299045699.0
2024,USCL,Clean200,7.838891235802935,1949740013.0
2025,USCL,Clean200,8.959162009963029,2487467893.45
2020,USXF,Clean200,2.4794306301305045,5807543.0
2021,USXF,Clean200,2.438811998227615,419105368.0
2022,USXF,Clean200,4.762200951194702,589182424.0
2023,USXF,Clean200,5.635404010514935,722994091.0
2024,USXF,Clean200,9.067774975378352,936873745.0
2025,USXF,Clean200,10.986198887723244,1263627631.62
2020,XJH,Clean200,1.0392978525093015,5125191.0
2021,XJH,Clean200,0.44239062773451765,39689358.0
2022,XJH,Clean200,1.5021097542433561,84725034.0
2023,XJH,Clean200,1.9390207006201057,111598396.0
2024,XJH,Clean200,1.6502070858736957,182811359.0
2025,XJH,Clean200,1.533486974146782,290594113.62
2020,XVV,Clean200,13.700308737817231,5139636.0
2021,XVV,Clean200,11.384725200903027,146941913.0
2022,XVV,Clean200,16.241078876138083,201075983.0
2023,XVV,Clean200,16.25602701843165,155683944.0
2024,XVV,Clean200,14.21093597301062,253613830.0
2025,XVV,Clean200,15.312199944208897,430814329.23
