name_normalized,source_file
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 0.37%(C)(D)(E)",soi_2020.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 0.37%(C)(E)",soi_2020.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 0.37%(C)(G)(I)",soi_2020.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 0.37%(D)(E)(F)",soi_2020.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 0.37%(G)(H)(L)",soi_2020.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 0.89%(C)(D)(E)",soi_2020.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 2.04%(J)(K)",soi_2020.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES",soi_2020.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 0.04%(C)(D)(E)",soi_2020.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 0.07%(A)(B)(C)",soi_2020.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 0.07%(C)(E)",soi_2020.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 0.07%(G)(H)",soi_2020.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 0.12%(J)(K)",soi_2020.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 0.18%(C)(E)",soi_2020.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 0.97%(C)(I)",soi_2020.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 1.81%",soi_2020.csv
BLACKROCK INC.,soi_2020.csv
BLACKROCK INC. (C),soi_2020.csv
"BLACKSTONE GROUP INC. (THE), CLASS A",soi_2020.csv
"BLACKSTONE MORTGAGE TRUST INC., CLASS A",soi_2020.csv
"BLOOM ENERGY CORP., CLASS A (A)(B)",soi_2020.csv
BLUEBIRD BIO INC.,soi_2020.csv
BLUEPRINT MEDICINES CORP.,soi_2020.csv
BLUESCOPE STEEL LTD.,soi_2020.csv
BNK FINANCIAL GROUP INC.,soi_2020.csv
BOC AVIATION LTD.,soi_2020.csv
BOC HONG KONG HOLDINGS LTD.,soi_2020.csv
"BOE TECHNOLOGY GROUP CO. LTD., CLASS A",soi_2020.csv
BOEING CO. (THE),soi_2020.csv
BOINGO WIRELESS INC.,soi_2020.csv
BOISE CASCADE CO.,soi_2020.csv
BOK FINANCIAL CORP.,soi_2020.csv
BOLIDEN AB,soi_2020.csv
BOOKING HOLDINGS INC.,soi_2020.csv
BOOZ ALLEN HAMILTON HOLDING CORP.,soi_2020.csv
"BORALEX INC., CLASS A",soi_2020.csv
BORGWARNER INC.,soi_2020.csv
"BOSTON BEER CO. INC. (THE), CLASS A, NVS",soi_2020.csv
"BOSTON BEER CO. INC. (THE), CLASS, NVS",soi_2020.csv
BOSTON PROPERTIES INC.,soi_2020.csv
BOSTON SCIENTIFIC CORP.,soi_2020.csv
BOTTOMLINE TECHNOLOGIES DE INC.,soi_2020.csv
BOUYGUES SA,soi_2020.csv
"BOX INC., CLASS A",soi_2020.csv
BOYD GAMING CORP.,soi_2020.csv
"BRADY CORP., CLASS A, NVS",soi_2020.csv
BRAMBLES LTD.,soi_2020.csv
BRANDYWINE REALTY TRUST,soi_2020.csv
BRENNTAG AG,soi_2020.csv
BRIDGE BANCORP. INC.,soi_2020.csv
BRIDGESTONE CORP.,soi_2020.csv
BRIGHT HORIZONS FAMILY SOLUTIONS INC.,soi_2020.csv
BRIGHTHOUSE FINANCIAL INC.,soi_2020.csv
BRILLIANCE CHINA AUTOMOTIVE HOLDINGS LTD.,soi_2020.csv
BRINK S CO. (THE),soi_2020.csv
BRINKER INTERNATIONAL INC.,soi_2020.csv
BRINK’S CO. (THE),soi_2020.csv
BRISTOL-MYERS SQUIBB CO.,soi_2020.csv
BRITISH AMERICAN TOBACCO PLC,soi_2020.csv
BRITISH LAND CO. PLC (THE),soi_2020.csv
BRIXMOR PROPERTY GROUP INC.,soi_2020.csv
BROADCOM INC.,soi_2020.csv
BROADRIDGE FINANCIAL SOLUTIONS INC.,soi_2020.csv
BROOKDALE SENIOR LIVING INC.,soi_2020.csv
"BROOKFIELD ASSET MANAGEMENT INC., CLASS A",soi_2020.csv
BROOKS AUTOMATION INC.,soi_2020.csv
BROWN & BROWN INC.,soi_2020.csv
BROWN BROWN INC.,soi_2020.csv
"BROWN-FORMAN CORP., CLASS B, NVS",soi_2020.csv
BRUKER CORP.,soi_2020.csv
BRUNSWICK CORP./DE,soi_2020.csv
BRYN MAWR BANK CORP.,soi_2020.csv
"BTS GROUP HOLDINGS PCL, NVDR",soi_2020.csv
BUCKLE INC. (THE),soi_2020.csv
BUDWEISER BREWING CO. APAC LTD.,soi_2020.csv
BUILDERS FIRSTSOURCE INC.,soi_2020.csv
BUNGE LTD.,soi_2020.csv
BUNZL PLC,soi_2020.csv
BURBERRY GROUP PLC,soi_2020.csv
BURLINGTON STORES INC.,soi_2020.csv
BWX TECHNOLOGIES INC.,soi_2020.csv
"BYD CO. LTD., CLASS A",soi_2020.csv
"BYD CO. LTD., CLASS H",soi_2020.csv
BYD ELECTRONIC INTERNATIONAL CO. LTD.,soi_2020.csv
CABLE ONE INC.,soi_2020.csv
CABOT CORP.,soi_2020.csv
CABOT MICROELECTRONICS CORP.,soi_2020.csv
"CACI INTERNATIONAL INC., CLASS A",soi_2020.csv
"CACTUS INC., CLASS A",soi_2020.csv
CADENCE BANCORP.,soi_2020.csv
CADENCE DESIGN SYSTEMS INC.,soi_2020.csv
CADENCE DESIGN SYSTEMS INC. (A),soi_2020.csv
CADENCE DESIGN SYSTEMS INC. (A)(B),soi_2020.csv
CAE INC.,soi_2020.csv
CAESARS ENTERTAINMENT INC.,soi_2020.csv
"CAITONG SECURITIES CO. LTD., CLASS A",soi_2020.csv
CALAVO GROWERS INC.,soi_2020.csv
CALBEE INC.,soi_2020.csv
CALERES INC.,soi_2020.csv
CALLAWAY GOLF CO.,soi_2020.csv
CAMDEN NATIONAL CORP.,soi_2020.csv
CAMDEN PROPERTY TRUST,soi_2020.csv
CAMECO CORP.,soi_2020.csv
CAMPBELL SOUP CO.,soi_2020.csv
CANADIAN NATIONAL RAILWAY CO.,soi_2020.csv
CANADIAN PACIFIC RAILWAY LTD.,soi_2020.csv
CANADIAN SOLAR INC. (A)(B),soi_2020.csv
"CANADIAN TIRE CORP. LTD., CLASS A, NVS",soi_2020.csv
CANNAE HOLDINGS INC.,soi_2020.csv
CANON INC.,soi_2020.csv
CANOPY GROWTH CORP. (A)(B),soi_2020.csv
"CANSINO BIOLOGICS INC., CLASS H (A)(B)",soi_2020.csv
CANTEL MEDICAL CORP.,soi_2020.csv
CAPGEMINI SE,soi_2020.csv
CAPITAL ONE FINANCIAL CORP.,soi_2020.csv
CAPITALAND COMMERCIAL TRUST,soi_2020.csv
CAPITALAND LTD.,soi_2020.csv
CAPITALAND MALL TRUST,soi_2020.csv
CAPRI HOLDINGS LTD.,soi_2020.csv
CARA THERAPEUTICS INC.,soi_2020.csv
CARDINAL HEALTH INC.,soi_2020.csv
CARDIOVASCULAR SYSTEMS INC.,soi_2020.csv
CARDLYTICS INC.,soi_2020.csv
CAREDX INC.,soi_2020.csv
CARETRUST REIT INC.,soi_2020.csv
CARGURUS INC.,soi_2020.csv
"CARL ZEISS MEDITEC AG, BEARER",soi_2020.csv
CARLISLE COMPANIES INC.,soi_2020.csv
"CARLSBERG AS, CLASS B",soi_2020.csv
CARLYLE GROUP INC. (THE),soi_2020.csv
CARMAX INC.,soi_2020.csv
CARMAX INC. (A)(B),soi_2020.csv
CARNIVAL CORP.,soi_2020.csv
CARRIAGE SERVICES INC.,soi_2020.csv
CARRIER GLOBAL CORP.,soi_2020.csv
CARTER S INC.,soi_2020.csv
CARTER’S INC.,soi_2020.csv
CARVANA CO. (A)(B),soi_2020.csv
CASEY’S GENERAL STORES INC.,soi_2020.csv
CASINO GUICHARD PERRACHON SA,soi_2020.csv
CASIO COMPUTER CO. LTD.,soi_2020.csv
CATALENT INC.,soi_2020.csv
CATERPILLAR INC.,soi_2020.csv
CATHAY FINANCIAL HOLDING CO. LTD.,soi_2020.csv
CATHAY GENERAL BANCORP.,soi_2020.csv
CAVCO INDUSTRIES INC.,soi_2020.csv
CBOE GLOBAL MARKETS INC.,soi_2020.csv
"CBRE GROUP INC., CLASS A",soi_2020.csv
"CBRE GROUP INC., CLASS A (A)",soi_2020.csv
"CBRE GROUP INC., CLASS A (A)(C)",soi_2020.csv
"CCL INDUSTRIES INC., CLASS B, NVS",soi_2020.csv
CCR SA,soi_2020.csv
CDK GLOBAL INC.,soi_2020.csv
CDW CORP./DE,soi_2020.csv
CELANESE CORP.,soi_2020.csv
CELLNEX TELECOM SA (EXPIRES 08/12/20)(A),soi_2020.csv
CELLTRION HEALTHCARE CO. LTD.,soi_2020.csv
CELLTRION INC.,soi_2020.csv
"CEMEX SAB DE CV, CPO, NVS",soi_2020.csv
CENTENE CORP.,soi_2020.csv
CENTERPOINT ENERGY INC.,soi_2020.csv
CENTRAL JAPAN RAILWAY CO.,soi_2020.csv
"CENTRAL PATTANA PCL, NVDR",soi_2020.csv
CENTURY COMMUNITIES INC.,soi_2020.csv
CENTURYLINK INC.,soi_2020.csv
CERENCE INC.,soi_2020.csv
CERIDIAN HCM HOLDING INC.,soi_2020.csv
CERNER CORP.,soi_2020.csv
CERUS CORP. (A)(B),soi_2020.csv
CF INDUSTRIES HOLDINGS INC.,soi_2020.csv
CGI INC.,soi_2020.csv
CH ROBINSON WORLDWIDE INC.,soi_2020.csv
CHAILEASE HOLDING CO. LTD.,soi_2020.csv
CHAMPIONX CORP.,soi_2020.csv
CHANGE HEALTHCARE INC.,soi_2020.csv
CHARLES RIVER LABORATORIES INTERNATIONAL INC.,soi_2020.csv
CHARLES SCHWAB CORP. (THE),soi_2020.csv
"CHAROEN POKPHAND FOODS PCL, NVDR",soi_2020.csv
CHAROEN POKPHAND INDONESIA TBK PT,soi_2020.csv
CHART INDUSTRIES INC.,soi_2020.csv
"CHARTER COMMUNICATIONS INC., CLASS A",soi_2020.csv
CHECK POINT SOFTWARE TECHNOLOGIES LTD.,soi_2020.csv
CHEGG INC.,soi_2020.csv
CHEMED CORP.,soi_2020.csv
CHEMICALS (CONTINUED) ORION ENGINEERED CARBONS SA,soi_2020.csv
CHEMOCENTRYX INC.,soi_2020.csv
CHEMOURS CO. (THE),soi_2020.csv
CHENIERE ENERGY INC.,soi_2020.csv
CHENIERE ENERGY INC. (A)(B),soi_2020.csv
CHESAPEAKE UTILITIES CORP.,soi_2020.csv
CHEVRON CORP.,soi_2020.csv
CHIBA BANK LTD. (THE),soi_2020.csv
CHIMERA INVESTMENT CORP.,soi_2020.csv
"CHINA (CONTINUED) PING AN INSURANCE GROUP CO. OF CHINA LTD., CLASS H",soi_2020.csv
"CHINA CINDA ASSET MANAGEMENT CO. LTD., CLASS H",soi_2020.csv
"CHINA CITIC BANK CORP. LTD., CLASS H",soi_2020.csv
CHINA CONCH VENTURE HOLDINGS LTD.,soi_2020.csv
"CHINA CONSTRUCTION BANK CORP., CLASS H",soi_2020.csv
CHINA DEVELOPMENT FINANCIAL HOLDING CORP.,soi_2020.csv
"CHINA EASTERN AIRLINES CORP. LTD., CLASS A",soi_2020.csv
"CHINA EASTERN AIRLINES CORP. LTD., CLASS H",soi_2020.csv
CHINA EDUCATION GROUP HOLDINGS LTD.,soi_2020.csv
"CHINA EVERBRIGHT BANK CO. LTD., CLASS A",soi_2020.csv
"CHINA EVERBRIGHT BANK CO. LTD., CLASS H",soi_2020.csv
CHINA EVERBRIGHT INTERNATIONAL LTD.,soi_2020.csv
CHINA GAS HOLDINGS LTD.,soi_2020.csv
"CHINA JUSHI CO. LTD., CLASS A",soi_2020.csv
CHINA LESSO GROUP HOLDINGS LTD.,soi_2020.csv
CHINA LIFE INSURANCE CO. LTD.,soi_2020.csv
"CHINA LIFE INSURANCE CO. LTD., CLASS H",soi_2020.csv
"CHINA LONGYUAN POWER GROUP CORP. LTD., CLASS H",soi_2020.csv
CHINA MEDICAL SYSTEM HOLDINGS LTD.,soi_2020.csv
CHINA MENGNIU DAIRY CO. LTD.,soi_2020.csv
"CHINA MERCHANTS BANK CO. LTD., CLASS A",soi_2020.csv
"CHINA MERCHANTS BANK CO. LTD., CLASS H",soi_2020.csv
"CHINA MERCHANTS SHEKOU INDUSTRIAL ZONE HOLDINGS CO. LTD., CLASS A",soi_2020.csv
"CHINA MINSHENG BANKING CORP. LTD., CLASS A",soi_2020.csv
"CHINA MINSHENG BANKING CORP. LTD., CLASS H",soi_2020.csv
CHINA MOBILE LTD.,soi_2020.csv
"CHINA MOLYBDENUM CO. LTD., CLASS A",soi_2020.csv
"CHINA MOLYBDENUM CO. LTD., CLASS H",soi_2020.csv
"CHINA NATIONAL NUCLEAR POWER CO. LTD., CLASS A",soi_2020.csv
"CHINA NATIONAL SOFTWARE & SERVICE CO. LTD., CLASS A",soi_2020.csv
"CHINA NORTHERN RARE EARTH GROUP HIGH-TECH CO. LTD., CLASS A",soi_2020.csv
"CHINA OILFIELD SERVICES LTD., CLASS H",soi_2020.csv
CHINA OVERSEAS LAND & INVESTMENT LTD.,soi_2020.csv
CHINA OVERSEAS PROPERTY HOLDINGS LTD.,soi_2020.csv
"CHINA PACIFIC INSURANCE GROUP CO. LTD., CLASS A",soi_2020.csv
"CHINA PACIFIC INSURANCE GROUP CO. LTD., CLASS H",soi_2020.csv
"CHINA RAILWAY SIGNAL & COMMUNICATION CORP. LTD., CLASS H",soi_2020.csv
CHINA RESOURCES LAND LTD.,soi_2020.csv
CHINA STEEL CORP.,soi_2020.csv
"CHINA TELECOM CORP. LTD., CLASS H",soi_2020.csv
"CHINA TOWER CORP. LTD., CLASS H",soi_2020.csv
"CHINA TRANSINFO TECHNOLOGY CO. LTD., CLASS A",soi_2020.csv
CHINA UNICOM HONG KONG LTD.,soi_2020.csv
"CHINA VANKE CO. LTD., CLASS A",soi_2020.csv
"CHINA VANKE CO. LTD., CLASS H",soi_2020.csv
"CHINA YANGTZE POWER CO. LTD., CLASS A",soi_2020.csv
CHIPOTLE MEXICAN GRILL INC.,soi_2020.csv
"CHOCOLADEFABRIKEN LINDT & SPRUENGLI AG, PARTICIPATION CERTIFICATES, NVS",soi_2020.csv
CHOICE HOTELS INTERNATIONAL INC.,soi_2020.csv
"CHONGQING RURAL COMMERCIAL BANK CO. LTD., CLASS H",soi_2020.csv
CHR HANSEN HOLDING A/S,soi_2020.csv
CHUBB LTD.,soi_2020.csv
CHUGAI PHARMACEUTICAL CO. LTD.,soi_2020.csv
CHUNGHWA TELECOM CO. LTD.,soi_2020.csv
CHURCH & DWIGHT CO. INC.,soi_2020.csv
CHURCHILL DOWNS INC.,soi_2020.csv
CIA BRASILEIRA DE DISTRIBUICAO,soi_2020.csv
CIA. CERVECERIAS UNIDAS SA,soi_2020.csv
"CIA. ENERGETICA DE MINAS GERAIS, PREFERENCE SHARES, ADR, NVS",soi_2020.csv
"CIA. ENERGETICA DE MINAS GERAIS, PREFERENCE SHARES, NVS",soi_2020.csv
"CIA. PARANAENSE DE ENERGIA, CLASS B, PREFERENCE SHARES, ADR",soi_2020.csv
CIE. DE SAINT-GOBAIN,soi_2020.csv
"CIE. FINANCIERE RICHEMONT SA, REGISTERED",soi_2020.csv
CIE. GENERALE DES ETABLISSEMENTS MICHELIN SCA,soi_2020.csv
CIELO SA,soi_2020.csv
CIENA CORP.,soi_2020.csv
CIGNA CORP.,soi_2020.csv
CIMAREX ENERGY CO.,soi_2020.csv
CIMB GROUP HOLDINGS BHD,soi_2020.csv
CIMPRESS PLC,soi_2020.csv
CINCINNATI BELL INC.,soi_2020.csv
CINCINNATI FINANCIAL CORP.,soi_2020.csv
CINEMARK HOLDINGS INC.,soi_2020.csv
CINTAS CORP.,soi_2020.csv
CIRRUS LOGIC INC.,soi_2020.csv
CISCO SYSTEMS INC.,soi_2020.csv
CIT GROUP INC.,soi_2020.csv
CITIGROUP INC.,soi_2020.csv
CITIZENS FINANCIAL GROUP INC.,soi_2020.csv
CITRIX SYSTEMS INC.,soi_2020.csv
CITY DEVELOPMENTS LTD.,soi_2020.csv
CITY OFFICE REIT INC.,soi_2020.csv
CJ CHEILJEDANG CORP.,soi_2020.csv
CJ ENM CO. LTD.,soi_2020.csv
CK ASSET HOLDINGS LTD.,soi_2020.csv
"CLARIANT AG, REGISTERED",soi_2020.csv
CLASS A,soi_2020.csv
CLASS H (A)(B),soi_2020.csv
CLEAN ENERGY FUELS CORP.,soi_2020.csv
CLEAN HARBORS INC.,soi_2020.csv
"CLEARWAY ENERGY INC., CLASS C",soi_2020.csv
CLEVELAND-CLIFFS INC.,soi_2020.csv
CLICKS GROUP LTD.,soi_2020.csv
CLOROX CO. (THE),soi_2020.csv
CLOUDERA INC.,soi_2020.csv
CMC MATERIALS INC.,soi_2020.csv
CME GROUP INC.,soi_2020.csv
CMS ENERGY CORP.,soi_2020.csv
CNH INDUSTRIAL NV,soi_2020.csv
CNO FINANCIAL GROUP INC.,soi_2020.csv
CNOOC LTD.,soi_2020.csv
CNP ASSURANCES,soi_2020.csv
CNX RESOURCES CORP.,soi_2020.csv
CO. LTD. (A)(B)(C),soi_2020.csv
COCA-COLA AMATIL LTD.,soi_2020.csv
COCA-COLA CO. (THE),soi_2020.csv
COCA-COLA EUROPEAN PARTNERS PLC,soi_2020.csv
COCA-COLA FEMSA SAB DE CV,soi_2020.csv
COCA-COLA HBC AG,soi_2020.csv
COCHLEAR LTD.,soi_2020.csv
COEUR MINING INC.,soi_2020.csv
COGENT COMMUNICATIONS HOLDINGS INC.,soi_2020.csv
COGNA EDUCACAO,soi_2020.csv
COGNEX CORP.,soi_2020.csv
"COGNIZANT TECHNOLOGY SOLUTIONS CORP., CLASS A",soi_2020.csv
COHEN & STEERS INC.,soi_2020.csv
COHERENT INC.,soi_2020.csv
COHERUS BIOSCIENCES INC.,soi_2020.csv
COLES GROUP LTD.,soi_2020.csv
COLFAX CORP.,soi_2020.csv
COLGATE-PALMOLIVE CO.,soi_2020.csv
COLGATE-PALMOLIVE INDIA LTD.,soi_2020.csv
COLLEGIUM PHARMACEUTICAL INC.,soi_2020.csv
COLONY CAPITAL INC.,soi_2020.csv
"COLOPLAST A/S, CLASS B",soi_2020.csv
COLRUYT SA,soi_2020.csv
COLUMBIA BANKING SYSTEM INC.,soi_2020.csv
COLUMBIA FINANCIAL INC.,soi_2020.csv
COLUMBIA PROPERTY TRUST INC.,soi_2020.csv
COLUMBIA SPORTSWEAR CO.,soi_2020.csv
"COMCAST CORP., CLASS A",soi_2020.csv
COMERICA INC.,soi_2020.csv
COMFORT SYSTEMS USA INC.,soi_2020.csv
COMMERCE BANCSHARES INC.,soi_2020.csv
COMMERCIAL BANK PSQC (THE),soi_2020.csv
COMMERCIAL METALS CO.,soi_2020.csv
COMMSCOPE HOLDING CO. INC.,soi_2020.csv
COMMUNITY BANK SYSTEM INC.,soi_2020.csv
COMMUNITY HEALTHCARE TRUST INC.,soi_2020.csv
COMMUNITY TRUST BANCORP. INC.,soi_2020.csv
COMMVAULT SYSTEMS INC.,soi_2020.csv
COMPASS MINERALS INTERNATIONAL INC.,soi_2020.csv
COMPUTERSHARE LTD.,soi_2020.csv
CONAGRA BRANDS INC.,soi_2020.csv
CONCORDIA FINANCIAL GROUP LTD.,soi_2020.csv
CONDUENT INC.,soi_2020.csv
CONMED CORP.,soi_2020.csv
CONSOLIDATED EDISON INC.,soi_2020.csv
"CONSTELLATION BRANDS INC., CLASS A",soi_2020.csv
CONSTELLATION SOFTWARE INC.,soi_2020.csv
CONSTRUCTION & ENGINEERING (CONTINUED) EMCOR GROUP INC.,soi_2020.csv
CONTACT ENERGY LTD.,soi_2020.csv
"CONTEMPORARY AMPEREX TECHNOLOGY CO. LTD., CLASS A",soi_2020.csv
CONTINENTAL AG,soi_2020.csv
CONTINENTAL RESOURCES INC./OK,soi_2020.csv
COOPER COMPANIES INC. (THE),soi_2020.csv
COOPER TIRE & RUBBER CO.,soi_2020.csv
COPART INC.,soi_2020.csv
CORCEPT THERAPEUTICS INC.,soi_2020.csv
CORE LABORATORIES NV,soi_2020.csv
CORELOGIC INC.,soi_2020.csv
CORESITE REALTY CORP.,soi_2020.csv
CORNERSTONE ONDEMAND INC.,soi_2020.csv
CORNING INC.,soi_2020.csv
CORPORATE OFFICE PROPERTIES TRUST,soi_2020.csv
CORTEVA INC.,soi_2020.csv
CORVEL CORP.,soi_2020.csv
COSAN SA,soi_2020.csv
COSTAR GROUP INC.(A)(B),soi_2020.csv
COSTCO WHOLESALE CORP.,soi_2020.csv
COUNTRY GARDEN HOLDINGS CO. LTD.,soi_2020.csv
COUNTRY GARDEN SERVICES HOLDINGS CO. LTD.,soi_2020.csv
COUPA SOFTWARE INC.,soi_2020.csv
COUSINS PROPERTIES INC.,soi_2020.csv
COVANTA HOLDING CORP.,soi_2020.csv
COVESTRO AG,soi_2020.csv
COVETRUS INC.,soi_2020.csv
COVIVIO,soi_2020.csv
COWAY CO. LTD.,soi_2020.csv
"CP ALL PCL, NVDR",soi_2020.csv
CRACKER BARREL OLD COUNTRY STORE INC.,soi_2020.csv
CRANE CO.,soi_2020.csv
"CRAWFORD & CO., CLASS A, NVS",soi_2020.csv
CREDICORP LTD.,soi_2020.csv
CREDIT ACCEPTANCE CORP.,soi_2020.csv
"CREDIT SUISSE GROUP AG, REGISTERED",soi_2020.csv
CREE INC.,soi_2020.csv
CRH PLC,soi_2020.csv
CROCS INC.,soi_2020.csv
CRONOS GROUP INC. (A)(B),soi_2020.csv
"CROWDSTRIKE HOLDINGS INC., CLASS A",soi_2020.csv
CROWN CASTLE INTERNATIONAL CORP.,soi_2020.csv
CROWN HOLDINGS INC.,soi_2020.csv
CROWN RESORTS LTD.,soi_2020.csv
CRYOPORT INC.,soi_2020.csv
CSG SYSTEMS INTERNATIONAL INC.,soi_2020.csv
CSL LTD.,soi_2020.csv
CSPC PHARMACEUTICAL GROUP LTD.,soi_2020.csv
CSX CORP.,soi_2020.csv
CTBC FINANCIAL HOLDING CO. LTD.,soi_2020.csv
CTS CORP.,soi_2020.csv
CUBESMART,soi_2020.csv
CUBIC CORP.,soi_2020.csv
CULLEN/FROST BANKERS INC.,soi_2020.csv
CUMMINS INC.,soi_2020.csv
CURTISS-WRIGHT CORP.,soi_2020.csv
CUSHMAN & WAKEFIELD PLC (A)(B),soi_2020.csv
CVB FINANCIAL CORP.,soi_2020.csv
CVS HEALTH CORP.,soi_2020.csv
CYBERAGENT INC.,soi_2020.csv
CYBERARK SOFTWARE LTD.,soi_2020.csv
CYRUSONE INC.,soi_2020.csv
CYTOKINETICS INC.,soi_2020.csv
DABUR INDIA LTD.,soi_2020.csv
DAELIM INDUSTRIAL CO. LTD.,soi_2020.csv
DAEWOO ENGINEERING & CONSTRUCTION CO. LTD.,soi_2020.csv
DAI NIPPON PRINTING CO. LTD.,soi_2020.csv
DAI-ICHI LIFE HOLDINGS INC.,soi_2020.csv
DAIFUKU CO. LTD.,soi_2020.csv
DAIICHI SANKYO CO. LTD.,soi_2020.csv
DAIKIN INDUSTRIES LTD.,soi_2020.csv
"DAIMLER AG, REGISTERED",soi_2020.csv
DAIWA HOUSE INDUSTRY CO. LTD.,soi_2020.csv
DAIWA SECURITIES GROUP INC.,soi_2020.csv
DANA INC.,soi_2020.csv
DANAHER CORP.,soi_2020.csv
DANSKE BANK A/S,soi_2020.csv
DAR AL ARKAN REAL ESTATE DEVELOPMENT CO.,soi_2020.csv
DARDEN RESTAURANTS INC.,soi_2020.csv
DARLING INGREDIENTS INC.,soi_2020.csv
DASSAULT AVIATION SA,soi_2020.csv
DASSAULT SYSTEMES SE,soi_2020.csv
"DATADOG INC., CLASS A",soi_2020.csv
DAVIDE CAMPARI-MILANO NV,soi_2020.csv
DAVITA INC.,soi_2020.csv
DBS GROUP HOLDINGS LTD.,soi_2020.csv
DECIPHERA PHARMACEUTICALS INC.,soi_2020.csv
DECKERS OUTDOOR CORP.,soi_2020.csv
DEERE & CO,soi_2020.csv
DEERE & CO.,soi_2020.csv
DELEK U.S. HOLDINGS INC.,soi_2020.csv
DELIVERY HERO SE (A)(B),soi_2020.csv
DELIVERY HERO SE (A)(C),soi_2020.csv
"DELL TECHNOLOGIES INC., CLASS C",soi_2020.csv
DELPHI TECHNOLOGIES PLC,soi_2020.csv
DELTA AIR LINES INC.,soi_2020.csv
DELTA ELECTRONICS INC.,soi_2020.csv
DELUXE CORP.,soi_2020.csv
DEMANT A/S,soi_2020.csv
DENALI THERAPEUTICS INC.,soi_2020.csv
DENBURY RESOURCES INC.,soi_2020.csv
"DENMARK (CONTINUED) NOVOZYMES A/S, CLASS B",soi_2020.csv
DENSO CORP.,soi_2020.csv
DENTSPLY SIRONA INC.,soi_2020.csv
DENTSU GROUP INC.,soi_2020.csv
"DEUTSCHE BANK AG, REGISTERED",soi_2020.csv
"DEUTSCHE POST AG, REGISTERED",soi_2020.csv
"DEUTSCHE TELEKOM AG, REGISTERED",soi_2020.csv
DEUTSCHE WOHNEN SE,soi_2020.csv
DEVON ENERGY CORP.,soi_2020.csv
DEXCOM INC.,soi_2020.csv
DEXCOM INC. (A)(C),soi_2020.csv
DEXUS,soi_2020.csv
DIALOG GROUP BHD,soi_2020.csv
DIAMOND HILL INVESTMENT GROUP INC.,soi_2020.csv
DIAMONDROCK HOSPITALITY CO.,soi_2020.csv
DIASORIN SPA,soi_2020.csv
DICERNA PHARMACEUTICALS INC.,soi_2020.csv
DIGITAL REALTY TRUST INC.,soi_2020.csv
DIGITAL TURBINE INC.,soi_2020.csv
DINE BRANDS GLOBAL INC.,soi_2020.csv
DIRECT LINE INSURANCE GROUP PLC,soi_2020.csv
DISCOVER FINANCIAL SERVICES,soi_2020.csv
"DISCOVERY INC., CLASS A",soi_2020.csv
"DISCOVERY INC., CLASS A (A)(B)",soi_2020.csv
"DISCOVERY INC., CLASS A (A)(C)",soi_2020.csv
"DISCOVERY INC., CLASS C, NVS",soi_2020.csv
"DISCOVERY INC., CLASS C, NVS (A)(B)",soi_2020.csv
DISCOVERY LTD.,soi_2020.csv
"DISH NETWORK CORP., CLASS A",soi_2020.csv
DLF LTD.,soi_2020.csv
DNB ASA,soi_2020.csv
DOCUSIGN INC.,soi_2020.csv
"DOLBY LABORATORIES INC., CLASS A",soi_2020.csv
DOLLAR GENERAL CORP.,soi_2020.csv
DOLLAR TREE INC.,soi_2020.csv
DOLLARAMA INC.,soi_2020.csv
DOMINION ENERGY INC.,soi_2020.csv
DOMINO’S PIZZA INC.,soi_2020.csv
DOMTAR CORP.,soi_2020.csv
DONALDSON CO. INC.,soi_2020.csv
DORMAN PRODUCTS INC.,soi_2020.csv
DOUGLAS DYNAMICS INC.,soi_2020.csv
DOUGLAS EMMETT INC.,soi_2020.csv
DOVER CORP.,soi_2020.csv
DOW INC.,soi_2020.csv
DR HORTON INC.,soi_2020.csv
DRIL-QUIP INC.,soi_2020.csv
"DROPBOX INC., CLASS A",soi_2020.csv
DSV PANALPINA A/S,soi_2020.csv
DTE ENERGY CO.,soi_2020.csv
DUKE REALTY CORP.,soi_2020.csv
DUNKIN BRANDS GROUP INC.,soi_2020.csv
DUNKIN’ BRANDS GROUP INC.,soi_2020.csv
DUPONT DE NEMOURS INC.,soi_2020.csv
DXC TECHNOLOGY CO.,soi_2020.csv
