name_normalized,source_file
"ALAMO GROUP, INC.",soi_2024.csv
"ALASKA AIR GROUP, INC.",soi_2024.csv
"ALBANY INTERNATIONAL CORP., CLASS",soi_2024.csv
ALBEMARLE CORP.,soi_2024.csv
ALCHIP TECHNOLOGIES LTD.,soi_2024.csv
ALCOA CORP.,soi_2024.csv
ALCON INC.,soi_2024.csv
ALDAR PROPERTIES PJSC,soi_2024.csv
"ALECTOR, INC.",soi_2024.csv
ALEXANDRIA REAL ESTATE EQUITIES INC.,soi_2024.csv
"ALEXANDRIA REAL ESTATE EQUITIES, INC.",soi_2024.csv
ALFA LAVAL AB,soi_2024.csv
ALGONQUIN POWER & UTILITIES CORP.,soi_2024.csv
ALIBABA GROUP HOLDING LTD.,soi_2024.csv
ALIBABA HEALTH INFORMATION TECHNOLOGY LTD.,soi_2024.csv
ALIBABA HEALTH INFORMATION TECHNOLOGY LTD. (A)(C),soi_2024.csv
ALIBABA HEALTH INFORMATION TECHNOLOGY LTD. (B)(C),soi_2024.csv
ALIGN TECHNOLOGY INC.,soi_2024.csv
"ALIGN TECHNOLOGY, INC.",soi_2024.csv
"ALIGNMENT HEALTHCARE, INC.",soi_2024.csv
ALKERMES PLC,soi_2024.csv
"ALLEGRO MICROSYSTEMS, INC.",soi_2024.csv
ALLEGRO.EU SA (A)(B),soi_2024.csv
ALLIANT ENERGY CORP.,soi_2024.csv
"ALLIANZ SE, REGISTERED",soi_2024.csv
"ALLISON TRANSMISSION HOLDINGS, INC.",soi_2024.csv
ALLSTATE CORP. (THE),soi_2024.csv
"ALLY FINANCIAL, INC.",soi_2024.csv
ALMARAI CO. JSC,soi_2024.csv
ALNYLAM PHARMACEUTICALS INC.,soi_2024.csv
"ALNYLAM PHARMACEUTICALS, INC.",soi_2024.csv
ALPHA SERVICES AND HOLDINGS SA,soi_2024.csv
"ALPHABET INC., CLASS A",soi_2024.csv
"ALPHABET INC., CLASS C, NVS",soi_2024.csv
"ALPHABET, INC., CLASS",soi_2024.csv
"ALPHABET, INC., CLASS A",soi_2024.csv
"ALPHABET, INC., CLASS C, NVS",soi_2024.csv
"ALPHABET, INC., CLASS, NVS",soi_2024.csv
"ALPHATEC HOLDINGS, INC.",soi_2024.csv
"ALPINE IMMUNE SCIENCES, INC.",soi_2024.csv
ALROSA PJSC,soi_2024.csv
"ALTAIR ENGINEERING, INC., CLASS",soi_2024.csv
"ALTERYX, INC., CLASS",soi_2024.csv
ALTRIA GROUP INC.,soi_2024.csv
"ALTUS POWER INC., CLASS A (A)(B)",soi_2024.csv
AMALGAMATED FINANCIAL CORP.,soi_2024.csv
AMAZON.COM INC.,soi_2024.csv
"AMAZON.COM, INC.",soi_2024.csv
AMBEV SA,soi_2024.csv
"AMEDISYS, INC.",soi_2024.csv
AMERICA MOVIL SAB DE CV,soi_2024.csv
"AMERICA'S CAR-MART, INC.",soi_2024.csv
"AMERICAN AIRLINES GROUP, INC.",soi_2024.csv
"AMERICAN ASSETS TRUST, INC.",soi_2024.csv
"AMERICAN AXLE & MANUFACTURING HOLDINGS, INC.",soi_2024.csv
"AMERICAN EAGLE OUTFITTERS, INC.",soi_2024.csv
"AMERICAN ELECTRIC POWER CO., INC.",soi_2024.csv
AMERICAN EXPRESS CO.,soi_2024.csv
AMERICAN FINANCIAL GROUP INC./OH,soi_2024.csv
"AMERICAN FINANCIAL GROUP, INC.",soi_2024.csv
"AMERICAN HOMES 4 RENT, CLASS",soi_2024.csv
AMERICAN INTERNATIONAL GROUP INC.,soi_2024.csv
"AMERICAN INTERNATIONAL GROUP, INC.",soi_2024.csv
AMERICAN STATES WATER CO.,soi_2024.csv
AMERICAN TOWER CORP.,soi_2024.csv
AMERICAN WATER WORKS CO. INC.,soi_2024.csv
"AMERICAN WATER WORKS CO., INC.",soi_2024.csv
AMERICAN WOODMARK CORP.,soi_2024.csv
"AMERICOLD REALTY TRUST, INC.",soi_2024.csv
AMERIPRISE FINANCIAL INC.,soi_2024.csv
"AMERIPRISE FINANCIAL, INC.",soi_2024.csv
AMETEK INC.,soi_2024.csv
"AMETEK, INC.",soi_2024.csv
AMGEN INC.,soi_2024.csv
"AMGEN, INC.",soi_2024.csv
"AMKOR TECHNOLOGY, INC.",soi_2024.csv
AMMB HOLDINGS BHD,soi_2024.csv
"AMN HEALTHCARE SERVICES, INC.",soi_2024.csv
AMOREPACIFIC CORP.,soi_2024.csv
"AMPHASTAR PHARMACEUTICALS, INC.",soi_2024.csv
"AMPHENOL CORP., CLASS",soi_2024.csv
"AMPHENOL CORP., CLASS A",soi_2024.csv
AMPLIFON SPA,soi_2024.csv
ANA HOLDINGS INC.,soi_2024.csv
ANALOG DEVICES INC.,soi_2024.csv
"ANALOG DEVICES, INC.",soi_2024.csv
ANAVEX LIFE SCIENCES CORP.,soi_2024.csv
"ANDERSONS, INC. (THE)",soi_2024.csv
ANGLO AMERICAN PLATINUM LTD.,soi_2024.csv
ANHEUSER-BUSCH INBEV SA/NV,soi_2024.csv
"ANHUI GUJING DISTILLERY CO. LTD., CLASS B",soi_2024.csv
"ANJOY FOODS GROUP CO. LTD., CLASS A",soi_2024.csv
ANNALY CAPITAL MANAGEMENT INC.,soi_2024.csv
"ANNALY CAPITAL MANAGEMENT, INC.",soi_2024.csv
ANSYS INC.,soi_2024.csv
"ANSYS, INC.",soi_2024.csv
ANTA SPORTS PRODUCTS LTD.,soi_2024.csv
ANTERO MIDSTREAM CORP.,soi_2024.csv
ANTERO RESOURCES CORP.,soi_2024.csv
"ANYWHERE REAL ESTATE, INC.",soi_2024.csv
ANZ GROUP HOLDINGS LTD.,soi_2024.csv
"AON PLC, CLASS",soi_2024.csv
"AON PLC, CLASS A",soi_2024.csv
"AP MOLLER - MAERSK A/S, CLASS A",soi_2024.csv
"AP MOLLER - MAERSK A/S, CLASS B, NVS",soi_2024.csv
APA GROUP,soi_2024.csv
APARTMENT INCOME REIT CORP.,soi_2024.csv
"APELLIS PHARMACEUTICALS, INC.",soi_2024.csv
API GROUP CORP.,soi_2024.csv
"APOLLO COMMERCIAL REAL ESTATE FINANCE, INC.",soi_2024.csv
APOLLO GLOBAL MANAGEMENT INC.,soi_2024.csv
"APOLLO GLOBAL MANAGEMENT, INC.",soi_2024.csv
APOLLO HOSPITALS ENTERPRISE LTD.,soi_2024.csv
"APPFOLIO, INC., CLASS",soi_2024.csv
APPLE INC.,soi_2024.csv
"APPLE, INC.",soi_2024.csv
"APPLIED INDUSTRIAL TECHNOLOGIES, INC.",soi_2024.csv
APPLIED MATERIALS INC.,soi_2024.csv
"APPLIED MATERIALS, INC.",soi_2024.csv
"APTARGROUP, INC.",soi_2024.csv
ARABIAN INTERNET & COMMUNICATIONS SERVICES CO.,soi_2024.csv
ARC RESOURCES LTD.,soi_2024.csv
ARCA CONTINENTAL SAB DE CV,soi_2024.csv
ARCADIUM LITHIUM PLC,soi_2024.csv
ARCBEST CORP.,soi_2024.csv
"ARCELLX, INC.",soi_2024.csv
ARCH CAPITAL GROUP LTD.,soi_2024.csv
ARCHER-DANIELS-MIDLAND CO.,soi_2024.csv
"ARCHROCK, INC.",soi_2024.csv
"ARCOSA, INC.",soi_2024.csv
"ARCTURUS THERAPEUTICS HOLDINGS, INC.",soi_2024.csv
"ARCUS BIOSCIENCES, INC.",soi_2024.csv
"ARDELYX, INC.",soi_2024.csv
"ARES MANAGEMENT CORP., CLASS",soi_2024.csv
ARGENX SE,soi_2024.csv
ARISTA NETWORKS INC.,soi_2024.csv
"ARISTA NETWORKS, INC.",soi_2024.csv
ARISTOCRAT LEISURE LTD.,soi_2024.csv
"ARMADA HOFFLER PROPERTIES, INC.",soi_2024.csv
"ARMSTRONG WORLD INDUSTRIES, INC.",soi_2024.csv
ARRAY TECHNOLOGIES INC. (A)(B),soi_2024.csv
"ARRAY TECHNOLOGIES, INC.",soi_2024.csv
"ARROW ELECTRONICS, INC.",soi_2024.csv
"ARROWHEAD PHARMACEUTICALS, INC.",soi_2024.csv
ARTHUR J GALLAGHER & CO.,soi_2024.csv
ARTHUR J. GALLAGHER & CO.,soi_2024.csv
"ARTISAN PARTNERS ASSET MANAGEMENT, INC., CLASS",soi_2024.csv
"ARTIVION, INC.",soi_2024.csv
"ARVINAS, INC.",soi_2024.csv
ASAHI GROUP HOLDINGS LTD.,soi_2024.csv
ASAHI INTECC CO. LTD.,soi_2024.csv
ASAHI KASEI CORP.,soi_2024.csv
"ASANA, INC., CLASS",soi_2024.csv
"ASBURY AUTOMOTIVE GROUP, INC.",soi_2024.csv
ASE TECHNOLOGY HOLDING CO. LTD.,soi_2024.csv
ASELSAN ELEKTRONIK SANAYI VE TICARET AS,soi_2024.csv
"ASGN, INC.",soi_2024.csv
"ASHLAND, INC.",soi_2024.csv
ASHOK LEYLAND LTD.,soi_2024.csv
ASIA - POTASH INTERNATIONAL INVESTMENT GUANGZHOU CO. LTD.,soi_2024.csv
ASIAN PAINTS LTD.,soi_2024.csv
ASPEN PHARMACARE HOLDINGS LTD.,soi_2024.csv
ASPEN TECHNOLOGY INC.,soi_2024.csv
"ASPEN TECHNOLOGY, INC.",soi_2024.csv
"ASSA ABLOY AB, CLASS B",soi_2024.csv
"ASSET WORLD CORP. PCL, NVDR",soi_2024.csv
"ASSET WORLD CORP. PCL, NVDR (C)",soi_2024.csv
ASSICURAZIONI GENERALI SPA,soi_2024.csv
ASSOCIATED BANC-CORP,soi_2024.csv
ASSOCIATED BANC-CORP.,soi_2024.csv
ASSURANT INC.,soi_2024.csv
"ASSURANT, INC.",soi_2024.csv
ASSURED GUARANTY LTD.,soi_2024.csv
ASTELLAS PHARMA INC.,soi_2024.csv
ASTRAL LTD.,soi_2024.csv
"ASTRANA HEALTH, INC.",soi_2024.csv
ASUSTEK COMPUTER INC.,soi_2024.csv
ASX LTD.,soi_2024.csv
AT&T INC.,soi_2024.csv
"AT&T, INC.",soi_2024.csv
ATACADAO SA,soi_2024.csv
"ATI, INC.",soi_2024.csv
"ATKORE, INC.",soi_2024.csv
ATLANTIC UNION BANKSHARES CORP.,soi_2024.csv
"ATLAS COPCO AB, CLASS A",soi_2024.csv
"ATLAS COPCO AB, CLASS B",soi_2024.csv
"ATLASSIAN CORP., CLASS",soi_2024.csv
"ATLASSIAN CORP., NVS",soi_2024.csv
ATMOS ENERGY CORP.,soi_2024.csv
"ATRICURE, INC.",soi_2024.csv
AU SMALL FINANCE BANK LTD.,soi_2024.csv
AU SMALL FINANCE BANK LTD. (A),soi_2024.csv
AUCKLAND INTERNATIONAL AIRPORT LTD.,soi_2024.csv
AUO CORP.,soi_2024.csv
AURIZON HOLDINGS LTD.,soi_2024.csv
"AURORA INNOVATION, INC., CLASS",soi_2024.csv
AUTODESK INC.,soi_2024.csv
"AUTODESK, INC.",soi_2024.csv
"AUTOLIV, INC.",soi_2024.csv
AUTOMATIC DATA PROCESSING INC.,soi_2024.csv
"AUTOMATIC DATA PROCESSING, INC.",soi_2024.csv
"AUTONATION, INC.",soi_2024.csv
"AUTOZONE, INC.",soi_2024.csv
AVALONBAY COMMUNITIES INC.,soi_2024.csv
"AVALONBAY COMMUNITIES, INC.",soi_2024.csv
AVANGRID INC.,soi_2024.csv
"AVANTOR, INC.",soi_2024.csv
AVENUE SUPERMARTS LTD. (A)(B),soi_2024.csv
"AVEPOINT, INC.",soi_2024.csv
AVERY DENNISON CORP.,soi_2024.csv
"AVIDXCHANGE HOLDINGS, INC.",soi_2024.csv
AVIENT CORP.,soi_2024.csv
"AVIS BUDGET GROUP, INC.",soi_2024.csv
AVISTA CORP.,soi_2024.csv
"AVNET, INC.",soi_2024.csv
"AVOLTA AG, REGISTERED",soi_2024.csv
AXALTA COATING SYSTEMS LTD.,soi_2024.csv
AXIATA GROUP BHD,soi_2024.csv
AXIS BANK LTD.,soi_2024.csv
AXIS CAPITAL HOLDINGS LTD.,soi_2024.csv
AXON ENTERPRISE INC.,soi_2024.csv
"AXON ENTERPRISE, INC.",soi_2024.csv
"AXONICS, INC.",soi_2024.csv
"AXSOME THERAPEUTICS, INC.",soi_2024.csv
AYALA LAND INC.,soi_2024.csv
AZBIL CORP.,soi_2024.csv
"AZEK CO., INC. (THE), CLASS",soi_2024.csv
"AZENTA, INC.",soi_2024.csv
AZRIELI GROUP LTD.,soi_2024.csv
"AZZ, INC.",soi_2024.csv
B3 SA - BRASIL BOLSA BALCAO,soi_2024.csv
"B3 SA - BRASIL, BOLSA, BALCAO",soi_2024.csv
"BACHEM HOLDING AG, CLASS B",soi_2024.csv
"BADGER METER, INC.",soi_2024.csv
BAIC BLUEPARK NEW ENERGY TECHNOLOGY CO. LTD.,soi_2024.csv
BAIDU INC.,soi_2024.csv
BAIDU INC. (B),soi_2024.csv
BAJAJ AUTO LTD.,soi_2024.csv
BAJAJ FINANCE LTD.,soi_2024.csv
"BAKER HUGHES CO., CLASS",soi_2024.csv
"BAKER HUGHES CO., CLASS A",soi_2024.csv
BALCHEM CORP.,soi_2024.csv
BALKRISHNA INDUSTRIES LTD.,soi_2024.csv
BALL CORP.,soi_2024.csv
"BALOISE HOLDING AG, REGISTERED",soi_2024.csv
"BANC CALIFORNIA, INC.",soi_2024.csv
BANCO BPM SPA,soi_2024.csv
"BANCO BRADESCO SA, PREFERENCE SHARES, NVS",soi_2024.csv
BANCO BTG PACTUAL SA,soi_2024.csv
BANCO DE CREDITO E INVERSIONES SA,soi_2024.csv
BANCO DEL BAJIO SA,soi_2024.csv
BANCO SANTANDER BRASIL SA,soi_2024.csv
BANCOLOMBIA SA,soi_2024.csv
"BANCOLOMBIA SA, PREFERENCE SHARES, NVS",soi_2024.csv
"BANCORP, INC. (THE)",soi_2024.csv
BANDAI NAMCO HOLDINGS INC.,soi_2024.csv
BANDHAN BANK LTD.,soi_2024.csv
BANDHAN BANK LTD. (A),soi_2024.csv
"BANGKOK DUSIT MEDICAL SERVICES PCL, NVDR",soi_2024.csv
BANK AMERICA CORP.,soi_2024.csv
BANK CENTRAL ASIA TBK PT,soi_2024.csv
BANK HAWAII CORP.,soi_2024.csv
BANK LEUMI LE-ISRAEL BM,soi_2024.csv
BANK MANDIRI PERSERO TBK PT,soi_2024.csv
BANK NEGARA INDONESIA PERSERO TBK PT,soi_2024.csv
BANK NEW YORK MELLON CORP. (THE),soi_2024.csv
BANK OF AMERICA CORP.,soi_2024.csv
BANK OF BARODA,soi_2024.csv
"BANK OF BEIJING CO. LTD., CLASS A",soi_2024.csv
"BANK OF CHANGSHA CO. LTD., CLASS A",soi_2024.csv
"BANK OF CHENGDU CO. LTD., CLASS A",soi_2024.csv
"BANK OF CHINA LTD., CLASS A",soi_2024.csv
"BANK OF CHINA LTD., CLASS H",soi_2024.csv
"BANK OF COMMUNICATIONS CO. LTD., CLASS A",soi_2024.csv
"BANK OF COMMUNICATIONS CO. LTD., CLASS H",soi_2024.csv
"BANK OF HANGZHOU CO. LTD., CLASS A",soi_2024.csv
"BANK OF JIANGSU CO. LTD., CLASS A",soi_2024.csv
"BANK OF NANJING CO. LTD., CLASS A",soi_2024.csv
BANK OF NEW YORK MELLON CORP. (THE),soi_2024.csv
"BANK OF NINGBO CO. LTD., CLASS A",soi_2024.csv
BANK OF NOVA SCOTIA (THE),soi_2024.csv
"BANK OF SHANGHAI CO. LTD., CLASS A",soi_2024.csv
BANK POLSKA KASA OPIEKI SA,soi_2024.csv
BANK RAKYAT INDONESIA PERSERO TBK PT,soi_2024.csv
"BANKUNITED, INC.",soi_2024.csv
BANNER CORP.,soi_2024.csv
"BANQUE CANTONALE VAUDOISE, REGISTERED",soi_2024.csv
BARITO PACIFIC TBK PT,soi_2024.csv
BARITO RENEWABLES ENERGY TBK PT,soi_2024.csv
"BARNES GROUP, INC.",soi_2024.csv
BARRATT DEVELOPMENTS PLC,soi_2024.csv
BARWA REAL ESTATE CO.,soi_2024.csv
BASF SE,soi_2024.csv
BATH & BODY WORKS INC.,soi_2024.csv
"BATH & BODY WORKS, INC.",soi_2024.csv
BAXTER INTERNATIONAL INC.,soi_2024.csv
"BAXTER INTERNATIONAL, INC.",soi_2024.csv
BAYCURRENT CONSULTING INC.,soi_2024.csv
"BAYER AG, REGISTERED",soi_2024.csv
BAYERISCHE MOTOREN WERKE AG,soi_2024.csv
"BAYERISCHE MOTOREN WERKE AG, PREFERENCE SHARES, NVS",soi_2024.csv
BB SEGURIDADE PARTICIPACOES SA,soi_2024.csv
BCE INC.,soi_2024.csv
BDO UNIBANK INC.,soi_2024.csv
"BEACON ROOFING SUPPLY, INC.",soi_2024.csv
"BEAM THERAPEUTICS, INC.",soi_2024.csv
"BEAZER HOMES USA, INC.",soi_2024.csv
BECHTLE AG,soi_2024.csv
BECTON DICKINSON & CO.,soi_2024.csv
BECTON DICKINSON AND CO.,soi_2024.csv
BEIGENE LTD.,soi_2024.csv
"BEIJER REF AB, CLASS B",soi_2024.csv
BEIJING ENTERPRISES WATER GROUP LTD.,soi_2024.csv
"BEIJING KINGSOFT OFFICE SOFTWARE INC., CLASS A",soi_2024.csv
"BEIJING ORIENTAL YUHONG WATERPROOF TECHNOLOGY CO. LTD., CLASS A",soi_2024.csv
"BEIJING TONGRENTANG CO. LTD., CLASS A",soi_2024.csv
"BEIJING-SHANGHAI HIGH SPEED RAILWAY CO. LTD., CLASS A",soi_2024.csv
"BELDEN, INC.",soi_2024.csv
"BELLRING BRANDS, INC.",soi_2024.csv
"BENCHMARK ELECTRONICS, INC.",soi_2024.csv
"BENTLEY SYSTEMS, INC., CLASS",soi_2024.csv
BERGER PAINTS INDIA LTD.,soi_2024.csv
BERKELEY GROUP HOLDINGS PLC,soi_2024.csv
"BERKSHIRE HATHAWAY INC., CLASS B",soi_2024.csv
"BERKSHIRE HATHAWAY, INC., CLASS",soi_2024.csv
"BERKSHIRE HATHAWAY, INC., CLASS B",soi_2024.csv
"BERKSHIRE HILLS BANCORP, INC.",soi_2024.csv
"BERLI JUCKER PCL, NVDR",soi_2024.csv
BERRY CORP.,soi_2024.csv
BERRY GLOBAL GROUP INC.,soi_2024.csv
"BERRY GLOBAL GROUP, INC.",soi_2024.csv
BEST BUY CO. INC.,soi_2024.csv
"BEST BUY CO., INC.",soi_2024.csv
"BEYOND, INC.",soi_2024.csv
"BGC GROUP, INC., CLASS",soi_2024.csv
BHARAT ELECTRONICS LTD.,soi_2024.csv
BHARTI AIRTEL LTD.,soi_2024.csv
BID CORP. LTD.,soi_2024.csv
BIDVEST GROUP LTD. (THE),soi_2024.csv
BILIBILI INC.,soi_2024.csv
"BILL HOLDINGS, INC.",soi_2024.csv
"BIO-MEDICAL ELECTRONICS CO. LTD., CLASS A",soi_2024.csv
"BIO-RAD LABORATORIES, INC., CLASS",soi_2024.csv
"BIO-RAD LABORATORIES, INC., CLASS A",soi_2024.csv
BIO-TECHNE CORP.,soi_2024.csv
BIOGEN INC.,soi_2024.csv
"BIOGEN, INC.",soi_2024.csv
BIOHAVEN LTD.,soi_2024.csv
BIOMARIN PHARMACEUTICAL INC.,soi_2024.csv
"BIOMARIN PHARMACEUTICAL, INC.",soi_2024.csv
BIOMERIEUX,soi_2024.csv
"BJ S WHOLESALE CLUB HOLDINGS, INC.",soi_2024.csv
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",soi_2024.csv
BKW AG,soi_2024.csv
"BLACKBAUD, INC.",soi_2024.csv
"BLACKLINE, INC.",soi_2024.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 5.49%(C)(D)(E)",soi_2024.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 5.49%(C)(E)(F)",soi_2024.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 5.49%(E)(F)(G)",soi_2024.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 5.50%(A)(B)(H)",soi_2024.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 5.50%(C)(D)(E)",soi_2024.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 5.50%(C)(E)(F)",soi_2024.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 5.50%(D)(E)(F)",soi_2024.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 5.50%(D)(F)",soi_2024.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 5.50%(E)(F)(H)",soi_2024.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 5.50%(G)(H)",soi_2024.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 5.51%(C)(D)(E)",soi_2024.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 5.51%(D)(E)(F)",soi_2024.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 5.51%(F)(G)(H)",soi_2024.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 5.28%(C)(D)",soi_2024.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 5.28%(C)(E)",soi_2024.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 5.28%(E)(F)",soi_2024.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 5.29%(C)(D)",soi_2024.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 5.30%(C)(D)",soi_2024.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 5.30%(C)(D)(E)",soi_2024.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 5.30%(D)(E)",soi_2024.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 5.30%(E)(F)",soi_2024.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 5.32%(C)(D)",soi_2024.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 5.32%(D)(E)",soi_2024.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 5.32%(F)(H)",soi_2024.csv
BLACKROCK INC.,soi_2024.csv
"BLACKROCK, INC.",soi_2024.csv
"BLACKSTONE INC., NVS",soi_2024.csv
"BLACKSTONE MORTGAGE TRUST, INC., CLASS",soi_2024.csv
"BLACKSTONE, INC., CLASS A, NVS",soi_2024.csv
"BLACKSTONE, INC., NVS",soi_2024.csv
BLOCK INC.,soi_2024.csv
"BLOCK, INC., CLASS",soi_2024.csv
"BLOOM ENERGY CORP., CLASS",soi_2024.csv
BLUEPRINT MEDICINES CORP.,soi_2024.csv
BLUESCOPE STEEL LTD.,soi_2024.csv
BOC AVIATION LTD.,soi_2024.csv
BOC HONG KONG HOLDINGS LTD.,soi_2024.csv
BOISE CASCADE CO.,soi_2024.csv
BOLIDEN AB,soi_2024.csv
BOLLORE SE,soi_2024.csv
BOOKING HOLDINGS INC.,soi_2024.csv
"BOOKING HOLDINGS, INC.",soi_2024.csv
"BOOT BARN HOLDINGS, INC.",soi_2024.csv
"BOOZ ALLEN HAMILTON HOLDING CORP., CLASS",soi_2024.csv
"BOOZ ALLEN HAMILTON HOLDING CORP., CLASS A",soi_2024.csv
"BORALEX INC., CLASS A",soi_2024.csv
"BORGWARNER, INC.",soi_2024.csv
BOSIDENG INTERNATIONAL HOLDINGS LTD.,soi_2024.csv
"BOSTON BEER CO., INC. (THE), CLASS, NVS",soi_2024.csv
BOSTON PROPERTIES INC.,soi_2024.csv
"BOSTON PROPERTIES, INC.",soi_2024.csv
BOSTON SCIENTIFIC CORP.,soi_2024.csv
BOUYGUES SA,soi_2024.csv
"BOX, INC., CLASS",soi_2024.csv
BOYD GAMING CORP.,soi_2024.csv
"BRADY CORP., CLASS",soi_2024.csv
BRAMBLES LTD.,soi_2024.csv
BRANDYWINE REALTY TRUST,soi_2024.csv
"BRAZE, INC., CLASS",soi_2024.csv
BRENNTAG SE,soi_2024.csv
"BRIDGEBIO PHARMA, INC.",soi_2024.csv
BRIDGESTONE CORP.,soi_2024.csv
BRIGHT HORIZONS FAMILY SOLUTIONS INC.,soi_2024.csv
"BRIGHT HORIZONS FAMILY SOLUTIONS, INC.",soi_2024.csv
"BRIGHTHOUSE FINANCIAL, INC.",soi_2024.csv
BRINK S CO. (THE),soi_2024.csv
"BRINKER INTERNATIONAL, INC.",soi_2024.csv
BRISTOL-MYERS SQUIBB CO.,soi_2024.csv
BRITANNIA INDUSTRIES LTD.,soi_2024.csv
BRITISH AMERICAN TOBACCO PLC,soi_2024.csv
"BRIXMOR PROPERTY GROUP, INC.",soi_2024.csv
BROADCOM INC.,soi_2024.csv
"BROADCOM, INC.",soi_2024.csv
BROADRIDGE FINANCIAL SOLUTIONS INC.,soi_2024.csv
"BROADRIDGE FINANCIAL SOLUTIONS, INC.",soi_2024.csv
"BROOKDALE SENIOR LIVING, INC.",soi_2024.csv
BROOKFIELD ASSET MANAGEMENT LTD.,soi_2024.csv
"BROOKFIELD CORP., CLASS A",soi_2024.csv
"BROOKFIELD RENEWABLE CORP., CLASS A",soi_2024.csv
BROTHER INDUSTRIES LTD.,soi_2024.csv
BROWN & BROWN INC.,soi_2024.csv
"BROWN & BROWN, INC.",soi_2024.csv
"BROWN-FORMAN CORP., CLASS B",soi_2024.csv
"BROWN-FORMAN CORP., CLASS B, NVS",soi_2024.csv
"BROWN-FORMAN CORP., CLASS, NVS",soi_2024.csv
"BRP GROUP, INC., CLASS",soi_2024.csv
BRUKER CORP.,soi_2024.csv
BRUNSWICK CORP.,soi_2024.csv
"BTS GROUP HOLDINGS PCL, NVDR",soi_2024.csv
"BUCKLE, INC. (THE)",soi_2024.csv
BUDWEISER BREWING CO. APAC LTD.,soi_2024.csv
BUDWEISER BREWING CO. APAC LTD. (B)(C),soi_2024.csv
BUILDERS FIRSTSOURCE INC.,soi_2024.csv
"BUILDERS FIRSTSOURCE, INC.",soi_2024.csv
"BUMRUNGRAD HOSPITAL PCL, NVDR",soi_2024.csv
BUNZL PLC,soi_2024.csv
BUPA ARABIA FOR COOPERATIVE INSURANCE CO.,soi_2024.csv
BURBERRY GROUP PLC,soi_2024.csv
BURLINGTON STORES INC.,soi_2024.csv
"BURLINGTON STORES, INC.",soi_2024.csv
"BWX TECHNOLOGIES, INC.",soi_2024.csv
"BYD CO. LTD., CLASS A",soi_2024.csv
"BYD CO. LTD., CLASS H",soi_2024.csv
"C3.AI, INC., CLASS",soi_2024.csv
"CABALETTA BIO, INC.",soi_2024.csv
"CABLE ONE, INC.",soi_2024.csv
CABOT CORP.,soi_2024.csv
"CACI INTERNATIONAL, INC., CLASS",soi_2024.csv
"CACTUS, INC., CLASS",soi_2024.csv
CADENCE DESIGN SYSTEMS INC.,soi_2024.csv
"CADENCE DESIGN SYSTEMS, INC.",soi_2024.csv
CAE INC.,soi_2024.csv
CAESARS ENTERTAINMENT INC.,soi_2024.csv
"CAESARS ENTERTAINMENT, INC.",soi_2024.csv
"CAL-MAINE FOODS, INC.",soi_2024.csv
"CALERES, INC.",soi_2024.csv
CALIFORNIA RESOURCES CORP.,soi_2024.csv
"CALIX, INC.",soi_2024.csv
CALLON PETROLEUM CO.,soi_2024.csv
CAMBRIDGE BANCORP,soi_2024.csv
CAMDEN NATIONAL CORP.,soi_2024.csv
CAMDEN PROPERTY TRUST,soi_2024.csv
CAMECO CORP.,soi_2024.csv
CAMPBELL SOUP CO.,soi_2024.csv
CANADIAN NATIONAL RAILWAY CO.,soi_2024.csv
CANADIAN PACIFIC KANSAS CITY LTD.,soi_2024.csv
CANADIAN SOLAR INC. (A)(B),soi_2024.csv
